 	l'	anno	che	viene	devo	mangiare	molti	dolci	</S>
o	0.9988366	0.0011493715	6.5280315e-06	6.4679152e-06	7.4377795e-07	2.1971529e-07	1.2638094e-07	1.3106512e-08	4.844563e-08
c	0.7856728	0.15571383	0.02643514	0.025967848	0.0059468634	0.00021737063	4.1850384e-05	1.8572828e-06	2.4252545e-06
h	0.03647523	0.95792407	0.0055338754	2.2154147e-06	1.590669e-05	2.8673303e-05	1.5055124e-05	3.927098e-06	1.0412107e-06
r	0.48457015	0.4982528	0.015957624	0.00042218427	0.0005409421	6.589976e-05	0.00010577111	6.97558e-05	1.4953542e-05
ò	0.5276237	0.43256065	0.037722744	0.00022861286	0.00082908955	0.0004355821	0.00040809665	0.00017823864	1.3217186e-05
n	0.07492039	0.7892817	0.11436507	0.020109108	0.0010516893	0.00020687512	1.9735053e-05	2.7348983e-06	4.257644e-05
o	0.29777735	0.16620372	0.4671013	0.0048607877	0.009741208	0.0028497751	0.0005591558	0.0092983525	0.041608367
k	0.10732928	0.13755573	0.6001483	0.11043134	0.035895187	0.007941946	0.00063809246	1.2562886e-05	4.7532943e-05
a	0.020963525	0.06619556	0.85823	0.011010048	0.03359145	0.0065706545	0.0020359522	0.0009913164	0.00041148486
m	0.0028757183	0.006503445	0.3310855	0.57019055	0.08791113	0.0013903639	4.0389088e-05	4.8064373e-07	2.4199571e-06
b	0.0020628336	0.043898825	0.7335139	0.10550513	0.09229383	0.011898773	0.0073920875	0.0011466069	0.002288081
è	0.42379618	0.22430867	0.15098026	0.059122887	0.112881385	0.019124847	0.0041232053	0.0045765163	0.001086092
n	0.0021743493	0.004769354	0.4299976	0.0929205	0.46739385	0.0026340368	7.246748e-05	1.4101914e-05	2.3704986e-05
n	0.015556028	0.0022644477	0.042644747	0.049013913	0.86073595	0.0071994485	0.0013607986	0.009691396	0.011533242
i	0.58046764	0.06656545	0.01896374	0.12555109	0.1845707	0.012387673	0.00017422425	0.00032728544	0.010992142
è	0.09429774	0.039132312	0.06223182	0.24659957	0.37805519	0.1746359	0.004818962	5.884149e-05	0.00016963725
n	0.013751268	0.0066459733	0.006215748	0.08623542	0.7889677	0.09778702	0.0003211223	5.4359284e-06	7.015697e-05
a	0.002628677	0.00054934685	0.004915821	0.036508363	0.8663537	0.08195727	0.0040277275	0.002536327	0.00052278285
f	0.09147768	0.040574405	0.009857509	0.04226001	0.07439093	0.63854617	0.102139965	0.0005942339	0.00015907416
à	0.0010118642	0.00051802676	0.0006160867	0.007040771	0.03894204	0.6128234	0.3212933	0.014552369	0.0032021364
o	6.543146e-05	5.437842e-05	0.0007515699	0.0009915772	0.036532972	0.62775934	0.33283433	0.0008381163	0.00017219996
p	0.12643783	0.026034443	0.0028539528	0.00753283	0.0051264632	0.25116345	0.5543304	0.016068658	0.010452022
o	0.00011404342	8.014251e-05	2.4214414e-05	0.0006716371	0.0019251234	0.14460896	0.772051	0.071232565	0.009292343
d	6.7020235e-05	2.5610447e-05	3.1719555e-05	0.00021603511	0.00067178	0.071787484	0.89395905	0.028624099	0.004617046
d	0.00038534714	0.0001758825	4.7725425e-05	0.00034745716	0.0002845621	0.019244377	0.62948924	0.2896301	0.060395274
h	0.0020117417	0.00015306969	4.539375e-05	0.0002597168	0.00017894909	0.003075777	0.14675316	0.73398	0.1135423
à	0.002046131	0.0002053773	0.00014704624	0.00063776673	0.0008389957	0.013747677	0.41961613	0.499515	0.06324583
g	0.034520958	0.012430396	0.0038091007	0.07072721	0.030176148	0.105269834	0.36830875	0.20936404	0.16539353
l	0.022157928	0.0012559476	0.00023988498	0.0028499505	0.0011885886	0.005474507	0.14907055	0.4181122	0.3996505
i	0.13241346	0.0054584076	0.00018371912	0.00094161247	0.00027289943	0.021842815	0.2594454	0.36711568	0.21232603
c	0.029154979	0.0121646775	0.00082747213	0.00019116735	0.00031110935	0.0026853317	0.015678981	0.27578107	0.6632052
è	1.995806e-05	3.6209049e-06	2.2103834e-06	2.2185555e-05	5.2290547e-05	0.00033899743	0.056853577	0.9141639	0.02854318
a	9.114612e-05	6.1551444e-05	8.245882e-06	3.9133436e-05	3.1273776e-05	0.00062996644	0.03634531	0.94784206	0.01495142
</S>	0.004026522	0.0010303989	6.8015535e-05	3.1124313e-05	2.3814979e-05	0.00016281943	0.0008639931	0.060207676	0.93358564
