 	mia	sorella	ancora	non	è	venuta	qui	</S>
t	0.9983889	0.0015814358	5.570153e-06	1.8619077e-05	4.8842776e-06	1.6540847e-07	1.5396988e-07	2.9355706e-07
i	0.9790877	0.020874877	3.3768665e-05	1.7017179e-06	1.8042366e-06	8.3288654e-08	6.887404e-08	8.2816545e-09
n	0.73629415	0.24961717	0.0044274633	0.00927342	0.00038448162	1.9639413e-06	3.2878648e-07	1.0448374e-06
a	0.57156384	0.42773056	0.00059683743	4.027615e-06	7.293695e-06	3.8495546e-05	5.4715863e-05	4.1934645e-06
d	0.20813996	0.7737365	0.012542232	0.005560353	2.0695627e-05	8.5675886e-08	1.18612915e-08	1.3069558e-07
r	0.006827973	0.9862558	0.0067264177	1.20334125e-05	1.1161314e-05	9.753644e-05	6.359668e-05	5.424577e-06
e	0.04920793	0.93830025	0.011493861	0.000831987	0.0001611924	1.0806042e-06	3.556096e-06	1.3691046e-07
f	0.011401014	0.7761803	0.20505041	0.007329078	3.6835154e-05	1.0634601e-06	3.1461317e-07	9.94606e-07
f	0.0028979348	0.92735505	0.06841073	0.00029782273	0.000258573	0.000265634	0.0003433374	0.00017092623
ì	0.06676357	0.7204078	0.2101232	0.00042609475	0.00062755815	0.00017158645	0.0014579736	2.2294384e-05
m	0.011053026	0.92030233	0.045806617	0.020454058	0.002359301	4.8110555e-06	1.6006827e-05	3.815671e-06
m	0.014642547	0.26561365	0.7119553	0.0032240616	0.004137624	8.555358e-05	0.0002637544	7.7538476e-05
u	0.34302005	0.14670324	0.5058328	0.0020783842	0.0011699745	7.84424e-05	0.00013085539	0.00098624
a	0.045831807	0.0684522	0.7502139	0.096218966	0.036132768	0.002445102	0.0005507634	0.0001544923
n	0.0033197799	0.0012448712	0.7872921	0.1703709	0.037487336	0.0002454725	2.488223e-05	1.4683064e-05
k	0.005053405	0.024002723	0.47254565	0.22219573	0.17750943	0.06900957	0.027026314	0.0026571264
ò	0.40154517	0.015300028	0.30929548	0.008200191	0.0031587286	0.014069969	0.18971984	0.058710538
r	0.029266287	0.008698187	0.8590138	0.045172572	0.011749861	0.04196884	0.0040580537	7.2429735e-05
a	0.0034518952	0.0015690029	0.951603	0.010013808	0.022291224	0.0103363525	0.00049871934	0.00023603217
e	0.050520077	0.0075450214	0.092322245	0.4413847	0.3091682	0.08214165	0.01042284	0.0064953016
n	0.0035172596	0.00047463624	0.1415543	0.2760534	0.20373458	0.35817865	0.014794725	0.0016925035
ì	0.0005334161	0.00030062845	0.0029625567	0.0368561	0.13136053	0.6781936	0.13744453	0.012348673
r	0.0010739194	0.00022662073	0.0066652494	0.0071566226	0.011301898	0.886033	0.08635108	0.0011915653
t	0.000725742	0.00013573297	0.01705603	0.013719852	0.05993654	0.6388148	0.25164413	0.017967163
e	0.023557026	0.00042478842	0.026730815	0.0012503099	0.0011148249	0.38833863	0.48452464	0.074059054
e	0.0031654455	0.00043980035	0.0018909338	0.003756463	0.0009792575	0.13625933	0.46680734	0.38670138
t	0.0008530538	4.642467e-05	0.0003493502	0.0015978775	0.0005217334	0.041421805	0.46244523	0.4927645
t	6.3640905e-06	2.1685337e-06	3.261363e-05	0.00036591585	0.0012369758	0.17789449	0.7792107	0.041250877
ù	2.8301313e-06	7.202798e-07	1.897148e-05	1.903324e-05	0.00016463391	0.06511485	0.9078009	0.026878072
</S>	0.00011210866	1.4071282e-05	8.493679e-05	0.0013194652	0.0006316092	0.018081158	0.41723537	0.5625213
