 	la	pasta	vuole	sale	</S>
i	0.996381	0.0035973461	1.3499448e-05	6.22288e-06	2.0671357e-06
p	0.6025125	0.35967374	0.035533518	0.0022247098	5.548546e-05
à	0.34499806	0.57329476	0.07503149	0.006215623	0.00046003817
s	0.028061815	0.86914873	0.10271959	5.4820695e-05	1.514762e-05
t	0.011752746	0.96173275	0.025806513	0.00070421305	3.8844005e-06
a	0.0031025738	0.9903555	0.006259982	0.00025817612	2.3693663e-05
ì	0.016870657	0.22892497	0.7380717	0.014474858	0.0016579053
t	0.0015105727	0.074163295	0.8981206	0.026071599	0.00013389844
e	0.00034681192	0.026399743	0.80628395	0.16661698	0.00035254148
l	0.22565708	0.009240798	0.12649593	0.590542	0.04806416
e	3.265086e-05	0.0027508342	0.24300417	0.7503309	0.0038814072
à	0.0034167764	0.00020433123	0.020149054	0.7855518	0.1906781
l	0.00033762955	0.00085048354	0.005854144	0.93023	0.06272765
a	1.4292667e-05	0.00023518052	0.012148525	0.9855295	0.0020725562
</S>	0.017497273	0.0011592002	0.0042887405	0.047436155	0.92961866
