 	questa	casa	la	costruirono	cinquanta	anni	fa	</S>
t	0.99874026	0.0012105595	4.371386e-05	2.2113284e-06	1.066121e-06	1.8619156e-06	2.3595285e-07	1.820748e-07
ù	0.9744684	0.024775399	0.00074499846	7.79769e-06	1.7567716e-06	1.6088297e-06	5.0802026e-08	1.402303e-08
t	0.7831474	0.21231651	0.004502749	1.8364462e-05	4.976494e-06	7.727174e-06	1.9136169e-06	4.576962e-07
t	0.7154808	0.2813213	0.003128785	5.8471956e-05	4.23727e-06	6.3169464e-06	7.9261355e-08	3.219695e-08
o	0.8061088	0.19138637	0.0022678825	0.00017814543	1.0967725e-05	4.008538e-05	1.2598416e-06	6.603994e-06
s	0.1348427	0.8088282	0.05612624	0.00012678307	5.9017097e-05	1.46743305e-05	1.6778914e-06	6.766569e-07
p	0.006179047	0.5493678	0.44299442	0.0014020631	5.412964e-05	2.3704306e-06	1.9365693e-07	5.76584e-09
ì	0.015710164	0.9567979	0.027322374	0.00016256227	6.4898763e-06	4.0998938e-07	7.255871e-08	2.2262894e-08
t	0.0034656413	0.18563108	0.81038576	0.00048098824	2.0660056e-05	1.2863083e-05	1.6225057e-06	1.3357738e-06
i	0.0003397325	0.04621581	0.92848533	0.024583051	0.00023549995	0.00013480244	5.2321193e-06	5.1055116e-07
t	0.06405981	0.03060798	0.84807974	0.03719839	0.014418861	0.0053346655	0.0002637834	3.6708003e-05
o	0.00012688761	0.02266817	0.8697213	0.104530856	0.002942643	9.292246e-06	8.2803905e-07	2.882988e-08
f	0.0010945945	0.0033953125	0.9016469	0.09178647	0.0019966704	7.611607e-05	3.6586061e-06	3.0321178e-07
a	0.00022147832	0.0046489714	0.4431635	0.5375197	0.0143182	4.848274e-05	7.3422445e-05	6.189312e-06
b	0.00023653674	0.0012805716	0.65680385	0.27595794	0.065238	0.0004790269	3.7416892e-06	3.3665665e-07
b	0.00066045095	0.001210474	0.06592566	0.82167846	0.10874467	0.0010036253	0.000759863	1.6817263e-05
r	0.0031951028	0.011695244	0.0256902	0.82620203	0.10687174	0.0243563	0.0018349778	0.00015438943
i	0.00235416	0.010054042	0.03564158	0.8129326	0.117110364	0.017771885	0.0040248726	0.000110430265
k	0.033973236	0.010577858	0.050644685	0.3148718	0.24271533	0.08763246	0.24774452	0.011840151
è	0.035757728	0.0073715933	0.009906091	0.14027514	0.64711905	0.07374156	0.0758159	0.010012906
t	0.715714	0.10604353	0.0576781	0.02526353	0.036420252	0.04129029	0.007403278	0.010186976
s	0.00395303	0.0011203792	0.01700225	0.15270871	0.68830913	0.12426419	0.0034538344	0.009188419
a	0.013767402	0.0066204355	0.010330259	0.08931394	0.8466035	0.031750277	0.00012775359	0.0014864503
n	0.02833731	0.012512424	0.0037368254	0.022685694	0.8905555	0.041188214	0.00081979984	0.00016422741
o	4.119998e-05	3.8203303e-05	0.0003008048	0.023826186	0.96802205	0.005015374	0.0026454988	0.00011066846
p	0.0027377347	0.0014390599	0.0011096352	0.008830346	0.791958	0.1905744	0.0031878017	0.00016310519
e	0.00013226681	0.00016789774	0.0005971294	0.010952877	0.91288173	0.06152049	0.010611743	0.003135922
t	6.655017e-05	5.904211e-05	0.00014242691	0.010942316	0.7555391	0.2073633	0.025547834	0.00033944877
t	7.10093e-05	7.136769e-05	0.00013225974	0.0048729707	0.744796	0.20526531	0.04044478	0.004346246
ì	8.139219e-06	7.79077e-06	3.7883114e-05	0.0072557293	0.4744164	0.47389457	0.033416707	0.010962774
n	0.00018285925	0.00011271349	0.0002799293	0.0047950675	0.69475085	0.19765118	0.07391244	0.028314885
t	0.0012936114	0.0005230345	0.0009698551	0.0009927272	0.4099965	0.22472449	0.12720312	0.2342966
a	0.03043284	0.014557322	0.0018297741	0.0026395652	0.25272325	0.5782791	0.044747118	0.07479103
c	0.034947634	0.020803377	0.0034306198	0.01968703	0.0532537	0.48281047	0.20552914	0.179538
h	1.4573334e-05	1.3280083e-05	2.532264e-05	0.00016755778	0.042677633	0.13072215	0.78059363	0.04578585
r	9.8763674e-05	2.5743635e-05	1.7238026e-05	0.00060357567	0.0072729522	0.65398264	0.2651401	0.072859034
ò	0.0002805078	7.301444e-05	4.66325e-05	0.0014001911	0.013107015	0.852284	0.0856564	0.047152214
n	0.02767251	0.010946246	0.004332351	0.010352129	0.05285611	0.023469558	0.2573838	0.6129873
u	0.005264335	0.001273836	0.0017792861	0.0006766166	0.0015929382	0.01869454	0.4001211	0.57059735
a	0.20335196	0.12932704	0.016836185	0.052452136	0.030052323	0.017717104	0.099908754	0.45035455
m	0.006266175	0.0031768528	0.00045864316	0.0028300132	0.0023535981	0.054738037	0.32114744	0.60902923
p	5.7301935e-05	5.185252e-05	4.2001386e-05	4.1734143e-05	0.0007066804	0.011703047	0.79152954	0.19586779
ì	0.00038734797	0.00015431417	2.6355667e-05	0.00019362736	0.000116185554	0.02492069	0.42324165	0.5509598
</S>	0.013820888	0.0074983872	0.0014548935	0.002208971	0.0025763863	0.00046398997	0.07055728	0.9014191
