 	ho	scritto	una	lettera	al	mio	fratello	</S>
è	0.9964767	0.0032465556	0.00021245095	3.7117687e-05	2.6242344e-06	5.091463e-06	1.6609114e-05	2.827396e-06
g	0.6320918	0.039038546	0.28991818	0.03657182	0.0010636217	0.00044120912	0.0008587176	1.609199e-05
r	0.7311053	0.2502169	0.01851229	7.083743e-05	8.0583566e-05	8.823005e-06	4.441202e-06	7.1858454e-07
a	0.023868889	0.94705415	0.021889698	0.0069562728	6.133932e-05	7.643246e-06	0.00014033054	2.1562373e-05
t	0.07121501	0.07409493	0.8091029	0.039151713	0.0029509636	0.0020520103	0.0013394366	9.3102826e-05
s	0.034768227	0.2541677	0.69386685	0.011110645	0.005889602	0.00017110852	2.4855659e-05	1.0621117e-06
a	0.0020271512	0.10121479	0.3725097	0.50013155	0.022720624	0.00019318193	0.0011933537	9.737384e-06
è	0.00014204536	0.0009160251	0.97913355	0.019118505	0.00062416244	6.313127e-05	1.6500602e-06	9.92948e-07
n	0.0013487465	0.0014833354	0.77018493	0.22518633	0.0016203762	0.00013924664	3.146351e-05	5.4292545e-06
a	0.0013745052	0.0070108594	0.5656476	0.3017331	0.12214033	0.0016821112	0.00029122081	0.00012023347
n	0.14805438	0.005852795	0.16221733	0.24276736	0.37576857	0.063228264	0.0018314203	0.0002798541
g	0.0010838679	0.00031534684	0.00618898	0.16550373	0.7754374	0.040698033	0.010534719	0.00023799315
r	9.3679555e-05	3.0599524e-05	0.008747385	0.030099938	0.8795716	0.031738073	0.04791312	0.0018056313
à	6.5583336e-05	0.0001990642	0.011224862	0.005518838	0.9516329	0.027206026	0.0039864895	0.00016629582
m	0.0005491494	0.000305416	0.021126859	0.08343413	0.63968426	0.24923897	0.0052805915	0.00038063305
m	8.265797e-05	3.506263e-05	0.0044456627	0.03572904	0.60892344	0.2702517	0.08032054	0.00021191458
a	0.0041659465	0.00039171905	0.0019978879	0.006703143	0.69485533	0.23885177	0.04773745	0.005296828
u	0.017526545	0.0023290375	0.003456301	0.0036898376	0.14140663	0.73042876	0.055409066	0.04575385
d	0.00032746664	3.5841036e-05	0.00017763925	0.0005094371	0.04797852	0.78108037	0.10539869	0.06449194
e	0.00018021405	3.3640026e-05	8.3368555e-05	0.0011565756	0.043544125	0.2884701	0.5766231	0.08990882
r	4.9103677e-05	7.627121e-06	0.00013484294	0.00010264827	0.015090148	0.1721574	0.23932709	0.57313114
f	0.00012293037	1.4320347e-05	1.4839755e-05	0.00015256328	0.006824615	0.090467475	0.7450788	0.15732446
ù	0.0014412983	0.00043950655	7.208079e-05	0.00011417227	0.0060384516	0.05579938	0.2720393	0.6640559
m	3.258101e-05	6.471288e-05	5.701086e-05	0.00028314826	0.0013332829	0.010864005	0.9760961	0.011269124
m	1.37927345e-05	3.7086884e-05	8.090973e-06	5.710875e-05	0.0001559907	0.007478572	0.9601954	0.03205398
u	0.0026717624	0.0010152478	6.544566e-05	7.2086445e-06	0.0018431433	0.06288848	0.24066797	0.6908407
</S>	0.0022651302	0.00045818876	0.0001841378	2.4367615e-05	0.00022907645	0.0034839513	0.11213846	0.88121665
