 	questo	muro	vuole	uno	specchio	</S>
c	0.9985733	0.0014188616	5.977388e-06	9.922271e-07	6.8155697e-07	1.9031839e-07
ì	0.96795076	0.031458132	0.0005316213	2.9321027e-05	2.8793971e-05	1.3828593e-06
t	0.4762545	0.5214102	0.0023325912	1.6921827e-06	1.8986722e-07	8.408976e-07
t	0.41732776	0.58082736	0.0017996331	3.5295103e-05	7.791546e-06	2.1190071e-06
o	0.2790216	0.7186988	0.0016843859	0.00014011071	0.00030271002	0.00015242824
t	0.15927511	0.6831027	0.15698788	0.0005102895	5.826016e-05	6.582353e-05
ì	0.004586621	0.8950031	0.100050166	0.00035530448	4.7027947e-06	1.3319267e-07
c	0.0021672596	0.7423477	0.2554706	1.363184e-05	2.7583255e-07	5.6616597e-07
h	0.0042396495	0.53026164	0.46181485	0.003523998	0.00015364199	6.1719397e-06
o	0.02197812	0.9327215	0.044208247	0.0002922229	0.0006720098	0.00012793952
t	0.014944126	0.083407216	0.8980947	0.0032882846	0.00017160235	9.395351e-05
è	0.00020504362	0.040903557	0.8369035	0.11566313	0.00629845	2.6350892e-05
l	0.0002207302	0.0043883943	0.9882377	0.0069851084	0.00014314699	2.4940373e-05
i	0.0052807597	0.0025254053	0.63838977	0.20402138	0.14469256	0.0050901477
è	0.51963633	0.11283395	0.17344034	0.12299061	0.04452847	0.02657041
n	0.15904325	0.05444075	0.27308497	0.07696598	0.22175412	0.21471092
a	0.00023124846	6.2492756e-05	0.004548644	0.078679875	0.8991821	0.017295664
n	0.49910218	0.13563938	0.03360846	0.056294687	0.12485765	0.15049767
j	5.954069e-05	3.60342e-05	0.00013360218	0.033728592	0.9483052	0.017737009
a	0.011478404	0.001924838	0.0031049626	0.028577741	0.4172132	0.5377009
l	0.00047943977	0.00012526069	0.00019517342	0.0083701145	0.44909093	0.5417391
ì	0.000281975	6.223395e-05	7.83247e-05	0.05031741	0.78728515	0.16197489
</S>	0.0034844177	0.0016549105	0.0012085618	0.0070544765	0.77829593	0.20830175
