 	qui	ancora	stanno	con	la	luce	accesa	e	stanno	svegli	</S>
e	0.9999205	7.724421e-05	1.7940488e-06	3.5664308e-07	9.009098e-08	5.1424504e-08	7.7381115e-09	2.8664648e-09	3.5861611e-09	1.2736933e-08	1.498192e-08
t	0.6528444	0.34567368	0.0011900138	0.00026419104	1.5755186e-05	8.759654e-06	8.930518e-07	2.3501366e-07	2.2741881e-07	1.5322432e-06	3.1561993e-07
t	0.8717913	0.12737116	0.0008175296	1.09578605e-05	4.973021e-06	3.9709153e-06	4.863026e-08	4.165529e-08	2.2048523e-08	1.791893e-08	3.12575e-09
ù	0.94180214	0.05634416	0.0016041362	0.00024131846	7.630215e-06	2.998979e-07	1.6251221e-07	5.586128e-08	3.4479527e-08	4.8611685e-08	1.2441511e-08
a	0.007024108	0.9921823	0.0007813486	1.1254423e-05	1.8230557e-07	7.2649925e-07	1.3406542e-08	2.3163487e-09	2.4322446e-09	7.4747454e-08	1.5508968e-08
n	0.006097827	0.86395115	0.1271394	0.0024904034	0.00011167122	0.00020004246	2.3953412e-06	5.7317715e-07	4.314487e-07	5.6107788e-06	5.7063005e-07
k	0.0030839595	0.16729343	0.7540912	0.069662236	0.00478002	0.0008325106	6.0942377e-05	3.4149958e-05	4.2845208e-05	0.00011732083	1.3849278e-06
ò	0.17037953	0.41356647	0.10649846	0.0051896903	0.0065657473	0.2639202	0.00086017686	0.0012196308	0.0011715324	0.030153353	0.00047523485
r	0.02559361	0.37299475	0.5921185	0.008021602	0.00047074858	0.00076929945	1.7138376e-05	2.5660254e-06	3.9242723e-06	7.1356767e-06	6.777874e-07
a	0.00248758	0.3541882	0.63893443	0.0040243417	0.00022130174	0.00012433097	1.2893357e-06	3.267823e-07	2.0314597e-07	1.1840171e-05	6.1785736e-06
s	0.07789004	0.033488058	0.45209357	0.4059991	0.01714947	0.011447922	0.0012591745	0.00011532024	0.00017654811	0.00036108977	1.9715293e-05
t	0.00013624845	0.009139014	0.74506646	0.19392951	0.051393114	0.00030250492	2.5153007e-05	4.008852e-06	1.7217999e-06	2.1851215e-06	2.53086e-08
è	0.00061015383	0.0064576627	0.5660502	0.2666943	0.15458815	0.0054100677	0.0001438622	2.9299574e-05	6.185203e-06	9.83278e-06	2.5023138e-07
o	0.00022211218	0.003894924	0.6196333	0.3538722	0.022026855	0.00029674484	5.2066014e-05	5.455337e-07	2.9887934e-07	7.4258264e-07	1.38155e-07
n	0.0027249544	0.0085199755	0.03573583	0.7436806	0.18497345	0.023458133	0.0007317376	5.737912e-05	2.0859054e-05	9.6254094e-05	8.9997104e-07
m	0.0001812029	0.000537299	0.11400712	0.26812035	0.5879544	0.024316914	0.0042559137	0.00037963234	9.283641e-05	0.00015347691	7.9543156e-07
o	0.015427751	0.040204722	0.07579523	0.023835916	0.3166448	0.47407836	0.009333518	0.004324138	0.0014107628	0.038561527	0.00038332617
l	0.002448663	0.002534765	0.011566143	0.4515481	0.44666168	0.059314616	0.024905981	0.0005127254	0.00017072298	0.0003235014	1.3067252e-05
ì	0.000976555	0.0016324231	0.0073352815	0.13624834	0.7758855	0.01580313	0.031037787	0.006311695	0.0031040495	0.021583535	8.180421e-05
m	0.007104738	0.004294894	0.016780829	0.14262468	0.76256675	0.034712587	0.030480424	0.0011354351	0.00020520885	9.23468e-05	2.0280165e-06
o	0.0017241213	0.008250407	0.017924579	0.10830719	0.7394659	0.04975201	0.06926683	0.003301751	0.00026346822	0.0016299167	0.00011384052
a	0.07444308	0.0136902025	0.0057444097	0.037806693	0.12759915	0.067472756	0.5927068	0.05852259	0.015806837	0.0061413203	6.617402e-05
n	0.010737094	0.002559713	0.00064516015	0.003475955	0.019351497	0.037451986	0.83372056	0.08160203	0.009836762	0.000603412	1.5846595e-05
a	0.00051972584	0.00080146076	0.00042833286	0.0020819153	0.056100324	0.041310787	0.74575496	0.13093919	0.012264513	0.009704861	9.399063e-05
m	0.0039476436	0.0009666014	0.00054145645	0.0008553286	0.0054218145	0.009733423	0.68403876	0.24643719	0.047799982	0.00025139202	6.4878677e-06
m	0.00027463873	0.00030839088	0.00011633417	0.00043672585	0.008191364	0.029676365	0.50789696	0.4106275	0.032859422	0.008100874	0.0015113879
è	0.0009317217	0.0013203797	0.0008129582	0.0011786099	0.005833021	0.42146146	0.082398735	0.19377014	0.120377734	0.16999392	0.001921316
n	0.008416199	0.0044432315	0.0036975131	0.013059932	0.0401353	0.022510536	0.46670616	0.22868876	0.19136383	0.02044871	0.00052978017
o	0.010752091	0.02229394	0.006650501	0.015424517	0.026446171	0.02348822	0.27988574	0.32320756	0.16051286	0.073947854	0.057390638
c	0.07602052	0.013170935	0.0061594	0.0022263608	0.0038956387	0.008850102	0.110811174	0.28173408	0.44598982	0.049812175	0.0013297651
e	2.9221343e-05	3.439322e-05	2.0131016e-05	3.4905428e-05	0.00067620556	0.0052085477	0.11680097	0.5644457	0.28119132	0.030476796	0.0010818293
e	0.0001185638	2.6433196e-05	2.5420992e-05	5.3709595e-05	0.00022634827	0.0033568803	0.09499657	0.287046	0.5811703	0.028732436	0.0042473506
s	0.0036268143	0.0010268685	0.00015913561	3.347349e-05	7.074798e-05	0.017728278	0.025306921	0.0756308	0.21740384	0.62866503	0.030348025
t	7.2538282e-06	8.70022e-06	3.6684123e-06	1.9035648e-06	5.7303507e-05	0.0014504994	0.02276805	0.17662555	0.37892184	0.41392234	0.006232975
è	7.3237907e-06	7.170255e-06	2.2484794e-06	1.0940921e-06	4.9946128e-05	0.005602478	0.0076242904	0.15234788	0.23205988	0.58761984	0.014677871
o	9.678106e-05	7.6495606e-05	3.216716e-05	1.4773198e-05	3.5060704e-05	0.0020813155	0.031022234	0.1334604	0.5749926	0.24421038	0.01397777
n	0.0009080724	0.0006897899	4.8201888e-05	1.1410148e-05	2.2050046e-05	0.0053184316	0.0018871507	0.010909191	0.06390163	0.8086414	0.10766267
e	4.287751e-06	7.523127e-06	4.2058446e-06	1.1685917e-06	1.6218864e-05	0.00010687315	0.0021222779	0.048128277	0.21799432	0.71222824	0.019386569
a	0.00032625336	6.1500104e-05	3.2559175e-05	1.0853747e-05	1.3409045e-05	0.00059441023	0.0014405748	0.0074616107	0.07911956	0.7021732	0.20876601
s	0.00017529393	0.0001333333	1.6389888e-05	5.5313103e-06	1.10349765e-05	0.0012863025	0.0009220609	0.006577295	0.040106323	0.83509195	0.115674585
s	5.434387e-06	6.4728542e-06	4.5070824e-06	8.898108e-07	8.69926e-06	6.616254e-05	0.00080157485	0.013348361	0.07275337	0.8630539	0.04995066
ù	3.3542701e-06	3.9772362e-06	9.848059e-07	2.3488228e-07	2.344896e-06	0.00010127218	0.00011952985	0.006962035	0.033823907	0.9299358	0.029046489
n	2.5989879e-05	1.5813363e-05	5.9616623e-06	1.8697228e-06	1.6390414e-06	7.341875e-05	0.000133027	0.0008999813	0.019403571	0.8932706	0.086168095
n	3.2379166e-06	1.2203269e-05	5.0502545e-06	2.145865e-06	1.0106314e-05	6.0039642e-06	0.00019386738	0.0051874304	0.05546811	0.92373616	0.015375698
i	6.5032173e-06	2.5186415e-05	4.072863e-06	3.9631345e-07	2.391159e-06	2.8346136e-05	1.828247e-05	0.00028523145	0.0040566693	0.98327935	0.0122935595
t	2.2083592e-05	4.3891e-05	2.583268e-06	2.0276427e-07	3.5672412e-07	9.4000156e-05	4.1083817e-06	1.485093e-05	0.0003845261	0.8413401	0.15809323
i	9.670085e-07	1.7287852e-06	1.5367016e-06	4.3011775e-07	2.5800225e-06	4.0049217e-06	4.654964e-05	0.0020665363	0.030147417	0.86475104	0.10297725
</S>	0.00018956546	2.9973338e-05	1.0264125e-05	1.5356134e-06	1.5279937e-06	0.00020512949	1.0418487e-05	1.3283741e-05	0.00013991552	0.12471651	0.87468183
