 	pure	che	ti	ho	visto	una	volta	solamente	non	ti	dimentico	mai	</S>
p	0.99831283	0.0016684307	8.024364e-06	7.765497e-06	8.4386204e-07	1.3511047e-06	8.496908e-09	1.4776599e-07	6.5115387e-07	8.2602e-09	7.4405246e-09	1.7615022e-08	3.4184854e-08
ù	0.9834241	0.0051237717	0.005606263	0.0016726023	0.004113024	5.0176724e-05	4.6695598e-07	3.6452839e-06	5.066993e-06	2.2375987e-07	3.2533248e-07	1.4479285e-07	2.6636712e-07
r	0.33028892	0.6597276	0.0076620877	0.0022510379	8.625481e-06	4.0562853e-05	7.763358e-08	3.875554e-07	1.9939733e-05	3.9542147e-08	5.668344e-08	9.301275e-08	6.1264313e-07
u	0.25809076	0.61552805	0.08426704	0.04111496	0.0009781518	1.746091e-05	4.1516253e-07	1.0249817e-06	3.1569115e-07	3.8692346e-07	7.4724767e-07	8.904078e-08	6.189137e-07
k	0.04578807	0.6678579	0.18343067	0.08213339	0.0028552103	0.011890126	9.74537e-06	0.00012351022	0.005816638	1.3773746e-05	2.9018043e-05	2.0952919e-05	3.1025233e-05
a	0.012704946	0.78735286	0.13495685	0.063729584	0.001127247	0.000114311195	1.738522e-06	8.125974e-06	1.7459931e-07	1.7944118e-06	1.2709295e-06	9.181379e-07	1.6967071e-07
s	0.0059981397	0.21856007	0.45396316	0.312692	0.004320846	0.003532789	2.0904317e-06	3.2583368e-05	0.0008848428	2.3644136e-06	3.5182723e-06	3.2353537e-06	4.346351e-06
ì	0.001029732	0.22949834	0.36914444	0.34760785	0.052043486	0.0006064224	4.306657e-05	2.2661268e-05	1.2434124e-06	1.7926171e-06	3.080886e-07	6.163667e-07	7.523226e-08
t	0.00065351924	0.03318737	0.13881724	0.8001246	0.024885401	0.0021151227	6.142181e-06	6.0847947e-06	0.00020377585	2.2520409e-07	1.346287e-07	1.7051839e-07	1.5889242e-07
a	0.0002160939	0.031122895	0.06261119	0.8094918	0.096276544	0.00025575957	1.916679e-05	4.7290305e-06	8.226711e-08	9.690518e-07	6.4583986e-07	6.3889935e-08	2.6232883e-08
m	0.065628365	0.08767369	0.14438258	0.24658489	0.20214595	0.24149868	0.00028142537	0.0048697926	0.0065080673	0.00020759479	0.00012572529	5.5571036e-05	3.755154e-05
i	0.0005426304	0.0058483263	0.01454172	0.076484665	0.86963934	0.022576395	0.008563658	0.0012321946	5.692159e-05	0.00027851737	1.9373801e-05	0.00019331896	2.2946218e-05
a	0.00014770766	0.005454036	0.017658155	0.1865501	0.29579535	0.47996712	0.005894886	0.002527867	0.0059632612	3.702173e-05	1.9181643e-06	1.2573199e-06	1.3502421e-06
f	0.004220872	0.0015959322	0.002926702	0.0051543056	0.5310023	0.39808765	0.021960156	0.02989126	0.0046893773	0.0003927023	3.9561262e-05	3.4148004e-05	5.067837e-06
o	4.036937e-05	4.9787188e-05	0.00069263385	0.0040549682	0.41923022	0.15793338	0.40146622	0.0143682575	0.0002485026	0.0016488008	0.00015946683	5.966719e-05	4.76812e-05
r	0.00012210775	0.0003153668	0.0013302375	0.0033318698	0.10028638	0.7931577	0.0049041146	0.034478657	0.06164645	0.00041275405	1.3268513e-05	8.768768e-07	2.855536e-07
à	0.00020991426	0.00012879218	0.0005450617	0.0038352385	0.24957314	0.4643063	0.19625048	0.07626112	0.0012293837	0.0071046343	0.000387085	0.00014970261	1.9109866e-05
s	7.116764e-05	0.00010717448	0.00040570466	0.00097582495	0.034684505	0.7237025	0.006040622	0.17052615	0.061770964	0.0016995156	1.2662435e-05	3.0610381e-06	2.2169941e-07
o	6.2109466e-05	8.760509e-05	0.0004602476	0.0017364024	0.117748186	0.65882057	0.010465047	0.20551498	0.00025221653	0.0042689736	0.0005761364	5.9626873e-06	1.6141848e-06
l	0.010900777	0.0036032186	0.0026502912	0.0035415355	0.0029092452	0.16253291	0.036389623	0.7017566	0.049492814	0.023937993	0.0014970092	0.000765439	2.2564564e-05
a	0.00010114038	6.200963e-05	0.0002200406	0.0002196387	0.0052242503	0.15868661	0.022035016	0.7510326	0.0063090264	0.0543213	0.0010233858	0.0007406871	2.4319195e-05
m	0.00017074193	0.0001098912	0.0001197932	0.00014168739	0.00031814424	0.1387012	0.008299336	0.64611757	0.10008381	0.10262323	0.0030979353	0.0002062912	1.0313773e-05
è	0.00017265732	7.090399e-05	3.916672e-05	9.776653e-05	0.00073326787	0.14564234	0.043553088	0.5782111	0.03483067	0.17011684	0.02051172	0.004420434	0.001600009
