 	che	consuma	poco	benzina	</S>
n	0.9997849	0.00017514618	1.8809906e-05	2.0042831e-05	1.0355842e-06
a	0.93303305	0.039427515	0.02532213	0.0021953287	2.2042152e-05
k	0.2470415	0.75098294	0.0019431553	2.5112493e-05	7.2079256e-06
o	0.47221163	0.48316136	0.037679583	0.006129429	0.0008180284
n	0.01577074	0.98110455	0.003117508	4.152972e-06	3.0810804e-06
s	0.03256397	0.84869087	0.08868345	0.027073465	0.0029882449
u	0.05273335	0.6362073	0.3062765	0.0047241724	5.8718186e-05
m	0.0015835235	0.92153054	0.07636235	0.00045033038	7.328048e-05
è	0.0034314906	0.9110813	0.07616628	0.003188402	0.0061323633
t	0.008872817	0.81765765	0.17210595	0.0012612602	0.000102348335
s	0.005552855	0.75221467	0.22920027	0.011996158	0.0010359506
i	0.0066046556	0.64915043	0.3391911	0.002797681	0.0022561417
a	0.023996683	0.19820978	0.71747595	0.055816658	0.004500944
l	0.001030391	0.007128048	0.78139395	0.2074781	0.0029694962
ì	3.1126176e-05	0.019283889	0.8884613	0.059551757	0.032671995
o	0.0002031333	0.005268111	0.87586457	0.11060384	0.008060324
b	0.004589905	0.006351135	0.19754703	0.70138806	0.09012384
e	2.2724642e-05	0.00029922315	0.6119636	0.2961756	0.0915388
n	8.3370935e-05	0.00025649462	0.06148546	0.8002061	0.13796863
z	0.00015257098	0.00038161263	0.2009719	0.57997847	0.21851544
ì	0.0005519328	0.0012033421	0.10633767	0.3003707	0.59153634
n	5.584134e-05	0.00011415417	0.010801871	0.9382369	0.050791174
a	0.0007545165	0.00064687204	0.019349022	0.74868673	0.2305628
</S>	0.003995937	0.002451083	0.0035125616	0.08951464	0.90052575
