 	Marika	cerca	una	macchina	che	consuma	fa	poco	consumo	in	benzina	</S>
e	0.99895406	0.0009863055	5.3827887e-05	3.6947922e-06	7.8144e-07	5.184368e-07	1.2543275e-07	1.1246862e-07	1.7339278e-07	3.168704e-08	5.3737534e-08	1.9244204e-07
M	0.838627	0.14586006	0.01489825	0.0005394244	4.8777107e-05	1.4461589e-05	3.922725e-06	2.3008472e-06	2.4920857e-06	8.049021e-07	6.766356e-07	1.816326e-06
à	0.83249164	0.16467772	0.0027282736	4.746643e-05	1.600371e-05	7.221174e-06	2.0726295e-06	1.057088e-05	1.8649078e-05	1.8680885e-07	1.1761858e-07	8.1583586e-08
r	0.7337773	0.26502812	0.0011888705	5.6212994e-06	8.670015e-08	4.2388315e-08	1.8412424e-08	1.7579002e-09	1.0802223e-08	3.0375589e-09	3.9329015e-10	1.5006014e-08
i	0.67309624	0.3187837	0.008045638	6.0529885e-05	2.7205258e-06	9.659208e-07	3.304085e-07	3.1940885e-06	6.3192315e-06	7.057825e-08	6.4124855e-08	2.3054092e-07
k	0.12786287	0.6918236	0.17132692	0.008216462	0.00026941588	0.00025446457	8.974343e-05	1.1876375e-05	0.000115747636	1.234014e-05	1.4684e-06	1.5075441e-05
a	0.041477904	0.9327124	0.025604388	0.00016562617	1.3975488e-05	4.2127504e-06	9.906026e-07	5.5421733e-06	1.4793004e-05	1.9052538e-07	3.4932718e-08	1.8524021e-08
j	0.009345358	0.74704856	0.2419822	0.0015603399	3.1222648e-05	1.8190536e-05	5.638907e-06	7.6317e-07	5.7997518e-06	8.307273e-07	1.03517934e-07	9.748757e-07
u	0.008069719	0.8481587	0.14081457	0.002005913	0.00080313266	8.772186e-05	2.7531138e-05	1.7193486e-05	1.0683846e-05	3.0906876e-06	9.643242e-07	6.8848226e-07
r	0.0017359359	0.6462302	0.35077813	0.0012269125	2.6749156e-05	1.7849437e-06	1.775747e-07	1.529601e-08	7.392362e-08	6.907325e-09	1.8894994e-09	2.072833e-08
è	0.0014679767	0.36473623	0.6190808	0.0127417855	0.001684227	0.00020244626	3.2674758e-05	2.5969279e-05	2.5264873e-05	2.1678732e-06	2.9152994e-07	1.74839e-07
i	0.00068019936	0.08185888	0.9144119	0.0028795507	0.00016564997	2.967674e-06	1.5792048e-07	1.3101472e-07	4.751385e-07	1.1965412e-08	2.5757358e-09	9.485264e-09
m	0.0024251908	0.024764808	0.939489	0.031701818	0.0011655396	0.00024905935	2.8656563e-05	8.421231e-06	0.0001660147	6.792585e-07	6.6659034e-08	7.8275133e-07
i	0.002009467	0.074830055	0.69912344	0.16029282	0.0590041	0.0036249347	0.0007269441	0.0002043016	0.0001383838	3.212744e-05	7.818822e-06	5.63188e-06
a	0.00023473002	0.012403045	0.9121183	0.05361057	0.020763062	0.0008514145	1.5291116e-05	1.4314587e-06	1.9868512e-06	7.5412466e-08	1.3425014e-08	6.419955e-08
m	0.003534429	0.0068260804	0.1038408	0.7518774	0.12085756	0.011538174	0.0007268646	6.834193e-05	0.0007183467	7.8575185e-06	2.1820726e-06	1.9636361e-06
à	0.00040142692	0.0022998399	0.08515879	0.25507334	0.63756996	0.0175588	0.0012685524	0.00042816217	0.00014283932	6.6991066e-05	2.3674942e-05	7.6040915e-06
k	0.0009525449	0.003778892	0.2537811	0.28487033	0.40876016	0.046959877	0.00073194073	8.705035e-05	7.528904e-05	1.913398e-06	2.9660436e-07	5.969609e-07
i	0.0017438778	0.0047220755	0.06076698	0.6160093	0.29392543	0.018804438	0.0023803907	0.0003820756	0.001083896	9.960576e-05	4.0363477e-05	4.159129e-05
n	0.015965197	0.012441436	0.013833168	0.15138988	0.5715591	0.21121868	0.012126643	0.0027622834	0.008548916	0.00011974686	2.3418468e-05	1.1524495e-05
a	0.0001601394	0.0003585005	0.0029224483	0.18466005	0.6899838	0.11805029	0.0035011852	0.00022222195	0.000104181345	2.647995e-05	6.307794e-06	4.381883e-06
k	0.0008397208	0.00085512525	0.0016896493	0.04521734	0.33115003	0.587263	0.031297237	0.00064283836	0.0010311735	1.2118473e-05	1.0291059e-06	7.338896e-07
a	9.817956e-05	0.00014442985	0.00070205133	0.03305979	0.5191939	0.41800278	0.02641224	0.0019615428	0.00028908736	0.00011360303	1.7295826e-05	5.196686e-06
k	0.0005937144	0.000599263	0.00082540873	0.013789972	0.13550393	0.72562444	0.11938148	0.0022323527	0.001428724	1.843034e-05	1.478287e-06	7.518198e-07
o	0.00010990256	0.00014068955	0.00033490924	0.009163571	0.20515385	0.6468521	0.12693304	0.010064156	0.00084033736	0.00033563375	5.732256e-05	1.4506134e-05
