 	io	dopo	torno	vecchia	vendo	mia	casa	che	ho	Venezia	a	Venezia	e	vengo	da	vivere	qui	a	Kalimara	</S>
e	0.99854434	0.0014038079	4.4375127e-05	3.6501756e-06	2.208926e-06	3.7929908e-08	1.9217168e-07	5.555763e-09	5.883292e-07	2.6325236e-07	1.2469701e-08	3.501571e-07	1.2360632e-08	6.9520003e-09	4.3006683e-09	6.885622e-09	1.1294782e-08	5.7605862e-09	4.0448942e-08	5.426622e-08
v	0.9030308	0.08441599	0.0121440645	0.00023890458	0.00015120207	1.5873685e-06	3.2684447e-06	2.0102601e-07	1.091521e-05	6.7920536e-07	1.7900985e-07	7.502046e-07	1.2787328e-07	1.9511629e-07	8.282317e-08	8.6816485e-08	1.03878975e-07	9.089617e-08	2.1164327e-07	6.1018784e-07
ò	0.62484294	0.18886022	0.17361167	0.006788902	0.0042171003	0.00035694928	0.00074956333	1.1413218e-05	0.00025620143	0.00013484627	7.858214e-06	9.7928605e-05	2.7952974e-06	2.4566372e-05	1.2721872e-06	7.317501e-07	1.2925701e-06	1.30077e-06	8.806861e-06	2.3622275e-05
d	0.050524365	0.9340023	0.0073896404	0.004053885	0.0012596555	0.00029868976	0.0003580666	9.0408226e-05	0.00050599704	0.0003081327	0.00014403446	0.00035627017	0.00012323797	0.00017732634	6.1959145e-05	8.581343e-06	6.939611e-05	8.3881896e-05	0.00014245255	4.1836745e-05
ò	0.0068207984	0.961227	0.025887104	0.0053747445	0.00029604937	1.2320494e-05	0.00017600466	4.2436946e-07	2.0722748e-05	0.00010334236	1.7341746e-06	7.10362e-05	2.5068634e-06	5.607166e-07	1.7529933e-07	6.02212e-07	9.464065e-07	2.2036122e-07	2.8165268e-06	8.888852e-07
p	0.02103598	0.94418436	0.032962028	0.0013310035	0.00028519565	1.0862929e-05	6.542176e-05	1.8728199e-06	5.0208746e-05	2.6023474e-05	3.9133442e-06	2.8403134e-05	3.3552253e-06	2.9623768e-06	1.1281616e-06	2.9348462e-07	2.087133e-06	1.6955458e-06	2.263529e-06	9.77096e-07
o	0.03255616	0.91696423	0.03572045	0.012486879	0.00095187506	0.00010314848	0.0002312803	5.2893447e-06	5.9497695e-05	0.0003784956	9.317128e-06	0.00047342893	1.6056269e-05	3.4270834e-06	8.5724815e-07	5.1869306e-06	5.2707137e-06	5.5818333e-07	2.5461499e-05	2.9864595e-06
j	0.03657549	0.40877223	0.5002668	0.043523353	0.008569889	5.9259048e-05	0.0013446417	3.5910236e-06	0.000329154	0.00032345255	7.1086e-06	0.0001930048	6.8687727e-06	4.128559e-06	1.5421796e-06	3.8694057e-07	3.7955365e-06	2.0637588e-06	5.8043775e-06	7.432689e-06
u	0.0007579541	0.09976349	0.8169593	0.078944564	0.0031596243	0.00013059803	0.000112871945	4.4534054e-06	0.00012528387	1.1962932e-05	3.6436654e-06	1.3389558e-05	3.55093e-06	1.1032226e-06	6.722681e-07	1.94875e-06	1.9488893e-06	3.2121199e-07	2.94972e-06	3.035341e-07
r	0.0009406053	0.08885786	0.8484179	0.060215537	0.001551506	6.8850186e-06	7.0223537e-06	5.462691e-08	2.1593878e-06	2.6307157e-07	2.1141446e-08	1.0324258e-07	1.2624086e-08	1.90333e-08	4.3993675e-09	7.644546e-10	4.919001e-09	4.617987e-09	2.6817458e-08	4.992085e-08
ì	2.6771702e-05	0.012573047	0.7395325	0.2457141	0.0018373646	9.8433644e-05	0.00017244565	1.6466793e-06	3.2930355e-05	3.0947344e-06	2.5874199e-06	2.4041624e-06	1.0916714e-06	3.06798e-07	1.14469756e-07	2.9510386e-07	5.828375e-07	7.378631e-08	2.7263354e-07	1.096951e-08
z	0.00045322988	0.034396064	0.8179878	0.14274596	0.0043984447	7.647704e-06	8.153555e-06	6.804473e-08	1.9455879e-06	3.736116e-07	2.265033e-08	2.0681256e-07	1.7307881e-08	1.3048985e-08	5.823136e-09	2.2122586e-09	1.0859646e-08	6.9361885e-09	9.401216e-09	1.1001475e-08
o	0.0008470455	0.042907145	0.36022565	0.5903755	0.0052333856	0.00020359328	4.8772275e-05	5.286691e-06	2.8643566e-05	4.655366e-05	2.6463156e-06	6.122527e-05	3.5721835e-06	1.0625348e-06	3.0935715e-07	1.5435189e-06	1.2883908e-06	1.5225893e-07	6.1751703e-06	4.8498663e-07
v	0.008587213	0.00644661	0.028876195	0.81438875	0.12865725	0.0014845065	0.004426564	1.6952634e-05	0.0025522357	0.0024890201	2.5004814e-05	0.001979914	2.6939106e-05	5.917719e-06	1.5674877e-06	7.6988596e-07	9.25322e-06	1.870856e-06	1.821915e-05	5.173043e-06
e	8.109824e-05	0.0013740595	0.10165613	0.862832	0.029605635	0.0035718174	0.0004916903	3.8276212e-05	0.00028750038	1.5311427e-05	1.2766497e-05	1.567834e-05	5.412257e-06	4.538727e-06	8.8058755e-07	1.8471052e-06	1.8468356e-06	4.949339e-07	2.8253176e-06	1.9848557e-07
k	6.862727e-05	0.00044614752	0.04514262	0.73129267	0.22075577	0.0021005163	0.00018131419	2.5412137e-06	8.376466e-06	8.6672367e-07	8.561258e-08	2.9994473e-07	2.7471911e-08	3.794281e-08	3.7243917e-09	8.962201e-10	5.254759e-09	3.3751844e-09	2.3666642e-08	1.925957e-08
k	5.2802265e-05	0.0004293381	0.019293373	0.9094573	0.05942981	0.006997946	0.0016815737	7.348199e-05	0.0023019782	4.43643e-05	8.116017e-05	4.2101652e-05	2.817464e-05	3.4516797e-05	6.8142062e-06	8.53551e-06	1.433393e-05	8.908496e-06	1.1704225e-05	1.7515572e-06
i	0.0033979092	0.011351263	0.10539919	0.42597187	0.059083257	0.07250892	0.24380924	0.0022830623	0.0057903915	0.04506636	0.00280104	0.018110987	0.0013581847	0.0012110005	0.00014200443	0.00018744556	0.0003511936	0.00013015186	0.00046629424	0.0005802688
a	0.017398156	0.009834316	0.0035505667	0.014678277	0.03974194	0.041377164	0.37275895	0.009038894	0.16223353	0.16837497	0.029404053	0.11419819	0.008945942	0.0037593376	0.00025471867	0.0001171416	0.0017822783	0.00020848602	0.0022459358	9.717568e-05
r	0.013611094	0.0031090034	0.0012082888	0.051943086	0.5900853	0.24238525	0.04802109	0.0028373273	0.022857727	0.010491035	0.00079902256	0.011750406	0.00033124327	0.0002534671	1.8440993e-05	7.112328e-06	6.7053865e-05	1.741669e-05	0.00019034621	1.6198926e-05
è	6.0495877e-05	0.00034152056	0.0071867364	0.27451792	0.4173677	0.27202725	0.020384014	0.0063378224	0.0010229517	8.5792126e-05	0.00034698658	2.9945062e-05	9.270415e-05	9.066779e-05	2.6755328e-05	2.5232846e-05	1.9149711e-05	2.0892487e-05	1.3917224e-05	1.5634496e-06
d	2.0915943e-05	9.127826e-05	0.0006213884	0.038812153	0.85826135	0.071846195	0.029643623	0.00019446862	0.00048578923	1.3584353e-05	3.5953376e-06	4.030171e-06	7.6906895e-07	3.6220865e-07	4.804064e-08	1.9715086e-08	1.727069e-07	5.8005245e-08	7.136468e-08	1.5439054e-08
d	0.00012606784	0.00024566278	0.0015144547	0.10780127	0.6196546	0.25906834	0.002641785	0.004433646	0.0038913467	0.0002272527	7.9318386e-05	0.00018268183	3.0057263e-05	3.1919597e-05	9.0661215e-06	1.7456669e-05	8.544715e-06	4.182933e-06	2.9442697e-05	2.9000398e-06
a	0.00029506002	0.0010728283	0.008350806	0.09598131	0.3823267	0.37102097	0.11836408	0.0038690278	0.006467826	0.009524459	0.00022041934	0.0020260524	8.056912e-05	7.282542e-05	1.8572828e-05	1.5325017e-05	1.7539014e-05	1.2208792e-05	6.311236e-05	0.00020028302
p	0.00032747362	0.00028956457	0.00029043478	0.0060348916	0.27774286	0.5956239	0.07998826	0.028900182	0.0061432533	0.0024623107	0.0007378181	0.0012367852	0.00010596353	7.904396e-05	5.235367e-06	1.5026895e-06	1.3374143e-05	3.847623e-06	1.1764399e-05	1.5494678e-06
