 	tu	quante	bottiglie	hai	rotto	dieci	</S>
e	0.9957896	0.0041569592	4.0446583e-05	1.1059031e-05	9.497178e-07	7.681175e-07	2.7852556e-07
s	0.91446203	0.082122095	0.0022400368	0.0011654198	8.433135e-06	1.6846208e-06	3.842961e-07
ù	0.46696833	0.5014533	0.03128206	0.00028485572	1.0204451e-05	1.1669758e-06	7.960463e-08
p	0.24494337	0.7465095	0.008299554	0.00024537777	1.9443344e-06	2.1301928e-07	1.0115082e-07
ò	0.018780287	0.9509104	0.0299714	0.0003369301	1.1858706e-06	5.2836377e-08	3.032125e-08
s	0.20673655	0.598726	0.18248194	0.011927405	9.930051e-05	2.5956597e-06	2.629892e-05
e	0.0063112886	0.70998144	0.2830844	0.00061963307	2.7029403e-06	2.7720003e-07	3.4619316e-07
b	0.059814554	0.059251152	0.84061694	0.038797393	0.0014320527	4.0165032e-05	4.7700614e-05
o	0.001799677	0.11161456	0.8749844	0.011420624	0.00016856083	1.134766e-05	8.6225305e-07
t	0.0007720489	0.0032979068	0.85406375	0.14169304	0.000172186	4.2099444e-07	7.124429e-07
t	0.00017278147	0.032672204	0.71072006	0.25465158	0.0017609322	2.1423693e-05	1.0715014e-06
ì	0.00020859773	0.028313695	0.9393204	0.030289494	0.001772172	8.938226e-05	6.2393897e-06
g	0.00090987625	0.002251991	0.58467776	0.4116092	0.00053545926	1.7386519e-06	1.4003308e-05
l	0.0018513211	0.083916664	0.42134047	0.48774096	0.0049603633	0.00014953878	4.0655777e-05
i	0.21172078	0.06035647	0.44093758	0.27204356	0.0060496596	0.00033742096	0.008554423
e	0.04452448	0.016017502	0.09539272	0.7169218	0.12533537	0.0010299132	0.0007781284
ì	0.014869729	0.0009803642	0.039336193	0.42158893	0.51869357	0.0038898974	0.00064130715
s	0.02622487	0.00516248	0.030514061	0.2675633	0.6641022	0.0050475537	0.0013855624
e	0.00027443495	0.00052794174	0.011795918	0.35595956	0.5738251	0.057092853	0.0005241558
g	0.05007239	0.025630407	0.03222623	0.025995772	0.7865486	0.06975368	0.009772959
l	1.4193975e-05	5.100826e-05	0.0004562309	0.025990866	0.5241717	0.44814605	0.0011699868
a	0.003909188	0.00042700357	0.00090603065	0.0034489564	0.4695714	0.42444378	0.09729361
m	0.000116712516	1.43150955e-05	6.8201596e-05	0.001394103	0.67575604	0.24410114	0.078549474
m	1.5210018e-05	2.1718182e-05	5.2178722e-05	0.0036679176	0.47772926	0.50601673	0.012496986
è	0.00029988113	2.560063e-05	6.601913e-05	0.00042205807	0.1660138	0.7309228	0.10224976
n	2.6139423e-05	1.5912014e-05	3.081387e-05	0.00090633193	0.14077824	0.8470742	0.011168356
a	0.0050649047	0.00020446282	0.00020124571	0.0010246611	0.07218656	0.6427969	0.2785213
d	0.029879726	0.041267734	0.012217065	0.004802432	0.012486271	0.33831248	0.5610343
è	2.2125556e-05	4.99484e-06	1.2292702e-05	1.1365161e-05	0.009003544	0.96633184	0.02461384
k	1.760303e-05	2.873817e-05	1.0435629e-05	1.8854755e-05	0.0012989232	0.9918609	0.006764632
a	0.00019192528	6.606861e-06	1.4152918e-05	1.2592237e-05	0.0020899968	0.8445233	0.15316139
</S>	0.008075641	0.0118860835	0.0041195564	0.0014209765	0.0019592876	0.06520165	0.9073368
