 	oggi	io	non	ho	cosa	da	fare	</S>
s	0.997331	0.0023709526	0.00028082292	6.1144397e-06	2.540516e-07	3.5665227e-07	9.73812e-06	7.3375827e-07
ì	0.994028	0.005803419	4.516755e-05	6.2666426e-05	3.6991674e-05	1.4879733e-06	2.193357e-05	3.8307948e-07
m	0.31610242	0.649343	0.034040876	0.000405386	5.5407368e-06	9.0694275e-06	9.283206e-05	8.965086e-07
m	0.93599355	0.062919565	5.0760344e-05	0.0009851741	4.771732e-05	8.7959893e-07	1.2305102e-06	1.1346395e-06
e	0.134736	0.7420991	0.06551202	0.018105181	0.0011095275	0.0007980828	0.03335813	0.0042819814
r	0.086161636	0.81823	0.08321204	0.0029387167	0.0013557383	0.0005806054	0.007404714	0.00011660286
i	0.15062399	0.7935238	0.0040635657	0.039758876	0.008473521	0.0027878608	0.00073314586	3.5328314e-05
e	0.008706785	0.8495471	0.13711897	0.003582964	0.00092355016	1.7912085e-05	9.158039e-05	1.1098133e-05
v	0.002264541	0.86561346	0.118069716	0.010794983	0.0031406789	7.713917e-05	2.9060577e-05	1.0327812e-05
ò	0.01407924	0.53304905	0.0928871	0.24817528	0.099632695	0.006856025	0.00038634497	0.004934291
e	0.0041332915	0.21608396	0.46678743	0.27753457	0.03319529	0.00057526986	0.0016823516	7.842385e-06
n	0.012541628	0.20414133	0.5761151	0.06291292	0.13940537	0.004324798	0.00046710757	9.177592e-05
è	0.008784081	0.047291778	0.05859685	0.64140564	0.14024137	0.09627197	0.0043416563	0.0030667146
c	0.0063579166	0.023332946	0.06299574	0.11510065	0.7505244	0.030133314	0.011438368	0.00011666606
h	0.000811691	0.02270412	0.04101135	0.50351745	0.116867565	0.30563304	0.008295324	0.0011594277
o	0.00042731984	0.00032970496	0.0004542365	0.027792461	0.8311263	0.12859292	0.00982154	0.0014555431
t	0.002414946	0.0034293577	0.06842422	0.01627659	0.1627337	0.6780513	0.037076812	0.031593043
i	3.5391774e-06	2.805473e-05	0.00020094826	0.013611086	0.23810765	0.73728096	0.007841986	0.002925787
k	0.00018222973	0.00036734898	0.0051552495	0.00028682777	0.0075457324	0.41999573	0.26450476	0.3019622
à	6.493224e-05	6.8104106e-05	0.0025930018	0.010766857	0.043348536	0.6743237	0.17160514	0.097229786
m	0.00023661408	0.00028068246	0.0013579023	0.00034143275	0.0016474795	0.060388718	0.8724942	0.063252866
i	2.1700045e-05	1.2290635e-05	0.000113041766	7.536973e-05	0.00067334797	0.4125225	0.55982745	0.02675427
</S>	0.00019549	0.00010174807	0.00024424415	7.821893e-05	0.00014313257	0.0028311643	0.07980253	0.91660345
