 	il	morto	lo	piangono	lo	piangono	tutti	i	familiari	</S>
o	0.99969745	0.00029527093	5.500286e-06	1.1367121e-06	2.2096881e-07	1.822142e-07	7.5263635e-08	2.7314996e-08	1.1119166e-08	5.08157e-08
a	0.83719444	0.15317248	0.005304552	0.0040732026	4.9111324e-05	0.00017376542	2.3882529e-05	6.2469435e-06	7.9554087e-07	1.619684e-06
p	0.20142795	0.7820696	0.01244907	0.0038913307	3.9784227e-05	0.00010726243	1.1736577e-05	2.2238119e-06	2.3081824e-07	7.157064e-07
e	0.08407332	0.88843805	0.026071263	0.001010908	0.00036029913	2.8230013e-05	1.3791052e-05	3.0325677e-06	7.951369e-07	2.1187023e-07
s	0.07109426	0.9143827	0.012970249	0.0015484913	2.0009277e-06	2.1804647e-06	1.3873914e-07	1.5235646e-08	2.218092e-09	3.090167e-08
a	0.0027281651	0.81988585	0.16188805	0.014937105	0.0004916085	5.2988737e-05	1.28548645e-05	3.135922e-06	2.3312187e-07	6.113643e-08
m	0.006376839	0.82711524	0.15866156	0.007813018	2.4202547e-05	8.550238e-06	4.3863866e-07	5.20409e-08	7.994503e-09	1.3472969e-07
m	0.0014494776	0.2152494	0.66788363	0.1053865	0.008539576	0.00095339556	0.0003650273	0.00013479452	2.3603958e-05	1.4609268e-05
è	0.06379247	0.50109476	0.39300182	0.03380761	0.0076949247	0.00037657877	0.00010767833	3.388837e-05	7.998251e-05	1.0257717e-05
n	0.016474599	0.8323059	0.13607761	0.014743655	0.0003264357	5.08692e-05	1.296575e-05	2.1179233e-06	9.651749e-07	4.8539287e-06
o	0.04659674	0.22577508	0.32276747	0.37653267	0.016073853	0.0056690574	0.0016707676	0.00030925314	0.0016958776	0.0029092082
o	0.11694972	0.0725119	0.5266166	0.16180159	0.10865127	0.00884749	0.0040075905	0.0005522516	1.9191146e-05	4.244974e-05
k	0.0087648565	0.008297513	0.13344695	0.7677518	0.06814454	0.0132065555	0.00036822818	1.6541333e-05	8.33462e-07	2.1294568e-06
l	0.0022280891	0.003617929	0.09494852	0.3082717	0.5167633	0.063770235	0.008663249	0.0016021747	8.7391505e-05	4.7275465e-05
è	0.16211702	0.06157694	0.36047757	0.07576474	0.3070874	0.0068874955	0.010062738	0.0028182394	0.0055412953	0.007666535
o	0.020285754	0.013083614	0.34870663	0.07067259	0.5275456	0.012050283	0.007348912	0.0002988474	4.1186445e-06	3.6787558e-06
