 	le	canzoni	più	belle	sono	scritti	nella	notte	</S>
t	0.99977285	0.0002157749	8.577364e-06	2.2076001e-06	4.7176445e-07	1.2660168e-08	4.7797e-09	1.06799654e-07	4.823359e-08
a	0.986697	0.01288479	0.00041276668	4.9847745e-06	5.1684253e-07	1.0886775e-08	6.6284134e-09	2.836549e-08	3.293278e-09
t	0.12823628	0.8655619	0.0047107446	0.0014755443	1.4560877e-05	2.0735973e-07	6.197703e-08	3.6723281e-07	2.6524395e-07
r	0.10374015	0.8893151	0.0068247723	0.00010162594	1.1835728e-05	2.3585735e-06	1.0178782e-06	3.1113404e-06	2.2626956e-08
a	0.7585811	0.22979534	0.011599932	1.5816813e-05	5.39619e-06	7.073537e-07	1.6671075e-07	1.4538809e-06	5.2595222e-08
v	0.005544997	0.99070346	0.0037032417	4.817209e-05	1.1331587e-07	1.4624639e-09	4.987289e-10	3.2653602e-09	3.5888832e-09
ù	0.0011532851	0.8091046	0.18755968	0.0019164757	0.00012097244	5.0627732e-05	2.5793142e-05	6.738642e-05	1.1917544e-06
d	0.005884384	0.3340336	0.6595681	0.0005094331	4.3703903e-06	4.6602622e-08	2.6644543e-08	3.9882632e-08	1.8119032e-07
i	0.013815806	0.6696465	0.30890653	0.007451924	0.00015925859	5.7876596e-06	3.6942133e-06	7.3530377e-06	3.1204638e-06
a	0.01657478	0.065257214	0.86649245	0.049680427	0.001950974	1.3840995e-05	5.6403715e-06	1.874638e-05	5.840092e-06
p	0.0054965876	0.008592904	0.8394707	0.14565028	0.0007754218	5.4123307e-06	2.1133833e-06	4.923999e-06	1.6361422e-06
l	0.00051809585	0.025348451	0.75559676	0.19904503	0.016367901	0.0020462724	0.0003677462	0.0006620505	4.761472e-05
è	0.025281623	0.6378558	0.26299238	0.06731972	0.0033724827	0.00088274316	0.00067094807	0.0015552416	6.902557e-05
o	0.007365517	0.061333843	0.9042594	0.02137698	0.0055674477	2.8863904e-05	1.0990643e-05	5.1580268e-05	5.440924e-06
n	0.044119634	0.015445187	0.17224586	0.65659386	0.11021732	0.00083233527	0.00014917798	0.00037236887	2.4264358e-05
ò	0.0055717053	0.034977812	0.1990403	0.45427626	0.2896138	0.006666913	0.0004829818	0.009245012	0.00012526782
r	0.005254319	0.011489476	0.09344479	0.5717045	0.31758666	0.00044006042	2.681565e-05	5.268044e-05	6.6800146e-07
r	0.0002531563	0.006906232	0.04218743	0.867063	0.08194814	0.0015758075	5.560804e-05	9.725244e-06	9.790613e-07
i	0.00870641	0.033343233	0.043954242	0.8684245	0.043211166	0.0021678326	0.00014136953	1.1408099e-05	3.99044e-05
a	0.009289653	0.0050022956	0.011168179	0.27759543	0.67594945	0.019677734	0.0008787918	0.0004181885	2.0262862e-05
è	0.002136033	0.0011517651	0.0016820921	0.36133757	0.60824746	0.024647016	0.0006683391	0.00012448532	5.2111736e-06
r	0.002535961	0.002796523	0.003853639	0.24120356	0.7079452	0.041033003	0.00054284104	6.34051e-05	2.5786223e-05
k	0.00011432158	0.00033280475	0.0008198383	0.21017066	0.5563476	0.22350156	0.007987283	0.0007132991	1.2556374e-05
u	0.016977374	0.016698088	0.0022659467	0.41698015	0.17475764	0.34010345	0.030004105	0.0012272738	0.0009858963
t	0.0026348063	0.0036507181	0.0010183837	0.06604925	0.2638362	0.59124047	0.070041165	0.0013506138	0.00017845248
t	4.691754e-06	7.810106e-06	2.3934599e-05	0.0045507513	0.0921398	0.76452065	0.12915689	0.009573758	2.1724492e-05
e	1.4138297e-05	5.6615303e-05	2.8629986e-05	0.0090930825	0.03568145	0.4644731	0.47473472	0.015703829	0.0002143561
g	0.0006965972	0.0002639206	9.309246e-05	0.0032791337	0.04643406	0.6563955	0.28844064	0.003081357	0.0013157037
r	3.908643e-06	6.5578106e-06	2.6290347e-05	0.0057592383	0.074567296	0.6159105	0.24507546	0.058248397	0.00040243304
a	1.8624856e-05	5.7446996e-05	8.843275e-06	0.0013092844	0.007966398	0.25856155	0.67615426	0.045556508	0.010367011
m	0.00017184268	7.050284e-05	3.1862513e-05	0.0017122661	0.027226204	0.5107363	0.4398785	0.017848732	0.002323767
m	2.5080812e-05	3.2237986e-05	4.4303102e-05	0.002329581	0.043617312	0.37706134	0.44636956	0.10507147	0.025449056
è	0.00018990722	0.000530832	2.6786156e-05	0.0027195618	0.0028479283	0.1625388	0.65625685	0.12362411	0.051265325
n	0.0003592699	9.114149e-05	8.5433625e-05	0.0014064972	0.011547183	0.1800903	0.075164646	0.6969985	0.034256954
a	0.00812164	0.0040645613	0.00040047584	0.009093985	0.0044914456	0.051586226	0.11696317	0.5620334	0.24324504
s	0.020971049	0.012840636	0.0038261442	0.0057581575	0.0033163491	0.020151254	0.0835959	0.35405257	0.49548802
i	6.1893716e-06	8.056227e-06	2.2157014e-06	1.4714084e-05	0.00038211266	0.045652546	0.31347838	0.6089009	0.03155478
n	0.0030118916	0.0009412467	0.00042502276	0.00067894417	0.0007823208	0.012528634	0.124355584	0.5122951	0.3449813
ì	1.8272998e-05	1.9121851e-05	8.731883e-06	3.1144424e-05	0.00042722444	0.010226063	0.10361244	0.81564516	0.07001187
t	0.00010519211	0.00012911535	4.3147462e-05	0.000114252274	8.253081e-05	0.00083189335	0.018833442	0.95189357	0.027966876
t	8.315831e-06	1.9470817e-05	1.0120549e-06	1.22745405e-05	1.463414e-05	0.00075784925	0.0055624316	0.95864874	0.034975402
a	0.0004736279	0.0003026308	2.4284956e-05	0.00010405534	9.247299e-06	0.00017951532	0.003875932	0.89387745	0.101153225
</S>	0.00015469243	7.225866e-05	1.5064989e-05	3.4102446e-05	6.4502774e-06	3.0619976e-05	0.0002526842	0.017275566	0.98215854
