 	quando	è	arrivato	Giovanni	Anna	stava	ancora	cucinando	</S>
m	0.9963463	0.0035962209	2.673193e-05	2.5937683e-05	3.9596907e-06	6.9542966e-07	1.06970695e-07	4.131851e-08	1.6986095e-07
ò	0.19854175	0.0052377917	0.08998317	0.69822305	0.004035271	0.0032482727	0.0006936332	1.5192837e-05	2.187898e-05
t	0.7529426	0.24570759	0.0011505439	0.00019250912	5.1670054e-06	3.4934425e-07	7.422659e-07	1.0807483e-07	2.2944906e-07
t	0.6453286	0.16803125	0.18569376	0.000921909	1.33086505e-05	8.007225e-06	2.4207955e-06	1.373356e-07	6.893603e-07
e	0.32257125	0.46300572	0.21107915	0.0022895974	0.00077502965	3.846752e-05	9.994925e-05	5.6008544e-06	0.00013527545
è	0.122336306	0.7402461	0.062973335	0.07260299	0.0015530894	0.00012423417	0.0001547804	4.3796827e-06	4.759617e-06
s	0.014244288	0.7664892	0.21618831	0.0029696282	8.935317e-05	4.2772817e-06	1.111143e-05	1.4039448e-06	2.4070407e-06
t	0.004071289	0.13581406	0.85909367	0.00091023906	9.8952005e-05	1.0763538e-05	8.068936e-07	1.09029365e-07	1.11192605e-07
a	0.0013414179	0.08224586	0.9005923	0.014407222	0.0012985527	2.3601187e-05	4.4902143e-05	1.3179575e-06	4.476925e-05
s	0.008647264	0.11763624	0.70381254	0.1675547	0.0018872452	0.00026022308	0.00019502042	4.149756e-06	2.634447e-06
e	0.00019714209	0.039303087	0.72296643	0.2204614	0.01678658	0.00027275895	1.1659464e-05	9.4988184e-07	2.934955e-08
o	0.00057736924	0.009295471	0.13440284	0.8493751	0.0062876213	4.230445e-05	1.8864428e-05	2.2343366e-07	2.026778e-07
G	0.0014096308	0.0054809605	0.089725964	0.8514972	0.05088912	0.00080232514	0.00019288041	1.2296699e-06	7.107085e-07
i	0.000100842895	0.0032547966	0.06297226	0.6806072	0.25138438	0.0014275338	9.208262e-05	0.00010178609	5.9074227e-05
u	9.468851e-05	0.0023935917	0.023619667	0.93584037	0.03716331	0.0008754071	1.27546255e-05	8.9148266e-08	8.197714e-08
v	0.0029916866	0.0008356896	0.0006156041	0.15729219	0.8225966	0.009546447	0.0060527427	6.133269e-05	7.749317e-06
à	0.00011385145	0.00022138728	0.0062617795	0.13087256	0.8274722	0.028915323	0.0059072287	0.00022791438	7.776283e-06
n	0.00014924235	0.0013325925	0.010733256	0.081326775	0.89226043	0.014154542	4.0984967e-05	1.6336584e-06	5.740382e-07
n	0.0006023096	0.001114553	0.0033480239	0.0037693495	0.98786783	0.002458724	0.0006277506	8.959981e-05	0.00012172066
i	0.0040460457	0.00026129425	0.018914316	0.7057836	0.24453415	0.024833918	0.00094030006	3.2621017e-05	0.00065373705
t	0.0048993495	0.0017560361	0.0050172945	0.055841077	0.74860567	0.17554468	0.007876089	0.0004032884	5.647717e-05
i	6.4726064e-06	8.23634e-06	0.00058280997	0.05231878	0.6642985	0.27781567	0.0049024075	6.607248e-05	1.0687601e-06
n	0.00042791883	0.00014308118	0.00025639773	0.016608246	0.5424388	0.4288246	0.011236671	5.789432e-05	6.3402244e-06
A	4.7810237e-05	3.1763004e-05	0.0002931276	0.015405761	0.6368206	0.32957256	0.01659443	0.0011926269	4.1232845e-05
n	0.0002609437	0.000103600316	0.00044829218	0.006305859	0.3232038	0.6670174	0.0026215918	3.0136935e-05	8.4382555e-06
n	0.00030077162	8.691532e-05	0.00044278163	0.0029181591	0.77330345	0.20270582	0.019195434	0.0006145333	0.00043204243
a	0.0024678505	3.7979687e-05	0.0014977623	0.13512908	0.04086877	0.7713832	0.046815544	0.00038680143	0.0014130148
ì	0.0022662394	0.00095825555	0.0017480971	0.01184567	0.08096957	0.7598764	0.13232796	0.00918215	0.00082565245
