 	nella	pasta	metti	sale	vuole	il	sale	</S>
s	0.99884295	0.0011466189	9.239385e-06	5.4389227e-07	5.008229e-07	1.9490553e-08	2.6645512e-08	4.537424e-08
t	0.9705635	0.028858658	0.0005071667	6.752775e-05	3.1503941e-06	4.8305786e-08	1.3665536e-08	6.398644e-09
i	0.86877	0.12984912	0.0012648674	0.000108719345	5.759618e-06	5.574064e-07	7.3849696e-07	1.7211777e-07
p	0.50889707	0.43804243	0.05056331	0.0018287388	0.0006368652	1.30598755e-05	1.075661e-05	7.736525e-06
à	0.01997871	0.44528815	0.5287313	0.0058369697	0.00014435923	1.3822141e-05	6.0907073e-06	6.4127227e-07
s	0.013385303	0.63346535	0.35229826	0.0007649537	8.554404e-05	1.0544471e-07	1.1360618e-08	5.3116054e-07
t	0.0013372144	0.5559654	0.43609813	0.006564814	3.0081455e-05	3.5435473e-06	6.382678e-07	9.942295e-08
a	0.014534574	0.8999609	0.082979746	0.0025089334	1.0146452e-05	9.704788e-07	5.14962e-07	4.2586953e-06
v	0.029645022	0.060114045	0.8577413	0.04194047	0.010499348	3.661591e-05	9.598933e-06	1.3606647e-05
à	6.405361e-05	0.014999772	0.8715645	0.11189076	0.0013918405	6.786145e-05	1.6995953e-05	4.062696e-06
l	0.000210422	0.0029814802	0.95434123	0.036083344	0.006376999	5.228243e-06	1.0311081e-07	1.1553333e-06
e	0.002659378	0.0033297958	0.30148903	0.6871534	0.004953153	0.00026273265	8.436571e-05	6.809968e-05
à	0.21241431	0.004420988	0.0544861	0.5178186	0.20756212	0.003027646	0.000120849196	0.00014939757
l	0.022880552	0.0012971299	0.014577376	0.650752	0.30980307	0.0005613078	1.429556e-05	0.00011424102
a	0.00015686623	0.00037491802	0.014974519	0.9267553	0.056967624	0.000702322	5.585428e-05	1.2614096e-05
e	0.24646145	0.003975057	0.016828049	0.040293917	0.63979214	0.05088165	0.0014353669	0.00033234595
t	0.017496213	8.839003e-05	0.0013580095	0.011158915	0.8006009	0.16475342	0.004273264	0.00027097642
è	8.5285144e-05	0.00016027607	0.00034988555	0.039270513	0.6363449	0.3088977	0.0124391895	0.0024522191
l	0.0006493799	7.6022974e-05	0.00015857458	0.0013592758	0.6779283	0.31304413	0.0064983154	0.00028591484
i	0.00291706	0.00013059896	0.0005627656	0.020687941	0.4797165	0.3173643	0.16967145	0.008949396
t	0.24630691	0.0029902854	0.005611835	0.0016020366	0.032695714	0.31119177	0.3375417	0.06205977
à	2.1950164e-05	1.3096321e-05	8.432588e-06	0.00065976713	0.043038987	0.4631357	0.4827087	0.01041337
l	0.0019911758	6.344882e-05	0.00020442715	0.00013646322	0.0118497545	0.1942538	0.6846964	0.10680454
a	0.000268022	2.5758727e-05	3.0226844e-05	0.00021022386	0.0073553477	0.08830816	0.8685624	0.03523977
</S>	0.08360088	0.0014180711	0.0013450396	0.00025116475	0.0022478916	0.008268034	0.15046242	0.75240654
