 	se	vuoi	restare	sempre	magro	non	magniare	la	sera	</S>
a	0.994882	0.0050499556	4.930549e-05	6.8164745e-06	7.476654e-07	8.471008e-06	2.3032835e-06	1.1198271e-07	6.1857115e-08	3.2190806e-07
t	0.49512613	0.48763442	0.013958656	0.000723676	1.1520059e-05	0.0024481656	9.489631e-05	1.5411478e-06	3.1469455e-07	8.058001e-07
e	0.00915414	0.98792666	0.0022185962	0.00036269985	0.00032553097	2.1287422e-06	4.4795524e-06	2.9294306e-06	2.0818864e-06	7.0298887e-07
l	0.0062974514	0.97789156	0.015762364	2.207348e-05	2.1488451e-07	2.5636153e-05	7.553742e-07	1.5273317e-08	3.326359e-09	2.6404576e-08
ì	0.0002655526	0.99196845	0.0071686455	0.00043924604	0.0001451538	2.050269e-06	6.114858e-06	3.442676e-06	7.7974545e-07	4.9115124e-07
s	0.0012434528	0.89906573	0.09914933	0.0004748194	1.939361e-06	6.40909e-05	6.8094135e-07	1.43826275e-08	9.0226543e-10	4.3553175e-08
i	0.016970756	0.8857564	0.09691826	0.00032932378	2.468219e-05	1.4931507e-07	1.7022013e-07	7.919619e-08	8.9795144e-08	1.2511306e-07
n	0.013549189	0.30273983	0.63584554	0.04027417	0.001172366	0.0057121925	0.0006738806	1.6427519e-05	5.2683936e-07	1.594197e-05
a	0.0022033935	0.7209597	0.2573131	0.019151678	0.00033889746	5.4134352e-06	2.3433739e-05	3.029364e-06	7.675548e-07	6.166994e-07
m	0.0010971358	0.0468729	0.8619825	0.08751291	0.00045297723	0.0019823187	9.612478e-05	1.8649918e-06	4.5174293e-08	1.2830143e-06
ì	0.00036225768	0.8286541	0.10314434	0.06097524	0.006052231	8.359373e-05	0.00019228784	0.00023479591	0.00013304639	0.00016813539
n	0.00044155325	0.0393524	0.46528682	0.49154064	0.0012966329	0.0020463248	3.4293473e-05	5.9826783e-07	5.492745e-08	6.088911e-07
i	0.020895641	0.019028176	0.88468903	0.07262939	0.0019357458	2.7905005e-05	0.00016074417	7.4945216e-05	0.0002881461	0.00027032368
p	0.008090766	0.0045788116	0.056368053	0.8781921	0.04347084	0.005822614	0.0033868332	8.0482976e-05	1.1289388e-06	8.26097e-06
à	0.0013839803	0.009120221	0.034186956	0.83702797	0.11691922	0.0001532614	0.0010551654	0.00013397701	1.2488097e-05	6.781448e-06
n	5.411082e-05	0.0007384095	0.015965039	0.9567379	0.012239449	0.01317869	0.0010847212	1.4971498e-06	3.65657e-08	2.306987e-07
t	0.024766387	0.006504515	0.23321949	0.6767991	0.05572788	0.0002015566	0.0014040429	0.00031298868	0.0005912098	0.0004727976
a	0.014811741	0.007118122	0.014452023	0.5811618	0.37978762	0.0017468722	0.00079344725	1.545093e-05	1.400561e-05	9.8916185e-05
l	0.0046467595	0.00071917824	0.009951055	0.5360306	0.41712976	0.0209135	0.010228757	0.0003324142	5.6699287e-06	4.234943e-05
e	0.000112567155	0.0001946851	0.0017841209	0.27284282	0.7175164	0.00094338553	0.0059186383	0.0006448542	3.758891e-05	4.957222e-06
t	0.000261884	3.940669e-05	0.0011882383	0.16543981	0.6831631	0.098032795	0.0513722	0.00049024227	2.0618957e-06	1.0260827e-05
t	1.3865455e-05	0.0004016572	0.0017616664	0.09000784	0.8729223	0.002997553	0.029237965	0.0024105983	0.00017506353	7.160351e-05
ò	1.5124461e-05	0.00011900214	0.00047001397	0.10808668	0.86388445	0.0006089531	0.013372959	0.009786021	0.0033909203	0.00026594213
m	0.00019979857	3.5164412e-05	0.010757663	0.2758313	0.35921395	0.06787123	0.2835677	0.002317082	4.7636608e-05	0.00015851861
i	0.00037510548	0.00020144292	0.00145779	0.147398	0.71147674	0.004401389	0.12298052	0.010124745	0.0015434187	4.0868435e-05
f	0.0034836526	0.000613508	0.0019270848	0.017198704	0.19735108	0.04418937	0.69711274	0.036932517	0.0006876261	0.00050366484
à	0.0017583398	0.00016806164	0.00049265276	0.038774747	0.18386589	0.025741955	0.2677918	0.4178274	0.061522786	0.0020564292
i	2.4784174e-05	1.0054812e-05	0.00049122836	0.0028580327	0.008740277	0.002364468	0.78549564	0.19603316	0.0037005944	0.0002817884
t	0.02067469	0.0014232623	0.0035976784	0.0039426587	0.022015696	0.041032426	0.31319523	0.530815	0.02167549	0.041627806
o	3.3295983e-05	7.920792e-06	2.8553736e-06	0.0010371787	0.037241098	0.00096206163	0.0474018	0.64163417	0.26347584	0.008203824
v	0.000114217095	2.8364153e-05	6.942709e-05	0.00022701245	0.0014478614	0.0026423237	0.16064201	0.7403965	0.08025022	0.014181996
r	0.00032246474	2.253449e-05	6.587094e-06	8.309079e-05	0.00032987262	0.0010287253	0.013721583	0.30550638	0.6376318	0.041347016
à	4.454925e-06	1.3295434e-07	9.194511e-07	2.103871e-05	0.00030215803	1.0548221e-05	0.0013504112	0.09402178	0.8982987	0.0059898742
i	1.7593546e-05	1.8601238e-06	4.5895e-05	3.695012e-05	0.0003486083	0.0007007262	0.08162292	0.6465645	0.24854739	0.022113694
</S>	0.0021822841	6.642651e-05	0.00030835907	9.759028e-05	0.00035217323	0.00043838512	0.0008181973	0.011596309	0.07997517	0.90416515
