 	tutto	il	cibo	vuole	girato	</S>
ò	0.9975987	0.0019787124	0.000407814	4.47021e-06	9.137057e-06	1.021744e-06
l	0.23428293	0.6875796	0.06768086	0.009783516	0.0006559081	1.726669e-05
o	0.12749264	0.87103474	0.0010469885	0.0003997534	2.5118665e-05	7.321812e-07
o	0.09182949	0.74130106	0.089485414	0.07268666	0.004372888	0.00032451775
m	0.0037620354	0.44012	0.533268	0.022525553	0.0002921542	3.2207237e-05
a	0.005219276	0.67442304	0.11433226	0.15718213	0.024922451	0.023920886
r	0.002978657	0.07054762	0.06795815	0.85466605	0.0035288122	0.00032067602
ì	0.0028287328	0.024140855	0.04524503	0.8865338	0.03652905	0.0047225533
o	0.00074192556	0.013391481	0.00815591	0.9672729	0.010320632	0.00011719459
t	0.006757316	0.0039422405	0.008886226	0.9328797	0.04344104	0.0040933983
è	0.00011673159	0.0016511502	0.0027551902	0.7581172	0.22135136	0.016008282
l	0.00046150034	0.00089632545	0.001377459	0.7739619	0.21806972	0.005233119
i	0.00016747124	0.0008392133	0.00077260396	0.34511724	0.64477867	0.008324796
v	0.03187206	0.022024868	0.005707041	0.04056827	0.7009061	0.19892167
o	0.00013545062	0.00016433318	0.00014932272	0.03932221	0.91442174	0.045806892
t	1.9582067e-05	1.964591e-05	8.1290294e-05	0.004553975	0.6542732	0.34105226
i	2.9573319e-05	3.9084764e-05	2.0827121e-05	0.033255044	0.83271885	0.13393658
m	0.00011182198	0.00010599083	2.0987676e-05	0.005342666	0.7161188	0.27829972
m	6.839454e-05	3.4218327e-05	1.4794545e-05	0.0041729636	0.8345247	0.16118492
è	0.0005367372	0.0006112336	0.00026872213	0.022151342	0.5313945	0.44503745
n	0.00040550315	0.00042522576	0.0042643757	0.012973633	0.85206264	0.1298686
o	0.0006994964	0.00046533695	0.0003118243	0.007640905	0.7000571	0.29082537
</S>	0.006606931	0.007099354	0.0005377303	0.0017483348	0.04521921	0.9387885
