 	ha	potuto	entrare	dalla	finestra	</S>
ì	0.98846483	0.011068137	0.00044799419	7.916715e-06	1.0012631e-05	1.0404694e-06
s	0.5167869	0.42820996	0.050806485	0.0035800892	0.0006120005	4.5960705e-06
o	0.3392876	0.46734208	0.19237036	0.00093508355	6.4277854e-05	6.160372e-07
s	0.28704455	0.3852438	0.2855617	0.029886788	0.012155006	0.00010829227
e	0.0021045764	0.19852488	0.7889898	0.010220885	0.00015957253	3.0668616e-07
è	0.0047628284	0.05568968	0.91063	0.027750539	0.0011486176	1.8375566e-05
m	0.0068043675	0.071974486	0.89820397	0.02213133	0.0008235692	6.232294e-05
b	0.00014291891	0.0046113436	0.98419815	0.01090595	0.00013401761	7.625624e-06
i	0.012895242	0.033017285	0.7222606	0.21741714	0.012020353	0.0023893246
à	0.026725551	0.033231366	0.113830455	0.72393316	0.10123132	0.0010480748
t	0.015134403	0.005518055	0.06271603	0.86174	0.05159773	0.0032938817
t	8.106799e-05	0.0015612746	0.11201032	0.8538774	0.032196335	0.00027358154
i	0.0012768769	0.0019559502	0.008641554	0.905983	0.07961333	0.002529315
f	0.0053739143	0.0005531115	0.007304384	0.32867426	0.6282006	0.029893786
i	2.0291798e-05	0.0002994461	0.0058171726	0.2781491	0.7016449	0.014069124
n	5.1031686e-05	1.0537825e-05	9.473882e-05	0.009930068	0.7557547	0.23415895
è	8.635596e-05	0.00037245787	0.0006925622	0.032630492	0.92386067	0.042357426
s	6.1596016e-05	8.545898e-05	1.3457572e-05	0.005745395	0.9861065	0.007987562
t	3.4284934e-05	3.5974914e-05	9.8551565e-05	0.0011265709	0.94658524	0.05211932
r	0.00026428016	4.1798525e-05	1.12305615e-05	0.0017347776	0.9704484	0.027499588
a	4.139449e-06	8.110741e-06	6.302739e-06	0.00087213115	0.99639326	0.0027160654
</S>	0.0001755117	1.9467352e-05	1.34269585e-05	0.00012631426	0.029814947	0.96985036
