 	lui	sapeva	che	oggi	fa	freddo	fa	freddo	e	non	ha	fatto	il	bagno	</S>
c	0.9993223	0.0006639618	9.238416e-06	3.6427464e-06	2.0019634e-07	3.3876327e-07	1.4715091e-08	1.7580153e-07	8.418844e-09	8.1439175e-09	3.2558973e-09	1.1247295e-09	1.5479743e-09	7.676593e-09	4.2045592e-08
ì	0.96833193	0.02926514	0.0014248923	0.00079832424	2.9351488e-05	0.00013060635	1.0656984e-06	1.7969553e-05	2.9226572e-07	8.514914e-08	3.5967457e-08	4.610847e-09	1.3162818e-08	4.2562288e-08	3.7848338e-07
n	0.9084178	0.09111282	0.00045408	1.3441525e-05	9.049563e-07	5.991684e-07	4.7994785e-08	1.843775e-07	2.0761902e-08	6.357694e-08	4.822803e-09	3.6493206e-09	3.5591383e-09	1.6259436e-09	2.6769635e-08
o	0.6752478	0.31308165	0.008142263	0.0015398085	8.2004895e-05	0.0009740138	2.3080589e-05	0.00089664955	6.3603775e-06	2.7911085e-07	4.0237407e-07	3.0673174e-08	2.9739513e-07	7.521608e-08	5.308201e-06
ì	0.32441285	0.43353692	0.21239409	0.01997315	0.003049705	0.004514201	0.00017390306	0.0016311562	8.830759e-05	0.00015119293	1.854512e-05	6.3092984e-06	9.47473e-06	3.477885e-06	3.673321e-05
t	0.027356377	0.661541	0.3088715	0.0016949673	0.00015812933	0.00017551427	2.283755e-05	0.00013948038	1.182522e-05	1.9581723e-05	2.6150353e-06	7.476085e-07	1.5631031e-06	4.9709695e-07	3.3445024e-06
s	0.0061003114	0.8873405	0.10345365	0.0030612673	1.009531e-05	2.2244541e-05	7.425235e-07	1.0938413e-05	1.5336435e-07	1.3746166e-09	3.1009741e-09	2.5143784e-10	4.231986e-09	2.6070654e-10	7.237648e-09
e	0.042959116	0.7808458	0.1706842	0.004665165	0.000119156764	0.00028336092	1.4163818e-05	0.00041384966	3.1264524e-06	1.9649806e-06	5.6788554e-07	5.4244686e-07	8.386492e-07	3.9012303e-07	7.732113e-06
r	0.02091448	0.2576841	0.70856816	0.010775654	0.0012269163	0.0007269783	1.0109499e-05	7.706772e-05	1.4000617e-06	1.3488481e-05	3.0888694e-07	1.8140075e-07	8.3826514e-08	1.6035177e-07	9.366845e-07
e	0.00069107633	0.42298713	0.5314938	0.04444752	0.00033375574	4.001066e-05	1.9031759e-06	4.528117e-06	2.7322235e-07	1.3598174e-09	7.2703537e-09	2.6610822e-10	7.557016e-09	1.3494308e-09	4.4918913e-09
k	0.003091443	0.028318765	0.91574514	0.050442867	0.001860472	0.000514368	4.8353454e-06	1.8960865e-05	3.6064742e-07	2.4277915e-06	6.702433e-08	3.544351e-08	1.9698446e-08	4.706468e-08	2.0284018e-07
a	0.00022584636	0.05684377	0.6944591	0.24568044	0.002324646	0.00041949173	1.4209308e-05	2.8170325e-05	3.207522e-06	8.7928804e-08	4.5317006e-07	3.1841573e-08	1.8394365e-07	1.9188812e-07	2.228424e-07
s	0.0014899615	0.003401678	0.41698053	0.54793185	0.029449932	0.000696368	1.6286856e-05	2.7547037e-05	1.3683663e-06	3.6012786e-06	2.4168563e-07	7.301849e-08	8.326075e-08	5.4187698e-08	4.2356513e-07
ì	0.00014492997	0.013842681	0.22202346	0.7178168	0.042414147	0.0035596036	0.00014821613	4.07739e-05	7.834623e-06	1.2749769e-07	9.358444e-07	6.8016796e-08	3.139871e-07	1.1833267e-07	4.9876174e-08
m	0.00023141359	0.0011086528	0.033112608	0.92477083	0.03927898	0.0014636269	9.554969e-06	2.2840137e-05	2.8590986e-07	1.1827648e-06	5.540417e-08	3.3021056e-08	1.1839575e-08	1.2139337e-08	1.3290383e-08
m	0.0008091657	0.0011358369	0.057228137	0.8959306	0.043921243	0.00062195654	0.0002223811	0.00011611564	1.04148385e-05	6.300184e-07	1.7413375e-06	1.0946606e-07	5.4269873e-07	7.370752e-08	1.1136241e-06
e	0.08734615	0.029512195	0.064656936	0.48013842	0.25993952	0.06886595	0.0035551768	0.0054306914	9.7851305e-05	3.2170166e-05	9.086759e-06	6.441978e-06	7.0528095e-06	1.7637658e-06	0.000400584
r	0.003923595	0.0030304391	0.02510192	0.31599504	0.6129273	0.033406533	0.0019871783	0.0031944965	7.474174e-05	0.0003363348	1.2326926e-05	4.6943137e-06	1.208989e-06	1.8615722e-06	2.2559357e-06
i	8.5380685e-05	0.00015793995	0.009220951	0.4587185	0.52350545	0.005591723	0.0025853608	9.268524e-05	3.3636243e-05	9.217451e-07	5.6047306e-06	1.7026294e-07	8.421046e-07	6.837786e-07	2.0477043e-07
è	0.00011925241	5.927924e-05	0.0013475729	0.09335264	0.8483759	0.05120342	0.0052046147	0.00026418577	1.7988597e-05	5.3777476e-05	8.840907e-07	2.9517884e-07	6.900645e-08	5.7428643e-08	7.243506e-08
f	0.003193992	0.002642709	0.003291192	0.12844983	0.83175933	0.024826346	0.003869143	0.0015573103	4.6594232e-05	0.00033100232	9.169814e-06	1.2854477e-05	2.5662143e-06	8.8348577e-07	7.026644e-06
r	0.0006222022	0.00019731754	0.002438105	0.24096544	0.70046574	0.027840039	0.026708191	0.0005422945	0.00015815992	2.3019913e-05	3.0563308e-05	2.2943082e-06	2.4559138e-06	1.4134755e-06	2.8250254e-06
ì	0.0008896239	0.00020778563	0.00038472563	0.0055130273	0.0892912	0.8635418	0.033147447	0.0069202953	8.795814e-05	8.767152e-06	1.248018e-06	5.1512325e-07	4.530267e-07	1.4461621e-07	4.9679693e-06
s	0.016182592	0.020756563	0.013941808	0.049090013	0.7549335	0.06790993	0.054532334	0.01899943	0.0015511855	0.0013923115	0.00022347276	0.00012724391	5.0868377e-05	3.7472484e-05	0.00027134264
k	0.0007348362	0.00019395754	0.00083448226	0.044099867	0.24265687	0.28026146	0.41209003	0.01631216	0.0026391698	3.133437e-05	0.000100473975	6.8973886e-06	2.5091414e-05	1.1294437e-06	1.2255524e-05
o	0.00786669	0.000977486	0.00018985274	0.00086457655	0.048021547	0.81612223	0.10915784	0.015902407	0.00067565666	8.68085e-05	1.8230478e-05	7.7139775e-06	6.062323e-06	1.8261981e-06	0.00010108489
è	0.0030370888	0.0025166324	0.0008732921	0.0016540539	0.12008902	0.2157862	0.5912511	0.042318203	0.0105717145	0.010005323	0.0011169087	0.00067053037	5.597052e-05	3.243736e-05	2.1590084e-05
t	0.00920132	0.009991811	0.0017681146	0.0031188012	0.13543244	0.31238127	0.43250805	0.048983112	0.00930368	0.035652597	0.00074040267	0.0007912601	4.816268e-05	1.8883922e-05	6.009866e-05
s	0.00011343983	4.386649e-05	0.00010190698	0.0070916093	0.13938768	0.21561667	0.58242327	0.03342087	0.020706415	0.00018352478	0.00081934675	2.5946423e-05	5.852606e-05	5.100692e-06	1.8077945e-06
i	0.0006145205	8.7007014e-05	1.2038929e-05	5.9864036e-05	0.0049467566	0.7259144	0.11182118	0.1527208	0.003655906	8.9717985e-05	4.0840157e-05	1.29063055e-05	8.435353e-06	5.2009855e-06	1.0451984e-05
c	0.00054699025	0.0003145632	9.319746e-05	9.75395e-05	0.0074549154	0.12956294	0.67950964	0.08275454	0.082396895	0.013749584	0.0027273314	0.00064356334	0.00012511737	1.5686852e-05	7.4683385e-06
h	5.264053e-06	4.3223313e-06	9.964042e-06	0.00044572027	0.014346286	0.09772188	0.70831704	0.048311524	0.12240657	0.0015036549	0.0058269682	0.00051602	0.00027742653	0.0003030668	4.159533e-06
r	5.805493e-06	2.938455e-06	7.811154e-06	2.4970888e-05	0.0006756382	0.2472978	0.08010512	0.65103483	0.020382406	3.5309768e-05	0.00023596518	5.2487314e-05	0.00012792577	1.0220451e-05	8.0365766e-07
ò	2.1578053e-05	1.1072201e-05	2.14211e-05	6.268942e-05	0.0016368445	0.23992029	0.16440222	0.5506546	0.042157527	2.9144003e-05	0.0005442675	7.475415e-05	0.00044650194	1.4416255e-05	2.6387113e-06
c	0.012577074	0.019019015	0.015752003	0.014761145	0.1519792	0.048552193	0.41383225	0.056661554	0.064179935	0.10770629	0.063452974	0.014765109	0.004777608	0.008001742	0.003981904
e	0.0032347974	0.00032929686	0.00037982766	0.0005131638	0.023303026	0.046489686	0.44390285	0.19229583	0.24971107	0.0070256903	0.024891185	0.0035273354	0.002871784	0.0006563212	0.0008681238
e	0.0055977865	0.007231684	0.0013328072	0.00084114226	0.0031513807	0.020441191	0.073031604	0.06595782	0.54033625	0.070357256	0.15875112	0.037350748	0.014436722	0.00084528764	0.0003371518
n	0.00058333075	0.00015447059	3.1493924e-05	1.4395173e-05	0.00033092263	0.018574465	0.0429313	0.26780066	0.43906844	0.12573813	0.07437265	0.017443305	0.0128059285	7.985562e-05	7.065067e-05
è	4.754243e-05	4.192089e-05	2.3681443e-05	4.296592e-05	0.00021438109	0.0009508042	0.030058749	0.014320035	0.6287991	0.017771622	0.22692467	0.058410056	0.01735986	0.0046964134	0.0003382327
k	0.00044506637	0.0007542771	8.858717e-05	6.083916e-05	0.00021436166	0.00576924	0.00966865	0.034429196	0.6196095	0.014095609	0.25188735	0.017021127	0.044285737	0.0016158344	5.476493e-05
a	0.0023309432	0.00031438321	0.00022154297	0.00015871823	0.0024513314	0.006008137	0.04619346	0.09343427	0.34061489	0.052173696	0.16054331	0.06907635	0.10304977	0.10763433	0.015794877
n	0.008547645	0.010113263	0.0017228506	0.0010388147	0.002005828	0.011808073	0.007926152	0.017691953	0.15512002	0.066789754	0.29110202	0.11111277	0.28092813	0.023092853	0.010999913
n	0.0001745893	9.7204254e-05	6.1634535e-05	3.9386596e-05	0.00011128444	0.00036548334	0.0019392116	0.0037937989	0.11659891	0.009975016	0.24239153	0.1532886	0.30188677	0.1466955	0.022581108
e	0.0074997763	0.0017906443	0.0008251985	0.00019519168	0.0013156737	0.009159328	0.015028913	0.037020393	0.16190057	0.00082693	0.024144575	0.0032236823	0.5333599	0.008971855	0.19473739
o	0.020891825	0.013343239	0.0016257477	0.0003418789	0.0021476946	0.02999543	0.010179546	0.03810532	0.05854858	0.0465801	0.018310798	0.01814927	0.14394148	0.008560673	0.58927846
b	0.0022014743	0.0008284856	0.00016789966	4.0521747e-05	0.00043312984	0.0073157162	0.0028655464	0.09489599	0.06199159	0.04282683	0.0615094	0.045259435	0.48606348	0.007795248	0.18580522
à	0.00010056878	7.037115e-05	4.9979106e-05	4.8297396e-05	5.74769e-05	0.0003221038	0.0006153946	0.0029521019	0.052670162	0.029408243	0.067116134	0.043200567	0.27700898	0.42524865	0.101131
g	0.0001679197	0.00029319501	7.244736e-05	4.95447e-05	7.979947e-05	0.00088374625	0.0004541938	0.0046092016	0.033053767	0.002237748	0.06294837	0.010536275	0.30815008	0.5453266	0.031137047
