 	guardando	le	nuvole	sapevi	che	sta	per	piovere	</S>
k	0.9978727	0.0020501502	7.2675815e-05	2.9594082e-06	6.0376846e-07	4.7378762e-07	9.557433e-08	1.9207083e-07	1.6880276e-07
a	0.40674672	0.5501375	0.032072093	0.010127254	0.00051673537	0.00023870847	1.9349192e-05	0.00010832265	3.3282635e-05
n	0.329423	0.6278119	0.042552415	0.00014236447	5.3841224e-05	1.1877229e-05	1.8048306e-06	1.571221e-06	1.1654074e-06
o	0.0400324	0.9307049	0.022166038	0.0055657187	0.0006457862	0.00047588933	7.32701e-05	0.00033081375	5.252961e-06
n	0.018923374	0.4311302	0.5496131	0.00032153536	1.064731e-05	9.4942703e-07	3.2448686e-08	5.452654e-08	1.296871e-07
ì	0.004563381	0.5972397	0.33620918	0.054555118	0.0029691625	0.0026990392	0.00040007677	0.0013331359	3.121013e-05
s	0.0013663057	0.08392609	0.9115762	0.0030083219	0.00012051754	2.2074653e-06	7.160875e-08	7.277112e-08	5.4390167e-08
o	0.008066678	0.13995321	0.840615	0.0112328585	0.000119789096	8.446695e-06	4.912277e-07	2.4094209e-06	1.0945976e-06
n	0.021658331	0.053272124	0.8872306	0.035680775	0.001191457	0.0008819441	1.1697394e-05	6.0991835e-05	1.2008664e-05
t	0.00039870577	0.07180017	0.56075495	0.3486558	0.017402012	0.00090726884	3.463515e-05	4.5175297e-05	1.2984423e-06
a	2.4386713e-05	0.19875576	0.16501498	0.56779057	0.067840345	0.00054477673	2.2689377e-05	5.299013e-06	1.207964e-06
t	0.0006057891	0.048854105	0.7916366	0.14675716	0.011974235	0.00016512375	3.4085401e-06	2.390777e-06	1.2155691e-06
e	2.9150888e-05	0.05017059	0.21733896	0.48476174	0.23969588	0.0077777533	0.00018572228	3.732931e-05	2.8935608e-06
s	0.00033868122	0.016497396	0.5306242	0.38413167	0.062451057	0.005933812	1.729905e-05	5.180019e-06	7.324219e-07
m	3.129953e-05	0.009682934	0.17948425	0.34912258	0.42840588	0.032422554	0.0007739165	7.258893e-05	3.941865e-06
à	0.0002793533	0.023614489	0.03929678	0.80193377	0.114919975	0.017957674	0.00080009765	0.0009654582	0.00023235234
n	0.00067934766	0.013005244	0.29339048	0.48211184	0.19252452	0.018244168	2.4033317e-05	1.5736381e-05	4.59319e-06
t	0.0023355007	0.024864597	0.07309558	0.5172254	0.34114993	0.03685009	0.0026592987	0.0010373289	0.0007823418
e	0.0008731103	0.06470642	0.06943361	0.64347786	0.14161341	0.07850481	0.0010117353	4.0297393e-05	0.00033871454
ì	0.008690731	0.011121726	0.018604971	0.1305572	0.3654385	0.45793965	0.0050328034	0.0024242604	0.00019023819
t	0.0037534547	0.0045206766	0.00883389	0.04254485	0.2577802	0.67776763	0.0045908224	0.000105053005	0.00010337915
s	1.46247085e-05	0.00031411587	0.0020166207	0.13100731	0.14746597	0.6332572	0.08565441	0.00025377847	1.5903928e-05
e	0.0003237974	0.0041815373	0.0010380353	0.04387378	0.018023081	0.8812243	0.050592024	0.00044946396	0.0002940424
r	0.0015053251	0.0014954878	0.0010823658	0.002245283	0.016293794	0.8002751	0.16994543	0.0066321027	0.0005252089
e	1.3826215e-06	1.5798927e-05	5.7217767e-05	0.005632022	0.019480469	0.36264887	0.60437936	0.0077169514	6.791888e-05
k	0.0002896107	0.00033608137	0.00020474865	0.00051013357	0.0030617574	0.31817952	0.6166295	0.05808367	0.0027050092
a	4.312649e-06	2.0211466e-05	3.2995715e-05	0.0010402842	0.00966524	0.19502299	0.7737917	0.019883523	0.0005387666
n	0.00038213725	0.000409947	0.0003057092	0.00033901702	0.001434449	0.07136167	0.47931346	0.4382546	0.008199098
a	2.0574382e-05	5.9780807e-05	5.3006366e-05	0.00029267633	0.0021909608	0.1329841	0.8136178	0.043491196	0.007289843
v	0.00012472368	0.00013816402	0.000110970585	0.00010815512	0.0004164182	0.012352551	0.27692163	0.6963535	0.013473904
r	6.160056e-05	7.1242735e-05	5.0095518e-05	7.777265e-05	0.00038492528	0.021345275	0.6023433	0.298527	0.0771387
è	1.4125408e-06	4.4735657e-06	9.631092e-07	7.7656674e-05	0.00030545672	0.015406685	0.22263382	0.7257303	0.035839215
t	2.830869e-05	2.5712185e-05	1.216606e-05	5.098816e-05	0.0009101772	0.0077343956	0.18825671	0.78334296	0.019638568
s	7.146541e-05	0.00011375932	1.7620201e-05	9.0294314e-05	0.00027091822	0.0059024314	0.13640273	0.6757653	0.18136549
i	0.00015456174	0.0005861824	3.0659856e-05	8.891407e-05	5.667688e-05	0.0038443573	0.012974174	0.9253188	0.056945696
</S>	0.00012831157	0.00028248705	7.609034e-05	5.165129e-05	2.874679e-05	0.00020227677	0.00081212085	0.14927997	0.8491383
