 	pure	che	ti	vedo	una	volta	non	ti	dimentico	mai	</S>
p	0.9983752	0.0016059134	6.04772e-06	8.935607e-06	1.7175731e-06	8.149933e-08	2.069411e-06	2.8996972e-08	1.3545035e-08	8.505552e-08	5.4133913e-08
ù	0.9823407	0.0053251293	0.006866216	0.0052863522	0.00016138516	2.1510398e-06	1.5181575e-05	1.150405e-06	7.944356e-07	6.0897094e-07	3.3761967e-07
r	0.29043218	0.7013113	0.00532344	0.0026020382	8.3896106e-05	1.3318183e-06	0.000244058	1.11888134e-07	1.168512e-07	3.558172e-07	1.2409154e-06
u	0.1999825	0.70630074	0.053982347	0.039646357	8.334391e-05	4.38524e-07	8.715221e-07	9.562865e-07	1.6777414e-06	1.9788176e-07	6.88054e-07
k	0.047526695	0.6503867	0.15541455	0.0789018	0.021146297	0.00022448225	0.046165854	4.7477595e-05	6.195541e-05	7.392011e-05	5.0338473e-05
a	0.009837187	0.86401546	0.065396406	0.060332585	0.000399121	9.189877e-06	1.5776984e-06	2.9565772e-06	2.4241224e-06	2.8283189e-06	2.650285e-07
s	0.0036370424	0.119939946	0.4261101	0.43793902	0.00889185	5.823662e-05	0.003398678	7.5626317e-06	5.205554e-06	8.055218e-06	4.2536235e-06
e	0.00065203337	0.18212572	0.3542768	0.44867164	0.012202756	0.002023257	2.7275222e-05	1.6010606e-05	1.0337279e-06	3.338334e-06	1.8570395e-07
t	0.0006642729	0.031959474	0.31677985	0.60458064	0.03786695	0.00080392516	0.007336462	4.4879425e-06	1.9391814e-06	1.3276332e-06	8.025677e-07
o	0.00019066375	0.03550247	0.31921616	0.49552283	0.10513529	0.043780122	0.0002788572	0.00031909667	2.365219e-05	2.5941694e-05	4.888531e-06
r	0.00035810738	0.024507852	0.20614469	0.5319998	0.21536593	0.0027998216	0.0187928	2.7074266e-05	2.9671316e-06	4.3608415e-07	5.0593013e-07
ò	0.00016773767	0.005737711	0.07442104	0.4259329	0.31845853	0.17252743	0.0011754961	0.0013924142	0.00011618993	6.395339e-05	6.5918916e-06
m	9.631888e-05	0.0027974034	0.026281493	0.12359143	0.6823711	0.030185103	0.13404667	0.0006200578	7.805026e-06	2.266545e-06	3.427288e-07
ì	0.00015804837	0.0022566214	0.04527452	0.7736632	0.17548627	0.0029036284	1.0106036e-05	0.00021794997	2.6669646e-05	2.7379942e-06	2.5938078e-07
a	0.0023683587	0.008667443	0.083605684	0.050194062	0.8289484	0.009226348	0.015467266	0.001216104	8.062443e-05	0.00021577616	9.894457e-06
f	0.0043943767	0.0025117157	0.00641736	0.0014326606	0.69375443	0.0904183	0.15839209	0.03985889	0.0021250476	0.0006313511	6.383106e-05
o	0.00014634816	0.00013380087	0.0008704816	0.039809264	0.6658883	0.13997129	0.014164546	0.12823643	0.008775687	0.0014889991	0.00051478995
r	0.00016560152	0.00021123487	0.0011173771	0.0013295617	0.54646844	0.02006275	0.33464667	0.09154622	0.0041505303	0.0002867331	1.4847971e-05
à	0.00017429657	0.00010118951	0.0006210692	0.0072562406	0.28479984	0.023251837	0.017770562	0.5764126	0.08619355	0.0030430015	0.00037579366
e	0.00019683021	0.0002393325	0.0010221184	0.0011318455	0.34093207	0.022612711	0.25807604	0.36216727	0.008516765	0.005040139	6.489317e-05
n	0.0013989332	0.00036626647	0.0012550263	0.00013908431	0.017310327	0.017643357	0.37926048	0.31089243	0.26657575	0.004658386	0.00049995206
s	0.00032724914	0.00015951459	0.00087662815	0.0007462984	0.018935567	0.0048859315	0.012910102	0.79596174	0.10709891	0.055807207	0.0022908626
e	2.4116207e-05	6.715952e-06	0.0002910023	0.0005692362	0.006729208	0.0024028972	0.00072408986	0.6999318	0.23086806	0.04975589	0.008696979
s	6.125878e-05	2.5615636e-05	0.00013282837	1.4265748e-05	0.002124256	0.0025415907	0.030189708	0.2679388	0.6823519	0.010834883	0.0037849878
c	9.70655e-06	3.998118e-06	3.388513e-05	0.0009508701	0.03332229	0.005840923	0.010605917	0.403875	0.4264131	0.11508833	0.0038560666
e	0.0002633763	5.3422227e-05	0.0007835586	0.0001421264	0.00086955435	0.0005903922	0.00020101946	0.31401148	0.5516037	0.07060305	0.060878374
r	1.2048937e-05	5.6057934e-06	2.5561952e-05	4.038549e-06	0.0008928186	0.0005718812	0.014945233	0.09513595	0.5611242	0.2020234	0.12525927
r	1.9682902e-05	6.16883e-06	2.5491858e-05	0.00017930863	0.0038695168	0.0014940527	0.012246822	0.23773086	0.60115546	0.1328648	0.010407877
è	3.727925e-06	2.3735104e-06	1.5846348e-05	2.848135e-05	0.0011989204	0.0012908153	0.00023387435	0.20950204	0.24950953	0.5130439	0.025170507
o	3.4431782e-06	2.9973392e-06	8.193172e-06	1.1876019e-06	0.00038915878	8.378677e-05	0.0033339267	0.026989372	0.03702477	0.9236855	0.008477661
m	0.00023420595	7.1885406e-05	0.00046422402	2.5380603e-05	0.00016709905	0.00019083329	0.0073971245	0.00284616	0.09273155	0.23302417	0.66284734
à	9.315032e-06	4.153634e-06	5.444822e-06	7.1388076e-06	4.5046123e-05	3.8675036e-05	0.00041326458	0.016130269	0.060328152	0.88290125	0.04011733
i	3.453518e-06	2.3886234e-06	3.290904e-06	3.817925e-07	2.6892449e-05	0.00013781432	0.00021447167	0.0010554953	0.0005663764	0.99127346	0.00671606
</S>	0.00033919996	0.00011068487	0.0007706903	1.8680335e-05	0.0001530363	2.77716e-05	0.00035661247	0.00017756669	0.00295792	0.110593714	0.8844941
