 	quando	Giovanni	è	arrivato	è	arrivato	alla	casa	o	a	casa	ancora	e	cucina	</S>
s	0.9988011	0.001170018	2.2161279e-05	4.177023e-06	1.7923395e-06	6.008488e-07	1.4874399e-08	7.964794e-08	7.861495e-09	5.4748877e-09	1.6446883e-08	7.0063493e-09	3.2939345e-09	1.4895095e-08	6.667528e-08
à	0.9877943	0.012065645	9.71527e-05	3.1873966e-05	4.804774e-06	1.308928e-06	1.5139533e-07	4.4153153e-06	4.1680753e-08	8.095979e-09	2.0024035e-07	1.0491254e-08	6.9687154e-09	1.24535875e-08	1.6232939e-08
t	0.46220145	0.49842966	0.03825912	0.0005444463	0.0005379391	2.1250413e-05	2.5143123e-07	1.9433853e-06	1.8409597e-07	2.2090127e-07	3.4853878e-07	2.7585168e-06	1.6561096e-07	6.23278e-08	2.3527693e-07
t	0.89698297	0.10209337	0.00083172426	8.297872e-05	1.7843993e-06	5.733555e-07	3.7864584e-07	5.767697e-06	6.0653576e-08	7.1263706e-09	3.5028233e-07	7.2586555e-09	4.246496e-09	6.4374026e-09	9.922787e-09
e	0.30213365	0.6674528	0.026054224	0.0018335182	0.0022271383	0.00016280478	3.350956e-05	4.0432507e-05	1.0992346e-05	4.7671747e-06	9.140846e-06	1.0468184e-05	2.9352743e-06	1.1921125e-05	1.170819e-05
o	0.07362398	0.89553386	0.029919771	0.00055679143	0.00034136	1.9784891e-05	4.255998e-07	2.3789723e-06	1.2392987e-07	1.5984517e-07	2.2107515e-07	8.0291125e-07	5.0649383e-08	6.494287e-08	2.6213894e-07
G	0.024031403	0.51066315	0.45491433	0.009266587	0.0009974051	9.255419e-05	4.632266e-06	2.5322268e-05	5.8447165e-07	3.7320598e-07	1.8398191e-06	1.0469814e-06	1.05319494e-07	3.3121748e-07	3.84278e-07
i	0.0013603136	0.93935215	0.053603914	0.005256634	0.00025982485	6.556652e-05	5.263451e-05	2.293247e-05	8.472942e-06	5.994817e-06	6.8111094e-06	1.4361281e-06	5.634593e-07	2.6015634e-06	1.2881468e-07
o	0.0021660333	0.8408573	0.15207276	0.0047087283	0.00019281144	2.064505e-06	7.664336e-08	1.1434692e-07	2.5830451e-09	2.68791e-09	4.150114e-09	6.776636e-09	9.344416e-10	9.617989e-10	8.888542e-09
v	0.0042697676	0.0124762645	0.8412737	0.13744593	0.003936493	0.0003903172	7.919444e-05	0.00010910172	3.9473325e-06	1.434182e-06	9.71435e-06	3.2837581e-06	2.1659805e-07	4.2778905e-07	1.6201217e-07
à	0.0013443033	0.29473805	0.44419822	0.24609242	0.008344987	0.002746586	0.0011558955	0.0007693711	0.00016863512	0.0001447004	0.00017970633	6.7002045e-05	1.4711014e-05	3.3656575e-05	1.6620832e-06
n	0.00042419494	0.015479817	0.59966934	0.3498404	0.034225885	0.00034937655	2.2099964e-06	8.222802e-06	9.963263e-08	4.6385203e-08	3.0583655e-07	6.218947e-08	2.6019741e-08	4.5475863e-09	7.287763e-08
n	0.0092600165	0.013555297	0.6807902	0.24945803	0.04286912	0.0020922557	0.0005254794	0.0006291526	0.00020287553	4.94425e-05	0.00021260625	0.0002714526	4.4493434e-05	3.0785654e-05	8.752667e-06
i	0.010324033	0.4227095	0.08522158	0.46034318	0.018846286	0.0017709598	0.00032118853	0.00026327386	1.7823866e-05	1.0227344e-05	1.254489e-05	4.986428e-05	4.340259e-06	7.218043e-06	9.798256e-05
è	0.003572765	0.011905481	0.19564223	0.70598084	0.075327456	0.00613613	0.00017945186	0.0011861401	9.280715e-06	8.082196e-06	3.6424568e-05	1.28146075e-05	1.3249895e-06	1.9766144e-07	1.3511548e-06
s	0.0010691013	0.0035472142	0.042690035	0.65656304	0.28703338	0.008669509	0.00012683372	0.00028509993	2.8225243e-06	1.6956985e-06	5.8906116e-06	3.9619267e-06	6.969421e-07	6.823818e-08	6.264597e-07
t	0.00011298927	0.00085498684	0.060654134	0.73592556	0.113416746	0.086025245	0.0028062307	0.0001305108	5.5903933e-05	4.3718205e-06	9.0105195e-06	2.2603208e-06	7.847524e-07	1.1004826e-06	1.7542419e-07
a	0.0014674816	0.08974223	0.01270475	0.6947164	0.057653032	0.1263658	0.015956936	0.0012584385	7.109551e-05	1.5410036e-05	1.1807209e-05	2.578875e-05	1.0895079e-06	1.9232689e-06	7.874341e-06
s	0.0015560593	0.006373002	0.018489162	0.5304425	0.3000851	0.12969643	0.009174905	0.0039092405	8.884205e-05	5.5447195e-05	8.2004204e-05	4.3389427e-05	2.3073032e-06	5.601744e-07	1.0681389e-06
e	1.0065263e-05	0.0004096348	0.007090607	0.35847023	0.052885663	0.5169854	0.057546508	0.005472794	0.0009643285	0.00012060666	3.3557793e-05	8.2018305e-06	8.480795e-07	1.4972926e-06	4.578509e-08
è	0.00048682763	0.0009633274	0.0045489985	0.23214145	0.32073212	0.322592	0.09691475	0.020868177	0.0006223791	7.666335e-05	3.1850966e-05	2.0404223e-05	5.887812e-07	3.6041274e-07	1.2673995e-07
s	0.0005721038	0.0017453531	0.003152494	0.15175985	0.25401145	0.54846543	0.037737884	0.0023488868	0.00014181313	3.969542e-05	1.0268755e-05	1.2942739e-05	5.429209e-07	2.576036e-07	1.0275853e-06
t	3.0152836e-05	8.681645e-05	0.002085195	0.10572849	0.043533884	0.75696087	0.07948296	0.0069725323	0.004788296	0.00028801867	3.178042e-05	7.1713102e-06	1.4291555e-06	1.976111e-06	4.0758906e-07
a	0.00072572666	0.0074770157	8.815616e-05	0.016163172	0.0030137904	0.19401942	0.6463516	0.12458152	0.006537292	0.00081597	0.000118078184	9.787271e-05	1.4740222e-06	1.7715005e-06	7.121963e-06
s	0.00067840045	0.003943078	0.00072720164	0.0062156296	0.029856496	0.24444893	0.53870183	0.14081177	0.026730858	0.0057113483	0.0011854775	0.00095171254	2.6481828e-05	8.100051e-06	2.6982884e-06
e	2.8464056e-06	1.4118984e-05	3.504939e-05	0.0049779136	0.004519549	0.26610065	0.37749577	0.2151546	0.11024344	0.02036193	0.0008291706	0.0002394554	8.80973e-06	1.6564736e-05	2.0014161e-07
s	0.00012886825	0.0001861609	9.7596276e-05	0.001140284	0.0062820767	0.08177164	0.33985552	0.43150318	0.117844395	0.018696189	0.0018433172	0.0006395587	8.613067e-06	2.3300688e-06	2.2055274e-07
