 	se	vieni	alle	sette	se	no	non	vieni	più	che	non	mi	ha	</S>
a	0.99294657	0.006895373	9.868677e-05	3.3691056e-05	3.51776e-06	3.179541e-06	1.0017802e-05	2.2146048e-06	6.713199e-07	7.800227e-08	3.7071738e-06	1.3528896e-06	4.866057e-07	4.056676e-07
n	0.7534604	0.1446784	0.08800615	0.0028363322	0.0015488463	0.000332383	0.007075554	0.00068395643	3.3388143e-05	7.290934e-06	0.0012264902	0.000106479834	2.211059e-06	2.097207e-06
è	0.025856888	0.91439813	0.006313307	0.051274255	0.0009530263	0.00061127444	1.3048358e-05	0.00013983306	0.00021696882	5.423726e-06	9.269035e-06	2.7887868e-06	0.00019893171	6.9250677e-06
r	0.005050961	0.73949444	0.25110412	0.0021275969	0.0019257583	1.2957301e-05	0.0001236546	0.000113523456	3.368921e-06	3.0211473e-07	3.952483e-05	3.6449449e-06	7.302898e-08	5.383546e-08
t	0.0043921443	0.3764576	0.53264904	0.082955524	0.0035074146	2.8007795e-05	1.1674434e-06	7.7319355e-06	1.2430476e-06	8.468469e-09	9.201773e-08	4.508686e-08	2.0954865e-08	3.4295827e-08
i	0.0063393433	0.3476764	0.5027286	0.13139622	0.011249095	9.310178e-05	3.2719847e-05	0.00046340364	6.8860504e-06	8.015487e-07	4.819779e-06	5.396991e-06	1.1010726e-06	2.1547596e-06
s	0.0028282618	0.041900095	0.9249763	0.020383788	0.009023225	0.00013059938	0.0003509995	0.00013544489	2.2483053e-05	2.213519e-06	0.00021555909	3.0142972e-05	7.0213684e-07	2.5640014e-07
e	8.406222e-06	0.08586437	0.06100564	0.83758986	0.013833498	0.0016482162	1.670008e-05	2.9646731e-05	3.2224632e-06	3.4535635e-08	9.549045e-08	1.0472632e-07	2.2752822e-07	3.2537344e-09
s	0.0015616094	0.00662396	0.58022857	0.22165154	0.18384437	0.0025590751	0.0029178087	0.00039595214	5.2055708e-05	2.5975853e-06	0.00013140956	2.9225122e-05	1.2306735e-06	6.0040327e-07
e	1.3991123e-05	0.10624972	0.028695483	0.7137682	0.06379815	0.08259828	0.0032725031	0.0014861487	9.645574e-05	7.288034e-06	1.8398993e-06	9.590109e-07	1.0971865e-05	1.1043375e-07
t	0.00048306314	0.0009083653	0.2673683	0.26674494	0.4012508	0.02237117	0.037991256	0.0027678912	3.3416014e-05	1.5632455e-06	6.6623455e-05	1.2219182e-05	3.0570206e-07	1.0375113e-07
t	2.837686e-05	0.023203334	0.020422397	0.6227167	0.11728968	0.19101319	0.006661419	0.017629318	0.00084916275	9.883295e-05	1.8369328e-05	4.8043034e-06	5.7950325e-05	6.369981e-06
à	7.3078804e-06	0.00045510268	0.0111321295	0.84426826	0.050184198	0.08798123	0.002155692	0.0034201015	0.00027584293	6.9005146e-05	1.5886068e-05	1.932972e-05	1.552883e-05	4.7480484e-07
a	0.00017885375	0.00085018465	0.05722957	0.07717804	0.74912214	0.08435097	0.01609106	0.014790453	0.00018112968	2.9231464e-06	1.8148336e-05	6.087401e-06	2.628803e-07	2.0654993e-07
n	0.005459661	0.0014957902	0.008458662	0.017171094	0.107097454	0.7077547	0.11018748	0.034997445	0.006404368	0.00024269302	0.00054737425	0.00014969968	3.2020664e-05	1.4793177e-06
d	0.000631983	0.0020864382	0.00097367004	0.03245287	0.012146393	0.72084856	0.058311023	0.11763131	0.04674149	0.0043959823	7.201325e-05	9.435761e-05	0.003539094	7.4835676e-05
e	0.021817695	0.056597974	0.0980053	0.13507968	0.23056643	0.40362644	0.0024517372	0.0133445235	0.029298585	0.0010942654	5.0273044e-05	0.00025971964	0.005174734	0.0026326778
m	0.0034256733	0.0040313266	0.0026314915	0.0010473346	0.03993739	0.56371754	0.15526505	0.12553631	0.0953575	0.0035339356	0.0030679468	0.0015057754	0.0006899747	0.00025269162
i	0.00089335116	0.00046984377	0.0013286474	0.0041554756	0.0024254604	0.8174353	0.053908817	0.058028203	0.035057563	0.010036663	0.00038424353	0.0003830219	0.011189197	0.0043040193
n	0.00015211425	0.00014277238	0.00037711312	0.00054207863	0.008582727	0.3643866	0.021958353	0.031559534	0.4973777	0.021896759	0.038097084	0.014709672	0.00018677436	3.0749456e-05
d	0.0142016355	0.005808552	0.0016007235	0.0023433336	0.005262306	0.28702638	0.05733546	0.09552361	0.36709762	0.10464017	0.0020044073	0.006857792	0.048960585	0.001337334
è	0.059685774	0.09803082	0.073320374	0.048718084	0.23849757	0.203929	0.0023137035	0.03484194	0.1516914	0.014497296	0.0001112114	0.0008381778	0.028592793	0.04493182
l	0.0093411	0.035780106	0.0093874	0.0068156826	0.09604684	0.20600186	0.041396268	0.15012202	0.34365237	0.048555527	0.013273571	0.03327107	0.0059742546	0.00038203117
a	0.009859899	0.017876314	0.027263038	0.004192903	0.14418226	0.19144323	0.011198122	0.41653615	0.122103155	0.03960051	0.00014657849	0.00053485925	0.012121043	0.0029419505
p	0.007923581	0.017611831	0.004200594	0.0031760724	0.004880357	0.011603453	0.03572728	0.009689079	0.25037307	0.56544554	0.029384144	0.038349766	0.020242384	0.0013928543
l	0.0025259834	0.0006952015	0.0009733283	0.0005178576	0.00048760907	0.023645159	0.0052756914	0.010232843	0.26936144	0.45575	0.0033199165	0.009222053	0.19346094	0.024532033
è	0.0050230683	0.035662275	0.013029947	0.0069171144	0.076293424	0.019449377	0.0014524455	0.057889454	0.30206332	0.18723406	0.0016273514	0.013376568	0.20900281	0.07097872
o	0.0015005956	0.013255339	0.002906392	0.0017030932	0.009161898	0.0056931344	0.01550593	0.08367269	0.21620677	0.2858255	0.011373044	0.13271777	0.2170805	0.0033973833
k	0.007560323	0.026749637	0.00437709	0.003098157	0.0037710029	0.0015382551	0.0042217	0.002752074	0.047139022	0.20593889	0.042978715	0.09801319	0.43647745	0.11538439
a	0.00072041433	0.00023832184	0.00021230648	0.00019962617	7.419435e-05	0.00080478087	0.0011396284	0.0010178881	0.014589789	0.1500102	0.014507928	0.1319224	0.65775764	0.026804857
e	0.00041783557	0.0005895326	0.00032508993	0.00023684888	0.0002867705	0.00034384034	0.000732672	0.000182203	0.010952039	0.08618386	0.040023413	0.08399245	0.6886701	0.087063365
m	0.00087815255	0.0011772353	0.000558537	5.812645e-05	9.273738e-05	7.161078e-05	0.00018520086	7.235872e-05	0.0025673574	0.012577377	0.019385947	0.012834364	0.14531858	0.80422246
è	0.0003361016	0.000114784714	8.610452e-05	4.2619704e-05	1.6206632e-05	3.944788e-05	3.0208841e-05	3.785444e-05	0.0003652763	0.0016935996	0.0009507448	0.00786587	0.8210057	0.16741544
c	1.3094937e-05	4.9912178e-05	1.6711248e-05	8.684933e-06	1.3832354e-05	8.988935e-06	2.2923314e-05	1.5404714e-05	0.00026107655	0.001560592	0.00048586266	0.0031717021	0.9813929	0.012978239
h	2.2533586e-05	1.1350931e-05	1.7559672e-05	5.2501823e-06	3.396746e-06	4.119194e-06	1.1245468e-05	6.956097e-06	2.0274281e-05	0.00027681084	0.00047924786	0.002816043	0.9712288	0.025096344
i	0.00022470133	0.0005610635	0.0002835807	7.849226e-05	0.00014849303	8.903338e-06	1.8080759e-06	4.501357e-05	0.0002506237	0.000101742604	3.684237e-05	0.00047025704	0.6985023	0.29928625
</S>	0.00018694768	0.0009586786	0.00021459757	1.2347694e-05	5.5895554e-05	2.8997054e-06	3.9177676e-06	2.7918619e-05	4.3282213e-05	3.9825558e-05	0.00016834546	0.0005651446	0.11819021	0.87953
