 	se	avevi	visto	tempo	il	tempo	non	fossi	venuto	che	ti	bagna	tutto	</S>
a	0.9796252	0.020163558	0.00019192917	1.1874819e-05	1.8206529e-06	7.983976e-07	2.725778e-06	5.6767925e-07	1.3031637e-06	9.858405e-09	8.016355e-09	3.6077882e-08	1.0312737e-08	7.963008e-08
n	0.6881744	0.2796274	0.03117994	0.00039727113	3.6605208e-05	2.3382823e-05	0.0005301646	5.113411e-06	2.2367396e-05	5.269285e-07	3.7273642e-07	1.4178754e-06	2.8525514e-07	8.006879e-07
ì	0.01096723	0.8960477	0.08461635	0.0061042355	0.0010405527	0.00043326998	4.6639425e-06	0.0003547254	0.00042683393	6.932054e-07	1.8382037e-06	1.4885802e-06	1.7247761e-07	3.3151392e-07
c	0.0022322976	0.9912013	0.006496707	4.60776e-05	3.4567065e-06	9.090752e-07	1.6883452e-05	1.8929759e-06	4.553283e-07	3.7909444e-09	4.8787667e-09	4.3294627e-08	1.4041659e-09	1.1560939e-08
h	0.0017222073	0.92085856	0.076516315	0.00085519976	3.1195214e-05	6.505551e-06	2.1861773e-07	7.654444e-07	9.09943e-06	1.679249e-08	2.1397042e-08	9.330237e-09	3.5562164e-09	1.358899e-08
e	0.0016402497	0.95089257	0.047211852	0.00024304015	8.33564e-06	7.245918e-07	8.640594e-07	4.5721407e-07	1.6639464e-06	3.4065884e-08	2.023888e-08	1.20972725e-08	2.302851e-08	1.4988633e-07
t	0.0061373794	0.31534907	0.6693609	0.008340823	0.00047166162	0.00015877417	8.85076e-05	3.3647466e-05	5.8687034e-05	6.1543524e-08	7.599364e-08	3.4280225e-07	1.3639418e-08	8.546509e-08
o	1.8570954e-05	0.13329944	0.7103465	0.15216337	0.0039000728	0.00022875507	2.1546373e-06	2.962639e-05	1.1347207e-05	2.7853094e-08	4.7693515e-08	7.95364e-08	3.045074e-09	2.5352926e-09
r	0.0009945084	0.099594966	0.68939376	0.19709323	0.011646579	0.0006004137	0.000642573	2.838655e-05	4.7399612e-06	1.5882378e-08	2.639995e-08	4.6967344e-07	8.7095335e-09	3.0875373e-07
ì	3.361613e-05	0.03941563	0.38701826	0.5087972	0.057868257	0.006177446	6.705748e-05	0.00043769483	0.00017913982	9.2354526e-07	1.2324563e-06	3.5560658e-06	3.232121e-08	1.6495154e-08
s	0.00054917793	0.08334471	0.30186766	0.49159527	0.09441527	0.012773368	0.015405844	4.715683e-05	1.3898773e-06	2.2876401e-08	2.30291e-08	6.727057e-08	8.156302e-09	5.3722978e-08
o	0.0024778664	0.030939765	0.47242454	0.41958243	0.07198377	0.0023042362	1.3282003e-05	0.0001346368	0.0001365739	7.67089e-07	1.2418436e-06	5.161153e-07	1.5185762e-07	1.9331523e-07
n	0.016147109	0.012243626	0.020057281	0.5138623	0.33895332	0.07707714	0.011306899	0.008909016	0.001373552	3.6751737e-06	7.1790805e-06	5.2015657e-05	1.2016491e-06	5.6528165e-06
t	0.00049606303	0.0011306822	0.08929199	0.5651749	0.3018958	0.039213404	0.0012054665	0.0014924123	8.914644e-05	2.2856661e-06	1.7642983e-06	5.6107588e-06	3.0949417e-07	1.7587337e-07
a	3.5552188e-05	0.004131415	0.10347758	0.52048105	0.33401224	0.036232676	0.0006335389	0.0008580041	0.00013702546	5.757145e-07	1.9508713e-07	1.359462e-07	1.841036e-08	3.0173858e-08
c	0.0003891114	0.00063302444	0.010086489	0.38412803	0.51124036	0.055279657	0.037589606	0.0006397901	1.210363e-05	1.06928205e-07	6.701084e-08	1.4555465e-06	1.3225401e-08	1.4933764e-07
e	7.597123e-06	0.000524102	0.02467646	0.30303094	0.51522577	0.15131699	0.002887683	0.0018891061	0.00025904062	0.00012489295	2.7405686e-05	1.4772885e-05	6.552871e-06	8.723261e-06
r	4.0395647e-05	0.00018788812	0.0028133108	0.16272765	0.43821433	0.3089607	0.074287385	0.012671605	9.5347095e-05	4.339709e-07	1.4613488e-07	7.704951e-07	3.806175e-09	3.41567e-08
ò	7.921428e-05	0.0004885333	0.0045907623	0.14293146	0.32290193	0.47734326	0.010184283	0.035806958	0.0054787984	9.3882336e-05	3.503733e-05	6.4150656e-05	1.0068243e-06	8.029377e-07
o	8.8683744e-05	0.00022658653	0.00025867295	0.028290033	0.15963282	0.71942854	0.05290751	0.038550876	0.0006125044	2.3153418e-06	5.1645617e-07	8.330511e-07	7.803052e-09	1.6950974e-08
c	0.0020832012	0.0016469815	0.00015364245	0.0032248886	0.071185574	0.5269019	0.19828837	0.19557914	0.0007809193	1.4538192e-05	1.3814759e-05	0.0001257676	1.6857489e-07	1.0171381e-06
e	0.0001513099	0.00011268347	0.0002952801	0.012269762	0.09931643	0.75196505	0.036041144	0.08791425	0.009711607	0.0019902585	0.00014065206	8.408038e-05	4.096381e-06	3.3326692e-06
r	5.6799643e-05	9.486557e-05	4.1218558e-05	0.006183503	0.0759852	0.5953949	0.07628835	0.23654236	0.009121537	0.00023728058	3.8859234e-05	1.49065345e-05	3.7447958e-08	1.2908541e-07
ò	0.00025837054	0.00012721647	0.00014518326	0.005305716	0.036551394	0.5333014	0.024087377	0.32807806	0.06330317	0.007974339	0.0005965334	0.00026253916	4.811284e-06	3.9535835e-06
e	8.793264e-05	0.00026894355	3.2741413e-05	0.0017272084	0.01296238	0.20504792	0.0135894725	0.63028514	0.13493489	0.00092386466	0.00012310361	1.6299226e-05	4.5406665e-08	3.8087105e-08
n	0.0011112334	0.0042339796	6.419058e-05	0.00087157014	0.005268363	0.06346468	0.16437091	0.7451779	0.011145426	0.002927605	0.0005686604	0.0007929325	8.253811e-07	1.7122793e-06
ì	0.0040419768	0.00055784435	0.00033981542	0.0026917462	0.013802028	0.08674562	0.032502692	0.7049185	0.041759882	0.10362446	0.00679612	0.0020864564	8.154924e-05	5.1267867e-05
c	0.00046421174	0.0017133366	9.293292e-05	0.0011707844	0.004965412	0.05282801	0.009021269	0.67942965	0.22216928	0.021861047	0.005926141	0.0003563312	1.1236394e-06	5.4631454e-07
h	0.0010814494	0.00029821997	0.00023115297	0.0014007707	0.008193803	0.058658663	0.09641801	0.6859093	0.04878265	0.08848709	0.009369637	0.0009541638	0.00018378618	3.140363e-05
e	0.00040769335	0.00080049963	6.8432106e-05	0.0012633667	0.008532602	0.017117634	0.00041686767	0.83212453	0.13250619	0.0034795224	0.0030977929	0.00013314847	1.3825953e-05	3.7877388e-05
è	0.0018903456	0.0061432347	0.00010678767	0.0011595878	0.003696142	0.017765956	0.05607775	0.4358184	0.113546506	0.24740551	0.102942586	0.013180955	0.000119311495	0.00014686646
r	0.007639369	0.018576039	0.00028062987	0.0026654194	0.006909277	0.020583618	0.04503821	0.6071745	0.056287106	0.12747057	0.097341046	0.00962703	9.0473295e-05	0.00031675995
t	0.0012674397	0.00033577465	0.00019441998	0.0004967906	0.0019988853	0.009096453	0.038471673	0.21792714	0.055141196	0.4853594	0.1768268	0.010769103	0.0016962409	0.00041870467
o	0.0016030045	0.0024626728	0.00018147228	0.00091682165	0.00404753	0.012128367	0.000641671	0.51548755	0.19054222	0.05331786	0.20080581	0.016825149	0.00027731992	0.0007625524
n	0.00089329784	0.002822869	4.4534994e-05	0.00037039496	0.00067782524	0.0012174122	0.008328449	0.024063373	0.058911826	0.2961294	0.5428312	0.061656334	0.0010390421	0.0010140269
t	3.5355893e-05	7.63494e-06	1.0086331e-05	1.382712e-05	4.231966e-05	0.00045848123	0.00036475793	0.009523314	0.027025871	0.6117463	0.33028817	0.018639592	0.0017328298	0.0001114375
a	2.6863612e-05	1.5173788e-05	4.3423324e-06	1.4904402e-05	6.0956245e-05	0.0007360441	1.7274442e-05	0.041408762	0.32045898	0.10382836	0.5105662	0.016588978	0.0051754955	0.0010977688
n	8.969402e-05	0.0002018183	7.871158e-06	3.6546888e-05	7.988606e-05	0.00014411328	0.0046317694	0.0032319364	0.016365549	0.29084447	0.48864028	0.19078085	0.0021795598	0.0027656504
a	8.092386e-06	6.042663e-06	5.303747e-06	7.463407e-06	1.6990209e-05	0.00025240905	0.0004882226	0.0044148252	0.01599245	0.48388007	0.4474246	0.036498424	0.010261135	0.0007439474
s	8.3812236e-05	0.00023180804	1.078243e-05	6.573481e-05	9.513968e-05	0.00012350269	0.0012786161	0.00070099276	0.005113499	0.106908314	0.39130953	0.48647362	0.00462008	0.0029845398
