 	vado	trovando	un	forno	che	fa	pane	buon	e	non	so	dove	è	</S>
i	0.9980932	0.0018726788	3.1492862e-05	1.9062813e-06	3.560314e-07	1.2652075e-07	7.2230975e-08	4.8422134e-08	9.403707e-09	2.8638267e-08	8.577211e-09	3.3450231e-09	2.3308562e-08	7.089283e-08
p	0.91066617	0.073980205	0.014958436	0.0003373928	3.8644517e-05	8.375934e-06	2.9231635e-06	2.1814117e-06	4.904328e-07	2.8255774e-06	8.879541e-07	1.7646222e-07	5.4888534e-07	7.361904e-07
à	0.57217807	0.42639443	0.0013252702	7.856794e-05	9.653277e-06	3.6366152e-06	9.278438e-06	7.080207e-07	1.7312297e-07	9.8968576e-09	3.083375e-08	2.113088e-08	1.1865496e-08	8.8561345e-09
o	0.7381735	0.2509306	0.010883055	1.2279387e-05	3.133451e-07	1.2157179e-07	2.1076143e-08	1.3778536e-08	6.2502346e-09	3.5578427e-08	1.6237747e-08	6.101184e-10	3.7905394e-09	1.8468409e-08
v	0.11331846	0.7618925	0.121145956	0.0033638866	0.00011254135	0.00010649878	2.3602777e-05	7.083616e-06	2.0152984e-06	1.3401789e-05	9.56522e-06	2.0672148e-07	1.0703701e-06	3.1374145e-06
r	0.007888025	0.9580305	0.03349105	0.00053562346	4.1846823e-05	8.400054e-06	2.9690357e-06	1.0817141e-06	2.7086654e-07	2.9702008e-09	7.018106e-08	6.896752e-08	3.399174e-09	1.4315399e-08
ì	0.033788737	0.9223217	0.043122713	0.00074070314	2.512464e-05	9.087968e-07	5.286135e-08	2.8442194e-08	6.5854517e-09	4.510927e-08	7.983367e-09	1.2135989e-09	5.188739e-08	1.11492815e-08
s	0.032009117	0.43465963	0.5329428	0.0003745594	6.6035677e-06	1.813816e-06	3.6629435e-06	3.3404558e-07	1.4420162e-07	3.048239e-07	1.6669539e-07	1.2211423e-08	2.0289487e-07	6.504808e-07
k	0.0028331561	0.37829658	0.6126351	0.005870565	0.00017370353	5.429302e-05	0.00011402711	1.039087e-05	5.9970907e-06	3.4314045e-08	2.5973209e-06	2.7348751e-06	5.4044044e-08	8.133691e-07
o	0.066215694	0.41268995	0.5030787	0.015684273	0.00049556803	0.00031470947	0.00020166198	2.2485341e-05	2.9472008e-05	1.0926245e-05	9.3255425e-05	1.11160925e-05	2.9840821e-06	0.001149196
n	0.017484024	0.06667029	0.8384626	0.07267898	0.003041481	0.00091651524	0.00058001635	5.9805352e-05	1.4753098e-05	6.190653e-05	1.9405052e-05	4.343502e-07	6.100622e-06	3.6937167e-06
t	0.0025216483	0.06665986	0.7470895	0.16777603	0.013898294	0.0015207152	0.00028505456	0.00014078265	5.7076355e-05	3.2535735e-07	2.423851e-05	1.6350106e-05	5.123862e-06	4.984942e-06
a	0.0010692073	0.40477943	0.33654985	0.23855811	0.018486602	0.0004768662	6.76814e-05	4.123225e-06	1.4579042e-06	2.261738e-06	8.6674874e-07	2.3607713e-07	2.7398003e-06	4.998029e-07
n	0.00050961354	0.0045205783	0.60090345	0.3887378	0.004848894	0.0004625343	1.0005232e-05	1.856522e-06	4.0585817e-07	3.4286163e-06	1.078143e-06	1.05140066e-08	1.562954e-07	1.6150237e-07
a	0.000208591	0.008844698	0.52181387	0.43526226	0.031815946	0.0017718663	0.00015355562	0.000100667836	1.3195834e-05	9.769566e-07	7.3548e-06	8.384819e-07	4.9748787e-06	1.1866808e-06
f	0.0013017285	0.0012855063	0.072443955	0.8283319	0.09119984	0.005281902	0.0001244204	1.2524833e-05	2.5908348e-06	1.2142437e-05	2.3874331e-06	7.5660104e-08	6.226827e-07	4.453297e-07
u	0.00015443131	0.00049866585	0.061124343	0.6267871	0.29498285	0.015627436	0.00051490066	0.00020403236	5.504838e-05	7.3064075e-06	1.9286443e-05	6.631871e-06	1.1044874e-05	6.856087e-06
r	0.00010236587	0.00043355516	0.052033942	0.7822824	0.13836445	0.026367066	0.00036934236	2.9361281e-05	1.6031961e-06	1.5134243e-05	6.758264e-07	7.500625e-09	1.09709745e-07	3.9574797e-08
n	7.625042e-05	0.00027084164	0.026569355	0.55272436	0.36659715	0.050962854	0.0021897561	0.00051313796	5.865198e-05	5.4805773e-06	2.542729e-05	2.287267e-06	3.510849e-06	9.3368294e-07
o	0.0010842219	0.002616532	0.009788158	0.4463687	0.30544153	0.17081738	0.06151789	0.0011909029	0.00061550544	3.664578e-05	0.00029766822	6.296176e-05	0.00011405491	4.7746085e-05
k	0.0020079575	0.0015708427	0.0065271016	0.28393918	0.48926872	0.20621862	0.0048193946	0.0036559762	0.00090465136	0.0003472647	0.0006683806	7.351965e-06	4.3919874e-05	2.0607025e-05
a	0.002112185	0.0025044952	0.0033120464	0.11634041	0.59099555	0.23199406	0.02428532	0.014813722	0.0077394764	4.249058e-05	0.0038721855	0.00070671004	0.0011377453	0.00014359252
k	0.0023730663	0.0017987541	0.0023302338	0.053569093	0.49556234	0.4267031	0.013986338	0.0027352246	0.00029093082	0.0005387161	9.3657145e-05	2.2664437e-06	1.4780845e-05	1.5263591e-06
à	0.0005947988	0.0006339866	0.0010863537	0.058076218	0.5403409	0.36439875	0.01876785	0.011225417	0.002311764	0.0003011528	0.0008126959	9.2155395e-05	0.0012865837	7.139876e-05
n	0.0007980092	0.0008543592	0.0009077415	0.022861583	0.21027662	0.60249484	0.147397	0.013045002	0.00040153298	0.0009104491	4.7218793e-05	1.7339333e-06	3.7224388e-06	1.7185859e-07
n	0.0017754771	0.00075093517	0.0017466153	0.06796662	0.1517066	0.7577869	0.011749051	0.004443773	0.0011289967	0.00013531833	0.0006337856	6.317938e-05	2.4329545e-05	8.83907e-05
i	0.003475464	0.0022534132	0.000611591	0.041135233	0.047535207	0.7810151	0.11918778	0.0036145346	0.00073702505	9.665941e-05	0.000214077	9.985176e-06	5.780961e-06	0.00010829987
t	0.00077535835	0.00067242666	0.0004061173	0.0051078014	0.05581289	0.76061946	0.12933928	0.03819865	0.0048902286	0.0031349321	0.0009872752	1.1250721e-05	3.7983467e-05	6.3875227e-06
o	4.1827075e-06	7.875299e-06	1.794925e-05	0.006115286	0.112789534	0.6027067	0.19556502	0.07527632	0.0068222573	0.00013217662	0.0005375207	1.7155233e-05	7.752273e-06	2.3343755e-07
t	9.781099e-05	9.081122e-05	5.6959572e-05	0.001139662	0.023041276	0.60075134	0.15966766	0.18104626	0.016989978	0.01460882	0.002495434	9.264538e-06	4.0594064e-06	7.2157826e-07
s	2.2523152e-06	3.510969e-06	7.969752e-06	0.0012339663	0.020133518	0.16317819	0.5555378	0.23289554	0.023324795	0.0011010106	0.002456388	0.0001119645	1.1312835e-05	1.7630235e-06
o	5.51191e-07	1.2633191e-06	3.467093e-06	0.001014359	0.0074468628	0.043522276	0.89178634	0.03817911	0.015527568	0.00063981896	0.0011541095	0.0006726477	4.3797096e-05	7.828184e-06
m	2.503747e-05	1.732399e-05	1.00836805e-05	0.0004991836	0.009421801	0.45927414	0.16041107	0.26988983	0.05127711	0.02675867	0.022300616	0.00010661388	4.3388477e-06	4.1889284e-06
ì	5.694165e-06	6.9888497e-06	1.1415606e-05	0.00059028796	0.009929158	0.08854405	0.4798749	0.35488045	0.059082814	0.0012734144	0.0050295494	0.0006448176	8.401257e-05	4.2409672e-05
k	2.3693183e-05	2.220231e-05	2.8714749e-05	0.0005178081	0.012166605	0.19000645	0.054959927	0.5672772	0.08310573	0.06718743	0.024303017	0.00025004032	0.00012481198	2.6420012e-05
a	0.00046679412	0.00037856004	0.0001079075	0.0010782933	0.009452059	0.13620502	0.070465535	0.46113834	0.25055403	0.0029879399	0.059681963	0.0065812925	0.00033939694	0.0005628416
l	0.002663664	0.0044225347	0.0011210765	0.0014396096	0.0020666006	0.0077586565	0.019220356	0.46015474	0.3742341	0.047118135	0.07201608	0.0067334007	0.0008527716	0.0001982084
ò	3.967543e-05	3.7316644e-05	1.8929324e-05	6.944268e-05	0.00038819993	0.0052009127	0.018341027	0.4124416	0.43550512	0.010865694	0.09956493	0.012207486	0.005065436	0.00025421192
c	0.00015270867	0.00020775748	7.5077325e-05	0.000118955504	0.00027626206	0.0023983573	0.015641373	0.52284926	0.35787228	0.020584172	0.070667826	0.008037285	0.0010532583	6.5395616e-05
e	5.122718e-05	4.9882652e-05	1.1876654e-05	6.533936e-05	0.00039548884	0.0071239406	0.005886195	0.26244807	0.4582832	0.020026838	0.21020168	0.015686959	0.019553255	0.00021600816
e	0.0006623302	0.0011853746	0.0003075381	0.00039129672	0.00044742477	0.001462275	0.007247166	0.13435495	0.48432055	0.03164745	0.17511226	0.15110643	0.0090424325	0.0027125073
n	0.00015323011	0.00014951275	2.1909536e-05	6.141969e-05	3.2535587e-05	0.00049292203	0.003232278	0.05573375	0.26285353	0.07190979	0.5248602	0.07101606	0.0032665574	0.006216257
i	3.47942e-05	3.5699e-05	1.869414e-05	3.251358e-05	5.914072e-05	0.00035121565	0.0016359352	0.08364214	0.37095577	0.01718429	0.18479803	0.25804165	0.074285954	0.008924116
t	0.00016077857	0.00020953466	6.401926e-05	9.402319e-05	6.800577e-05	0.0003317849	0.0021164976	0.041395582	0.2592181	0.036866464	0.31986153	0.28230911	0.03378983	0.02351469
s	3.7117534e-06	3.5357155e-06	1.6848813e-06	4.728396e-06	1.969038e-05	0.00042165705	0.0068802587	0.1072028	0.31622836	0.0032772813	0.14251314	0.2103588	0.17495261	0.038131673
è	1.3023836e-06	1.8556946e-06	3.6629135e-07	2.853544e-06	3.0242207e-05	0.00063145417	0.027703404	0.03941423	0.25179905	0.00019491203	0.06437526	0.4694344	0.10627106	0.040139623
r	6.0896077e-06	5.379126e-06	4.5161214e-06	7.5026705e-06	1.5733856e-05	0.00014319543	0.0010317428	0.04864509	0.25736418	0.008307318	0.2013441	0.10011326	0.3581619	0.024849936
o	3.804564e-05	4.176958e-05	6.4333794e-06	2.099838e-05	3.2056832e-05	0.00034781024	0.00049477903	0.029027648	0.23350355	0.0006024088	0.30731305	0.27847558	0.09341411	0.056681763
p	0.00034200135	0.0006312446	0.00010965225	0.00015263277	8.648666e-05	0.00022946436	0.0011394823	0.0016856018	0.01275345	0.0043377653	0.0363952	0.08054931	0.14506248	0.71652526
u	1.6733577e-06	1.9306701e-06	7.4598694e-07	1.4797089e-06	3.0106194e-06	1.4814987e-05	0.00011678734	0.0041403584	0.043556318	0.0013179928	0.038442057	0.29919878	0.5415166	0.07168742
s	7.147524e-06	1.03065195e-05	2.5022662e-06	3.912596e-06	3.4660575e-06	1.40015145e-05	4.5089724e-05	0.0013389	0.015971784	0.0018852368	0.026746022	0.09851024	0.4924559	0.3630055
t	1.4948678e-06	1.89185e-06	9.0181766e-07	1.3699545e-06	2.386606e-06	1.6392432e-05	0.00025081905	0.008288704	0.064388365	0.0017433488	0.06718395	0.23381884	0.5886575	0.035643954
è	3.3756296e-06	4.7630665e-06	5.838339e-07	1.6818016e-06	2.32221e-06	2.5100784e-05	0.0010507113	0.0058257803	0.07923617	6.8483685e-05	0.048087455	0.60542905	0.0947953	0.16546917
i	7.8920375e-06	9.122625e-06	4.8409156e-06	6.5130835e-06	5.6651334e-06	1.737672e-05	4.6074278e-05	0.0010016463	0.012844571	0.002088353	0.029669411	0.05651126	0.66892207	0.22886515
</S>	5.2351093e-05	5.199747e-05	7.677296e-06	1.9247029e-05	4.4993e-06	3.37774e-05	9.182586e-05	9.54086e-05	0.00079262553	0.0011238682	0.0076833363	0.0077298665	0.08572734	0.8965862
