 	il	morto	vuole	pianto	</S>
o	0.999731	0.00025562837	6.372339e-06	4.9774762e-06	2.00636e-06
p	0.8325739	0.14625737	0.020302683	0.00083642686	2.9632532e-05
e	0.6383205	0.35870108	0.002622712	0.00017356976	0.00018209116
s	0.11292409	0.8843887	0.0026583287	2.1432044e-05	7.520264e-06
a	0.007593218	0.9886348	0.0037059346	4.587601e-05	2.011562e-05
m	0.006338167	0.9605404	0.03300084	0.0001157163	4.834045e-06
m	0.0024604613	0.89723223	0.082261816	0.0067173955	0.011328046
è	0.21128026	0.74275595	0.033832043	0.007934135	0.0041975337
n	0.014375691	0.8602155	0.12515667	0.00022411498	2.7976794e-05
o	0.0731279	0.33149654	0.37140298	0.05526017	0.16871242
t	0.30670437	0.1953117	0.43905342	0.049442817	0.0094877845
è	0.0007170492	0.06837239	0.87221617	0.0521847	0.0065097264
l	0.0019057364	0.01399119	0.96333164	0.01925115	0.0015203705
i	0.0019778695	0.0058660796	0.8640244	0.10550926	0.02262245
g	0.19608673	0.04092352	0.10378078	0.4480262	0.21118279
l	0.00021799147	0.0013507043	0.57456857	0.30576426	0.11809845
a	0.0062888623	0.0009862732	0.059834022	0.102609366	0.8302815
m	0.0010912672	0.00045241494	0.06619985	0.3847035	0.547553
m	5.515507e-05	7.869752e-05	0.05833996	0.87663096	0.06489526
è	0.0024197132	0.0013171363	0.16141187	0.42228508	0.4125662
n	0.005288896	0.0036666852	0.14360288	0.46690106	0.38054043
o	0.012473039	0.0013938608	0.09705823	0.12030038	0.76877457
</S>	0.069783375	0.014284441	0.0058581736	0.007909749	0.9021642
