 	noo	abbiamo	deciso	che	oggi	avevamo	andare	alla	spiaggia	con	mio	fratello	però	lui	sapeva	che	faceva	freddo	e	non	è	venuto	ma	ma	lì	che	il	mare	non	mi	piace	quando	fa	freddo	</S>
e	0.99904794	0.00093033403	1.736474e-05	1.8210598e-06	1.208479e-06	9.763927e-07	7.8170835e-08	1.15753265e-08	4.2432788e-08	3.1596992e-09	8.323539e-09	2.5452607e-09	3.665427e-09	4.5157558e-09	1.46239625e-08	1.5211149e-09	3.63913e-09	3.3355466e-08	2.906463e-09	2.2777265e-09	2.8645042e-09	3.4870787e-08	1.831811e-09	2.3146722e-09	2.6141185e-08	1.7596138e-09	2.9833207e-09	7.3955166e-09	2.5594127e-09	1.5505984e-09	1.31984015e-08	2.9250378e-09	3.977243e-09	5.4488105e-08	3.0043246e-08
m	0.8504125	0.14423296	0.0044514826	0.00046921504	0.0003225498	9.326521e-05	5.8920305e-06	6.7228e-07	1.1399815e-06	2.8598697e-07	5.932658e-07	2.8437745e-07	2.3423458e-07	2.7317395e-07	4.8989517e-07	1.5507732e-07	2.6142473e-07	8.665098e-07	1.9029031e-07	2.6328192e-07	2.5746843e-07	4.9475796e-07	1.4721431e-07	1.8093635e-07	8.493262e-07	1.4961134e-07	1.7207091e-07	2.5176382e-07	2.711505e-07	1.9695958e-07	6.2280066e-07	1.7876103e-07	2.1288733e-07	8.8620357e-07	1.6328329e-06
ì	0.397122	0.5169187	0.07204959	0.00619587	0.0041813906	0.0029683309	0.0001782639	9.8440665e-05	0.00018768961	2.6481064e-06	6.8773243e-06	1.5780975e-06	1.1223765e-06	1.1261828e-06	7.99655e-06	2.9149555e-07	1.4443451e-06	2.7995558e-05	3.9910788e-07	2.9544566e-07	7.036102e-07	1.3955266e-05	3.5713418e-07	3.2801773e-07	1.1286003e-05	2.5948214e-07	6.548787e-07	2.701768e-06	2.1604548e-07	1.6037859e-07	1.0931423e-06	3.4474752e-07	5.154271e-07	1.2755842e-05	2.5753613e-06
d	0.0655376	0.9316753	0.0026668643	8.710336e-05	8.267014e-06	3.7934283e-06	7.0288644e-07	2.3850802e-07	2.8638124e-06	2.163376e-07	2.2770396e-06	5.571338e-08	8.661723e-08	5.01839e-07	2.9621776e-07	6.0780664e-08	2.8270284e-07	1.9000246e-06	2.2586872e-07	1.0186386e-06	2.7131009e-07	1.1742569e-07	2.027086e-08	5.7413757e-08	2.0445693e-06	5.2165262e-08	7.5263976e-08	1.9321932e-07	1.1596621e-06	5.7088266e-07	3.2530165e-06	8.222698e-08	4.817259e-07	1.341428e-06	5.8766403e-07
e	0.009540932	0.90588087	0.082668975	0.0013320595	0.00043104123	7.6605844e-05	5.0301824e-06	3.0443766e-06	3.600401e-05	1.4355344e-07	1.8672712e-06	2.2113403e-08	2.2288125e-07	2.886893e-07	1.1129863e-06	3.025999e-08	1.2388506e-07	7.8431285e-06	1.2543447e-07	2.0150964e-08	2.5891332e-08	4.2684946e-06	4.718385e-08	5.0016247e-08	4.1556573e-06	4.0093173e-08	9.9622596e-08	5.255375e-07	2.0962002e-08	2.2718824e-08	9.935935e-07	6.3553024e-08	1.030309e-07	2.771905e-06	4.895288e-07
c	0.011157435	0.96338296	0.024087157	0.0011106508	0.0001312225	0.000110349	3.5855544e-06	5.930878e-07	4.5072798e-06	2.493912e-07	1.1275994e-06	7.66095e-08	8.741124e-08	3.952746e-07	4.1176128e-07	8.20204e-08	2.716452e-07	1.1876726e-06	1.9732269e-07	4.2173016e-07	2.4637714e-07	1.2031374e-07	3.3554116e-08	5.467072e-08	9.587177e-07	6.97177e-08	1.1919679e-07	2.6664478e-07	4.800261e-07	2.7170273e-07	1.3383016e-06	8.264856e-08	2.9898533e-07	1.1086343e-06	1.5294032e-06
i	0.00044232042	0.5350935	0.4478986	0.01557112	0.00079439627	0.0001721757	1.0392032e-05	2.4805004e-06	6.2989457e-06	1.49059e-07	8.465434e-07	1.775351e-08	1.4778468e-07	1.6998884e-07	6.015338e-07	1.3336871e-08	8.729288e-08	2.328009e-06	6.6436925e-08	6.598097e-10	2.4614797e-09	1.7093016e-06	2.3250887e-08	1.496359e-08	1.4735044e-06	1.6733512e-08	5.800249e-08	3.5605663e-07	5.4206395e-10	9.526737e-10	2.3230466e-07	1.9711369e-08	2.1050269e-08	4.2345602e-07	2.255738e-08
d	0.003536266	0.94498223	0.04645992	0.0049327826	6.9001464e-05	1.8867046e-05	3.221115e-07	6.374259e-08	2.2075592e-07	1.029027e-08	3.8989302e-08	2.8868405e-09	2.057438e-09	9.476569e-09	8.99578e-09	2.243001e-09	8.2333855e-09	2.6794016e-08	4.3407757e-09	1.0687114e-08	6.915258e-09	2.1251907e-09	9.176001e-10	1.1585534e-09	1.8872162e-08	1.712639e-09	3.3205538e-09	7.1594592e-09	1.0112954e-08	7.188962e-09	1.986409e-08	1.6109575e-09	6.9339867e-09	3.470632e-08	7.1965104e-08
è	0.0006750227	0.28325817	0.62907135	0.08152352	0.003910359	0.0011271982	0.00021219598	8.84109e-05	3.57635e-05	9.07673e-06	1.8677281e-05	3.4667983e-06	4.550363e-06	4.4552753e-06	1.7979863e-05	7.8487204e-07	5.9489757e-06	6.5305007e-06	1.4535403e-06	1.3263392e-08	2.3598632e-07	7.5676217e-06	7.7113947e-07	8.2004505e-07	4.983185e-06	6.167369e-07	1.2992177e-06	2.5841257e-06	5.394192e-09	1.2299972e-08	1.9680172e-06	5.861011e-07	4.025253e-07	3.1242082e-06	1.810561e-07
t	0.0071972096	0.5218519	0.41369495	0.05424722	0.002940167	6.6765286e-05	6.579233e-07	8.5112084e-08	4.922531e-07	1.7696191e-08	5.0181043e-08	8.680695e-09	1.149376e-08	2.372773e-08	4.2425782e-08	7.37756e-09	1.6761225e-08	7.201922e-08	1.3760375e-08	1.629053e-08	1.3756727e-08	2.3779332e-08	4.5840127e-09	6.909484e-09	4.1568786e-08	6.868279e-09	9.10486e-09	2.1421299e-08	1.8861838e-08	1.18930625e-08	4.666231e-08	8.250522e-09	1.379351e-08	2.901377e-08	3.6448935e-08
