 	mi	si	gonfiò	il	dito	</S>
m	0.89262867	0.106314905	0.00076946424	4.6492867e-05	0.00022964805	1.085843e-05
u	0.016622923	0.30285114	0.24894203	0.34224847	0.07408505	0.015250431
b	0.030963186	0.7953229	0.17262729	0.00037723954	0.0005701364	0.00013932057
r	0.008439836	0.48259738	0.37001795	0.110534765	0.01653596	0.011874124
i	0.00017950925	0.61509085	0.35983467	0.02432817	0.00056473864	2.0822722e-06
s	0.0088489065	0.06136942	0.8814677	0.040688183	0.0072566	0.00036924367
t	0.0024811507	0.03811631	0.42746803	0.37488368	0.15157926	0.0054715746
ì	0.00014421983	0.17097646	0.17749996	0.18757586	0.4563189	0.0074845464
o	0.0018564874	0.06357378	0.8491303	0.062276796	0.02233945	0.00082320225
d	0.0027560357	0.0012633366	0.016827397	0.65031034	0.31938806	0.009454778
à	5.189736e-06	0.00022766106	0.023004424	0.58648443	0.22061965	0.16965868
t	0.00080391526	0.0039759306	0.059081584	0.7781712	0.09838899	0.059578337
t	4.3166958e-05	0.0031387417	0.056229316	0.43513992	0.48344705	0.022001801
i	1.2328404e-05	0.004200035	0.018633844	0.12665862	0.81849706	0.031998154
l	0.0004928695	0.0005749694	0.001968341	0.07482806	0.73890543	0.18323034
o	2.0372295e-06	4.8848065e-05	0.0022409814	0.75020796	0.21031506	0.037185106
</S>	0.00020398709	0.00027000997	0.00038175576	0.011744437	0.14656094	0.84083885
