 	non	è	li	dimentichiamo	mai	i	i	padri	e	le	madri	</S>
e	0.6174989	0.38219425	0.00025564342	3.111447e-05	1.5371992e-05	1.8694889e-06	8.033489e-07	4.3413017e-08	4.5654488e-08	3.5119534e-08	1.2385118e-06	6.71177e-07
n	0.7331277	0.2155452	0.046533752	0.0022442157	0.0023415056	0.00014411731	3.595614e-05	8.856893e-06	2.4303577e-06	1.9093168e-06	1.2776862e-05	1.50019e-06
è	0.24407642	0.6844411	0.026577411	0.04235014	0.001881356	0.0003582248	0.00026132175	7.981466e-06	2.9222956e-05	6.388553e-06	7.900465e-06	2.5763002e-06
n	0.0509151	0.45293337	0.48944303	0.0040176194	0.0026204293	5.2999538e-05	1.0181647e-05	1.419586e-06	5.1535494e-07	4.4232078e-07	4.2642873e-06	5.8545305e-07
a	0.008863215	0.7666002	0.18876716	0.032474276	0.003165107	9.787644e-05	2.4835746e-05	2.231205e-06	2.027809e-06	5.0926946e-07	3.357278e-07	2.1849173e-06
l	0.037825093	0.1106411	0.72028023	0.043810677	0.084238306	0.0025423097	0.00043670682	1.540125e-05	5.1691145e-06	7.888614e-06	0.00018336356	1.378946e-05
l	0.0022799866	0.011694963	0.39718118	0.52379787	0.05948268	0.0040479666	0.0014017724	3.0144969e-05	3.5307665e-05	1.8556995e-05	2.3529352e-05	5.9783174e-06
i	0.009865536	0.026475424	0.21291254	0.7189586	0.01937081	0.005859089	0.0030754067	0.00023201913	0.00048446053	0.00014097618	0.0024607687	0.00016429494
m	0.26944277	0.24467246	0.097114265	0.10736022	0.18849105	0.058217347	0.027442055	0.0008440507	0.000618761	0.00058106956	0.0045837206	0.0006322359
o	0.00027810532	0.0027613945	0.07344519	0.83092856	0.075946465	0.01110157	0.0045433836	0.00026999065	0.00048608976	0.00014572794	7.3676376e-05	1.9758127e-05
n	0.0021047534	0.0054234234	0.04656434	0.056654267	0.87259454	0.015987316	0.00064937514	4.441669e-06	1.6211559e-06	9.824596e-07	1.3255959e-05	1.7302019e-06
ì	0.00070723356	0.002066599	0.03676502	0.16170524	0.53735787	0.19409098	0.05706754	0.00145724	0.0014745679	0.0010281256	0.0060334513	0.00024612853
s	0.0010408853	0.0028361413	0.045050014	0.013570883	0.91814864	0.018599834	0.0007302265	8.144742e-06	3.1559596e-06	1.8664163e-06	8.438056e-06	1.8194188e-06
u	0.00013408605	0.00034578095	0.024152575	0.041748665	0.82904303	0.09909395	0.005228721	0.0001700038	6.9718866e-05	9.029346e-06	7.7725997e-07	3.700907e-06
m	0.007636011	0.009150158	0.018550288	0.035054464	0.42252082	0.44465658	0.060515072	0.0006718421	0.00028679287	0.00015169787	0.00078857475	1.7781247e-05
e	9.119523e-05	0.00012580826	0.0062961243	0.024234435	0.37217808	0.5283188	0.06517713	0.002741525	0.00050362886	0.00011162578	0.00020504414	1.6582326e-05
m	0.00018214219	0.0001369036	0.00084016204	0.009197416	0.39880076	0.47317588	0.11273382	0.0041194335	0.00073547504	6.748404e-05	8.936325e-06	1.5533669e-06
a	6.0361846e-05	8.701536e-05	0.0013054876	0.006626782	0.15648203	0.6203917	0.18339776	0.0250667	0.0050403248	0.00078935735	0.0005161319	0.00023628517
i	0.0001202403	0.00014150512	0.00063092174	0.0031898576	0.17653252	0.5356055	0.27229816	0.009368711	0.001801644	0.0002791781	2.9142922e-05	2.588146e-06
t	0.008722725	0.0011547824	0.001089318	0.0034002883	0.008075527	0.25223598	0.6216216	0.058960807	0.0390038	0.005247619	0.00045992414	2.7587737e-05
u	2.8480372e-06	2.737066e-06	4.4893062e-05	0.0004660631	0.011450361	0.3042836	0.5135376	0.13259485	0.035084385	0.0024684404	4.074638e-05	2.3488421e-05
s	8.774234e-05	7.971929e-05	0.00016981222	0.000692078	0.004922075	0.25225997	0.6277639	0.06854538	0.036285184	0.008798052	0.00038786128	8.175923e-06
t	2.2696777e-06	2.851857e-06	2.1049835e-05	0.00013112319	0.0042908834	0.14794007	0.4496593	0.28400445	0.099511795	0.01400641	0.00029067963	0.0001390969
a	5.8435097e-07	1.2739939e-06	2.2639335e-05	0.00024669454	0.0034037663	0.17335881	0.4619345	0.123107664	0.20741765	0.027683262	0.0023786267	0.0004444764
c	7.153367e-05	1.4469249e-05	2.5352436e-05	0.00012644501	0.0011457915	0.16101888	0.57246816	0.16265115	0.07945511	0.022320393	0.00065551465	4.7281097e-05
i	2.1007818e-06	5.2503897e-06	1.8573073e-05	3.7975962e-05	0.0009528696	0.06312708	0.3981935	0.28811735	0.21249974	0.034624316	0.0013991602	0.0010221462
ù	4.1534266e-05	2.3236415e-05	3.9855066e-05	0.00017753095	0.0005460704	0.059273064	0.48401794	0.12668361	0.20336981	0.115571804	0.00899109	0.0012643834
r	0.0022872717	0.0007599764	0.0008553556	0.0018762961	0.0009994252	0.009568371	0.084111094	0.36593086	0.35204285	0.17707491	0.0036773847	0.00081621873
i	1.5326967e-06	2.2595777e-06	1.914787e-05	2.7996006e-05	0.00010845731	0.017166013	0.3398662	0.055028453	0.39736277	0.17269798	0.017464863	0.00025428753
a	0.0007417383	0.0007202786	0.00095388433	0.005404561	0.0006738858	0.0019370144	0.008053302	0.11270208	0.11411097	0.7112188	0.023238488	0.020245073
m	0.0004521048	0.00013974222	0.00015114476	0.00056221505	9.237215e-05	0.00039123296	0.0027546438	0.045263894	0.10099933	0.63686574	0.09431354	0.118013985
