 	questa	canzone	venne	scritta	molti	anni	fa	da	un	nostro	poeta	</S>
t	0.9975539	0.002310248	0.00012657189	2.1996586e-06	3.3558192e-06	2.9950895e-06	2.677257e-07	6.488089e-08	1.0649455e-07	7.5069316e-08	3.828524e-08	1.5048835e-07
ù	0.9819406	0.017127404	0.0009234402	2.8925008e-06	8.8889533e-07	4.6863274e-06	6.2511276e-08	1.09222285e-08	5.907449e-09	4.493328e-09	3.5926502e-09	4.8091113e-09
s	0.64380985	0.34201044	0.014138766	1.6563536e-05	1.147129e-05	1.0920081e-05	1.3825785e-06	1.3774779e-07	1.3426025e-07	1.4302128e-07	3.1417517e-08	1.6221108e-07
o	0.9352161	0.062315546	0.0024512978	3.96744e-06	1.0142345e-06	1.1821894e-05	1.256719e-07	1.6922044e-08	6.2912697e-09	3.9756642e-09	2.5584062e-09	7.935817e-09
t	0.1406624	0.23402038	0.62357855	0.0004250281	0.00045913123	0.00078248174	4.771972e-05	4.1898566e-06	3.8773273e-06	4.2751435e-06	8.0037904e-07	1.1117447e-05
r	0.048596956	0.8934449	0.05783626	0.00011224148	7.012932e-06	2.5288339e-06	7.487915e-08	5.6392717e-09	1.9637383e-09	6.227284e-10	3.4927436e-10	2.5982863e-10
a	0.023898795	0.9750475	0.0010242772	2.8691804e-05	5.347396e-07	8.143986e-08	1.1317782e-08	3.0876421e-09	2.0258406e-09	1.3167721e-09	1.7311449e-09	8.421219e-10
v	0.021821124	0.53495395	0.44305173	0.00012471963	2.4387116e-05	2.1207847e-05	1.9462072e-06	1.4615344e-07	1.384223e-07	1.4993704e-07	3.9545235e-08	4.322507e-07
ù	0.0029559173	0.27705187	0.6877317	0.031763837	0.00046526993	1.4584785e-05	1.1111785e-05	2.454198e-06	2.11015e-06	6.8202957e-07	3.2484868e-07	6.288609e-08
d	0.00047956224	0.0054145176	0.9937534	0.0003244905	2.2537964e-05	5.0316626e-06	3.1677618e-07	4.3157776e-08	3.6402295e-08	3.5368558e-08	9.10355e-09	4.4575252e-08
i	0.0018822266	0.043637615	0.94167536	0.011686894	0.00066631363	0.00039256495	5.1866802e-05	4.5614825e-06	1.5415726e-06	4.350379e-07	2.8544824e-07	3.5784763e-07
