 	i	bambini	non	possono	mangiare	il	gelato	prima	che	che	mangiano	</S>
t	0.99671066	0.0032256318	2.5546698e-05	3.560265e-05	1.4084438e-06	3.9545146e-08	9.130738e-07	7.480409e-09	2.6290428e-09	3.2586125e-09	5.72991e-08	3.6064687e-08
a	0.9411599	0.058646668	7.469299e-06	0.000183526	1.9845993e-06	4.8040885e-08	3.8945174e-07	1.3444717e-08	7.331209e-10	3.49175e-10	3.050304e-09	1.2944605e-09
p	0.5275919	0.42345035	0.029809339	0.018459402	0.00046673513	1.7338708e-06	0.00021819743	1.5014068e-07	1.7186157e-07	1.5223578e-07	1.3241362e-06	5.4372555e-07
e	0.033049293	0.9642571	0.00041461084	0.0022396238	2.8630584e-05	6.995094e-06	3.6599937e-07	3.0979677e-06	1.0958359e-07	3.0555714e-08	9.2935885e-08	1.114979e-08
d	0.05297663	0.9245811	0.02052032	0.0019045984	1.7013326e-05	3.591604e-08	3.6927253e-07	1.39852e-09	7.080221e-10	6.643036e-10	9.717694e-09	8.161764e-09
ì	0.0012962476	0.97079426	0.008632236	0.01885541	0.00036377172	4.2438005e-05	2.7322549e-06	1.06768775e-05	7.221047e-07	3.566155e-07	1.0399548e-06	5.178331e-08
a	0.0033811424	0.9644006	0.027092744	0.00492995	0.00019509239	1.8598746e-07	2.784804e-07	3.623496e-09	1.0242786e-09	9.887512e-10	1.1485875e-08	1.8271107e-08
e	0.014139152	0.035464913	0.4811669	0.38604173	0.08268806	0.0002302303	0.00020695882	5.110253e-06	8.3377404e-07	1.2299253e-06	4.807109e-05	6.753786e-06
s	0.005273457	0.0049299486	0.46183136	0.3148391	0.2126297	0.00026311734	0.00022806374	2.5178692e-06	1.659529e-07	1.2045393e-07	2.0954847e-06	3.9760326e-07
ò	0.0007875211	0.009618366	0.14489207	0.65143657	0.18557426	0.007291667	0.0002819386	9.4951545e-05	6.412179e-06	2.5547565e-06	1.3431976e-05	2.1521917e-07
z	0.00039666164	0.021539647	0.018710319	0.92973214	0.02954167	6.293888e-05	1.6049009e-05	3.5064986e-07	3.2447243e-08	2.0390699e-08	1.9548384e-07	1.5021142e-08
u	0.007688297	0.016348625	0.81702024	0.02266748	0.1352572	0.0009381938	3.577189e-05	3.5542147e-05	3.856171e-06	6.5009186e-07	1.587358e-06	2.6358166e-06
n	0.025501637	0.015548014	0.29237965	0.057818823	0.6016573	0.0061789635	0.00078840554	7.971841e-05	3.6880513e-06	2.5891504e-06	3.768624e-05	3.5169053e-06
e	0.018397924	0.0077700857	0.34828973	0.044118375	0.53459275	0.03292913	0.0124714365	0.0005731873	0.00011260011	5.351446e-05	0.0006461195	4.511822e-05
f	0.002936086	0.0009675202	0.022394838	0.06915973	0.85779077	0.04002719	0.006652758	3.460873e-05	5.024035e-06	1.9673205e-06	2.8920484e-05	5.376457e-07
à	9.9891084e-05	0.0012123748	0.03696875	0.23703328	0.49715897	0.22150113	0.0015259167	0.0031915114	0.0011022376	8.623115e-05	8.069455e-05	3.9045903e-05
i	0.0001312126	0.0002366133	0.01298634	0.02693908	0.87554866	0.06775753	0.016191551	0.00018575905	1.978733e-05	9.567145e-07	2.4323576e-06	1.4647757e-07
t	0.01701235	0.004859104	0.031336296	0.008120006	0.5978279	0.31846854	0.021161838	0.0010180001	7.342974e-05	1.210733e-05	0.00010807986	2.311077e-06
o	0.0001736554	0.00024709906	0.0033867252	0.021292275	0.21888101	0.7133142	0.008318104	0.029874051	0.0043964535	9.130006e-05	2.4803247e-05	4.1539127e-07
g	0.0009566846	0.00044222389	0.008044526	0.004009355	0.5046504	0.43874693	0.030164199	0.011474836	0.0014409747	5.0363975e-05	1.8999199e-05	4.9060054e-07
e	0.00012508436	0.00023800493	0.002081143	0.011115647	0.1331861	0.6577719	0.025773052	0.13449325	0.0342404	0.0008841383	8.8313034e-05	2.9660696e-06
l	0.0009233444	0.00032323628	0.0018669198	0.001987598	0.19826491	0.6753558	0.02964239	0.076660745	0.013969523	0.00093830994	6.551287e-05	1.6936475e-06
à	0.00017955873	0.0002718053	0.0019008213	0.0046129366	0.098223425	0.4558438	0.020750467	0.297274	0.116550915	0.0038469485	0.00043812758	0.0001072551
o	0.00033684904	0.00056979345	0.006243555	0.0048844065	0.10061194	0.41633806	0.019207869	0.30787328	0.117658414	0.0255113	0.00075165485	1.2826272e-05
p	0.06305504	0.030232904	0.009389098	0.019239327	0.029590635	0.20537847	0.050113074	0.19389835	0.35979033	0.03520665	0.003904306	0.00020178586
r	6.576655e-05	4.881193e-05	0.00010613086	0.00017608068	0.005394771	0.069354944	0.004218282	0.47327253	0.36365217	0.08149276	0.001807989	0.0004098053
ì	1.3363538e-05	4.0534146e-06	6.663175e-05	0.00027307373	0.001168196	0.019532964	0.0005159016	0.8976568	0.048031498	0.026447788	0.005424961	0.0008647747
t	0.0006507121	0.00021006397	0.0053076567	0.00065674644	0.015785344	0.043111272	0.025966343	0.100650094	0.27226552	0.40871194	0.12397139	0.002712907
a	0.0015661069	0.00018097842	0.0008305225	0.00022013299	0.005359378	0.019207083	0.021059979	0.25121516	0.33423126	0.31175	0.04783048	0.0065489304
k	0.05512373	0.055576634	0.002809549	0.027007192	0.0033461996	0.00938282	0.0010759255	0.013973686	0.089667656	0.649994	0.079288706	0.012753845
a	5.7452802e-05	3.138627e-05	1.118829e-05	3.4180444e-05	7.044388e-05	0.0014928189	0.001598157	0.02942272	0.20697571	0.672204	0.0802136	0.00788828
n	0.003086861	0.002168586	0.0003578993	0.0014702327	0.0005511346	0.0015471877	0.000135289	0.008641181	0.04115155	0.6814466	0.22732094	0.03212239
a	9.558292e-05	6.279077e-05	2.156536e-05	6.419221e-05	0.00013260116	0.0014569465	0.0027308061	0.009229902	0.10974718	0.5968305	0.22331956	0.05630835
f	0.00052211265	0.00025625128	0.00010264568	0.00019222806	0.0001521669	0.00043102974	3.6493908e-05	0.001257559	0.010362018	0.34191632	0.5818855	0.062885635
à	6.036155e-05	3.158513e-05	1.2923617e-05	2.511612e-05	3.146118e-05	0.0001186711	0.00021180483	0.000370607	0.0078098765	0.15523303	0.6091626	0.22693188
n	1.279994e-05	1.8489942e-05	5.635361e-06	1.8590656e-05	1.0067476e-05	4.768589e-05	1.4360375e-05	4.628443e-05	0.000584084	0.017196227	0.97349757	0.008548081
e	9.242034e-05	8.463147e-06	9.587607e-06	7.195174e-06	9.544692e-06	1.4333582e-05	4.4726326e-06	8.106975e-06	0.00012220212	0.0028934346	0.91060597	0.086224265
</S>	0.0037645309	0.0029724787	0.00010504087	0.0020779644	0.00014076586	0.00020255095	2.5335726e-06	0.0005856832	0.00017883941	0.0026613509	0.08962111	0.89768714
