 	la	casa	la	costruirono	i	muratori	</S>
o	0.9979196	0.0020604637	1.6660788e-05	5.065396e-07	8.460489e-07	1.9391628e-06	1.5501789e-07
s	0.6010763	0.356674	0.04154388	0.00017476751	0.00039965558	0.00012674474	4.6253235e-06
p	0.13115399	0.851907	0.0164356	0.00047127373	2.8258482e-05	3.1402235e-06	6.9801746e-07
ì	0.027069008	0.9485977	0.024081817	0.00022577897	4.3368314e-06	2.0498239e-05	7.4857047e-07
t	0.08869224	0.8349468	0.07634284	1.3897118e-05	2.3181574e-06	1.1760316e-06	7.187312e-07
i	0.004524693	0.12754245	0.858807	0.009043898	7.907318e-05	1.48187e-06	1.5199266e-06
o	0.14328714	0.078963906	0.7607865	0.006028736	0.0087166345	0.0021341208	8.2975166e-05
f	0.0040666875	0.0060376	0.97552437	0.013703098	0.0005952246	7.154984e-05	1.5274637e-06
a	0.00019778045	0.015086058	0.6147251	0.36574093	0.0037446795	0.00021314595	0.00029235394
b	0.0013808364	0.0070907837	0.93693554	0.048608106	0.0059212167	6.0426442e-05	3.0988226e-06
b	0.0011723321	0.005453369	0.2758905	0.6926533	0.023638776	0.0007052333	0.0004864915
r	0.008524812	0.034542896	0.06556547	0.8755387	0.013494877	0.0019926701	0.00034059255
i	0.0069798282	0.02904531	0.10968895	0.81842816	0.033591956	0.0021158971	0.00014983516
k	0.049687948	0.007334612	0.12729909	0.1050754	0.111497365	0.5562638	0.042841803
è	0.079970405	0.01673616	0.07543798	0.37813282	0.3415559	0.06034037	0.047826346
t	0.5747389	0.16372481	0.17453305	0.021627786	0.032503255	0.022976542	0.009895553
s	0.02582199	0.001682984	0.10432037	0.4724646	0.35602468	0.016875638	0.022809852
a	0.034343738	0.016581172	0.06060697	0.58014476	0.29188693	0.00796081	0.008475589
n	0.04382938	0.03687847	0.018622883	0.18636519	0.66667515	0.03946924	0.008159694
e	3.8245664e-05	6.1190345e-05	0.0013846023	0.09573534	0.8423477	0.058883436	0.0015494835
e	0.0031671808	0.0008744674	0.0008416675	0.03676013	0.65577245	0.28323412	0.019349873
f	0.0005423497	0.00027668118	0.0004101246	0.05138538	0.8034087	0.13700671	0.006970071
a	6.5081476e-05	9.568693e-05	0.00028590183	0.006443875	0.6909986	0.24839182	0.05371901
b	0.00012797568	3.9904015e-05	0.00014568413	0.0045115133	0.22842076	0.69964176	0.067112364
b	0.00029391883	0.00035482296	0.00029423097	0.0016283423	0.27981612	0.53196937	0.18564324
r	0.0018468705	0.00091942685	0.0010721541	0.0402899	0.23423283	0.30573648	0.41590235
i	0.001380785	0.00095899554	0.0019816668	0.05993177	0.3477513	0.3311172	0.25687832
k	0.0043782266	0.0012528431	0.0010163098	0.004408481	0.008482647	0.37665704	0.60380447
a	0.0042190473	0.0021148587	0.0008017603	0.0036525768	0.025738368	0.08462965	0.8788438
t	0.12381876	0.15480925	0.021217676	0.08741724	0.0053280653	0.05500983	0.5523991
ù	0.00083209045	0.00012174756	0.00017432333	0.00042189003	0.0020512932	0.22540139	0.7709973
r	0.012915231	0.023911256	0.0038486894	0.010256772	0.034688503	0.4594093	0.4549703
i	4.7486366e-05	9.707012e-06	1.118009e-05	1.2098698e-05	0.004349643	0.9296547	0.06591519
</S>	0.010995291	0.010371084	0.0018767308	0.014850955	0.0017906472	0.15611975	0.80399555
