 	ieri	abbiamo	deciso	di	andare	al	mare	tutti	ma	mio	fratello	non	voleva	venire	</S>
e	0.99771935	0.0022630114	1.4179902e-05	1.707752e-06	1.4187686e-06	9.481871e-08	2.8565307e-08	6.519088e-08	4.4662567e-09	1.1666988e-08	6.128402e-09	3.829656e-08	1.1587394e-08	4.299657e-09	3.8868865e-08
t	0.782978	0.21484242	0.0019366614	0.00012340948	0.00011201701	2.4953515e-06	6.62641e-07	1.5301976e-06	1.7661135e-07	3.1101075e-07	2.3300963e-07	1.460877e-06	1.9670915e-07	1.1534043e-07	3.224232e-07
t	0.45162278	0.5370257	0.011148138	0.00018200396	1.688188e-05	2.7908643e-06	1.3404282e-06	2.416219e-07	2.1676462e-08	2.6536934e-08	2.191457e-09	2.5101132e-09	1.1087757e-08	7.439579e-10	2.9883362e-09
è	0.4192374	0.54266906	0.03760015	0.0004664074	2.0645988e-05	4.2317934e-06	5.457024e-07	6.563765e-07	1.1097565e-07	1.2750813e-07	1.4290178e-07	3.1921186e-07	1.414843e-07	2.5997656e-08	1.2477833e-08
d	0.1389275	0.85886675	0.0021639946	3.4627563e-05	6.278316e-06	2.6139725e-07	3.1345643e-08	2.8941267e-07	8.347777e-09	4.5272838e-08	1.36310945e-08	1.0944441e-07	4.4946122e-09	1.6617335e-09	7.518221e-09
e	0.053872097	0.8634312	0.08245391	0.00023474029	7.3854903e-06	2.0715646e-07	4.513409e-07	2.4132664e-08	1.6829866e-09	4.9286415e-09	1.3126321e-10	6.049877e-10	4.3697086e-09	2.0834093e-10	4.6326276e-09
c	0.01729574	0.9618867	0.018320521	0.0019144703	0.00051563943	1.8213275e-05	1.33784815e-05	2.3143604e-05	1.4459008e-07	3.9350593e-06	1.18347295e-07	6.1274873e-06	3.5112427e-07	3.1317487e-08	1.4407728e-06
i	0.0012552653	0.41131887	0.57103676	0.015820587	0.00053581176	2.4889525e-05	2.7075291e-06	4.145529e-06	2.4615017e-07	4.3483132e-07	1.0698996e-08	3.0071319e-09	2.4519213e-07	1.1282532e-09	4.327729e-08
d	0.001333572	0.88964766	0.09189943	0.016683225	0.0004216394	7.987784e-06	2.3942837e-06	3.1119785e-06	2.1064674e-08	3.208108e-07	1.44063454e-08	4.3090924e-07	1.8018085e-08	3.261501e-09	1.2583696e-07
è	0.00050734007	0.22170444	0.7182874	0.057405557	0.0016920224	0.00023439318	5.9682516e-05	7.2903604e-05	1.1494427e-05	1.5236038e-05	1.0680914e-06	1.0788493e-07	7.522136e-06	6.85825e-08	7.2974893e-07
t	0.004164833	0.37198612	0.4944209	0.112863064	0.016545506	1.6310862e-05	2.3423029e-06	5.1480265e-07	2.1579229e-08	6.7519494e-08	6.5934556e-09	1.5854263e-07	2.3501677e-08	3.4409103e-10	1.0821953e-07
s	0.003638592	0.06359877	0.79269487	0.13632755	0.0035977466	8.990945e-05	4.13033e-05	6.792124e-06	4.1523006e-07	3.0075953e-06	1.02039825e-08	1.5256294e-08	5.846581e-07	1.1575005e-08	3.9290327e-07
a	0.024579264	0.18666983	0.70524347	0.082395345	0.0010547524	2.5635713e-05	1.7620512e-05	3.1444072e-06	3.0573682e-07	1.8082591e-06	5.3385072e-08	9.08471e-08	3.8837743e-07	1.7611286e-07	8.1365415e-06
m	0.0126805045	0.019486455	0.0887471	0.7612792	0.11339063	0.0029701416	0.0008176701	0.00048055255	4.9608457e-06	6.21722e-05	2.6429243e-06	6.939833e-05	5.1311245e-06	6.300752e-08	3.4708928e-06
o	0.00014547171	0.011920323	0.28537735	0.6066281	0.09190932	0.0037105815	0.00014952203	0.00011530126	1.8144236e-05	1.2638242e-05	1.7015753e-06	4.2710198e-07	9.759977e-06	2.152305e-07	1.1271972e-06
n	0.00019619415	0.0046344674	0.02703769	0.3517937	0.6053291	0.010784665	0.00017929201	4.2970212e-05	1.5075881e-07	8.3401034e-07	1.937134e-08	7.3379545e-07	3.932977e-08	8.776557e-10	8.051311e-08
a	0.0006108516	0.0005320552	0.04062004	0.4453976	0.46418816	0.042662952	0.003075804	0.0022825152	0.00014080439	0.0003553009	2.2865173e-05	2.5262307e-06	0.0001066997	2.493462e-07	1.6791597e-06
p	0.00030846748	0.00033479265	0.0010015825	0.10064141	0.8760859	0.021060286	0.00049789686	6.330709e-05	5.6077073e-07	2.520622e-06	1.231157e-07	2.7525425e-06	2.44085e-07	1.8927753e-09	9.905435e-08
à	0.00031934172	0.0007990494	0.005735135	0.1599073	0.70580727	0.121083215	0.004214935	0.0015270018	0.00028369718	0.00016040147	2.9372879e-05	1.2168377e-05	0.000102766935	6.085712e-06	1.2286478e-05
m	5.1398478e-05	0.00010165036	0.0011364482	0.02403241	0.92802346	0.045415726	0.0011101484	0.00012517524	1.6396629e-06	1.2235138e-06	8.574291e-08	6.4689596e-07	8.3265284e-08	1.9779407e-10	2.6008744e-08
e	0.0030320648	0.0013482656	0.0026306645	0.06125033	0.7707166	0.15745959	0.0021740177	0.0012527507	5.5491186e-05	6.3206164e-05	4.4444564e-06	1.6891278e-06	8.125214e-06	3.9521763e-07	2.3941086e-06
