 	è	possibile	che	è	entrato	da	qui	</S>
i	0.9743842	0.024995811	0.00057556	5.888523e-06	1.1139574e-05	1.0525014e-05	1.6665328e-05	1.2274268e-07
s	0.84730214	0.13693582	0.009888711	0.003404226	4.184453e-05	0.00039806095	0.00061681966	0.0014124381
o	0.0042165625	0.984513	0.008975666	3.8540034e-05	0.0002389032	0.00015166348	0.0018639606	1.6696749e-06
g	0.09617727	0.82289773	0.06635323	0.010202203	0.00057721685	0.00043154907	0.00062107906	0.0027397163
g	0.004127375	0.93340266	0.059293315	0.00017871073	0.00077281083	0.00024398179	0.0019783466	2.7175467e-06
è	0.005949109	0.9864492	0.007468219	1.6755715e-05	9.4544346e-05	5.2084606e-06	1.6962655e-05	1.0238999e-07
s	0.05471157	0.8081288	0.045286663	0.0067595514	0.03873871	0.0090672085	0.0066886744	0.0306189
t	0.017090125	0.32744426	0.55252874	0.008661044	0.08925955	0.0026400336	0.002071845	0.00030449897
e	0.04901745	0.13191792	0.6011414	0.0046553183	0.16535392	0.014301369	0.03346304	0.00014952912
k	0.0028300942	0.008052541	0.5105933	0.3823848	0.03499509	0.038625997	0.019730655	0.002787444
a	0.0027184952	0.027282516	0.2573999	0.006426022	0.6859783	0.013232807	0.0069585247	3.4926163e-06
m	0.005276392	0.0044583483	0.15165657	0.507751	0.088227965	0.18762939	0.049237464	0.0057628527
b	0.0023113817	0.03793331	0.15549067	0.008621379	0.7378562	0.037571978	0.020205183	9.905677e-06
ì	0.012568041	0.03199082	0.07037299	0.051459767	0.58924156	0.230782	0.013582347	2.4375354e-06
k	0.0010203817	0.015850274	0.009205264	0.023514744	0.1509574	0.6575103	0.13203487	0.009906818
e	0.0005062608	0.025929322	0.0074790176	0.005675316	0.7996395	0.13799031	0.02221519	0.00056506915
a	0.00011281783	0.0004377197	0.0029063695	0.005312012	0.004980282	0.5852371	0.38809067	0.012923099
p	1.2176148e-05	1.3736215e-05	0.00016811876	0.0010979796	0.0009910654	0.061726615	0.9309093	0.0050810217
ò	0.003882558	0.011352803	0.008638957	0.000899763	0.0035418654	0.05775307	0.91309726	0.0008337859
t	5.0155668e-05	5.0354374e-05	0.0002846014	0.0011343708	0.0013724625	0.008975449	0.9228507	0.06528194
t	0.00016328978	0.0005786073	0.0007287722	0.0014598037	0.0028012155	0.02646116	0.9093145	0.058492716
u	0.0020889246	0.0039799013	0.0052590943	0.0019283594	0.02057982	0.086510606	0.8779023	0.0017509654
</S>	7.9357094e-05	0.00031762975	0.00031380518	0.00022661343	7.367712e-05	0.0036237577	0.26651052	0.7288546
