 	il	morto	vuole	pianto	</S>
o	0.9969277	0.002530322	0.0005320236	9.959045e-06	5.113113e-08
p	0.7171143	0.022057422	0.22772542	0.001098571	0.032004133
e	0.08160458	0.85487306	0.026492294	0.036779538	0.00025048072
s	0.632558	0.29901817	0.052613497	0.0067405347	0.009069801
a	0.2001474	0.7649348	0.033814	0.0010290549	7.47955e-05
m	0.27112603	0.61666584	0.09392724	0.0024788373	0.015802035
m	0.0182574	0.9729539	0.007686129	0.0010891584	1.3466855e-05
è	0.19979739	0.7803652	0.019084401	0.0007485592	4.347984e-06
n	0.013498771	0.95706296	0.01102608	0.016301675	0.0021105947
o	0.013360068	0.30056414	0.6823838	0.0010761434	0.0026158579
t	0.0026662517	0.20022069	0.7526877	0.024268465	0.020156907
è	0.06969146	0.07319933	0.84563965	0.011078713	0.0003908158
l	0.0015330483	0.01282203	0.96853995	0.005599711	0.011505119
i	0.0022696084	0.030302308	0.95583254	0.0071138004	0.004481726
g	0.00054972107	0.019210134	0.31424326	0.55411845	0.11187839
l	0.2785359	0.02488461	0.40843734	0.2822124	0.005929707
a	0.052955024	0.03427829	0.027809907	0.88481283	0.00014399286
m	0.00021805684	0.01409589	0.041605588	0.88540596	0.058674462
m	0.010509508	0.013560243	0.04911539	0.9266528	0.00016210366
è	0.005669504	0.0711418	0.074083365	0.84907717	2.8205175e-05
n	2.4194966e-05	0.004219786	0.014577718	0.9330158	0.048162524
o	0.013292091	0.07247366	0.054567024	0.75103223	0.108635046
</S>	0.00084846554	0.0071101	0.010636724	0.47569466	0.50571007
