 	io	non	so	cosa	è	da	scrivere	</S>
e	0.9468631	0.04920351	0.0028818513	0.0008769542	7.5745134e-05	6.9456095e-05	2.723732e-05	2.04951e-06
v	0.9956558	0.0026363612	0.0002910025	0.0007766849	0.00017778807	7.762831e-05	5.497673e-05	0.00032981127
ò	0.49850455	0.0989944	0.34620285	0.034199804	0.0006568538	0.0053889677	0.016035043	1.753547e-05
e	0.15685828	0.588323	0.10941199	0.024609413	0.008859295	0.007906881	0.013239917	0.09079125
n	0.008785463	0.7707875	0.19214177	0.024337256	0.0012859112	0.0005658252	0.0003972821	0.0016989674
e	0.12259327	0.15718485	0.6866076	0.024652015	0.0012516235	0.002341623	0.005327926	4.11086e-05
s	0.0150143765	0.2831726	0.5690123	0.121787764	0.006333725	0.0013384107	0.0011388354	0.0022019993
s	0.11587176	0.039964017	0.7484844	0.07093969	0.0026725521	0.0057842964	0.016152775	0.00013054819
è	0.054566815	0.10918042	0.8006905	0.030645603	0.0012381405	0.0015257081	0.00212804	2.4780631e-05
r	0.06471088	0.12763897	0.42372224	0.119616404	0.048297696	0.034530297	0.03224428	0.1492392
o	0.0059411293	0.033511933	0.67754644	0.25280616	0.014020477	0.01081354	0.0040897867	0.0012705068
t	2.7142336e-05	0.0020011864	0.03669951	0.6344491	0.2674193	0.051912885	0.004655943	0.0028349273
i	0.009088551	0.02472608	0.092164785	0.39650413	0.048532702	0.30324352	0.12567194	6.834218e-05
e	5.5153825e-05	0.0011564768	0.009476392	0.34202382	0.34205514	0.28355798	0.020300034	0.0013750008
n	8.103544e-06	0.00021881564	0.0020792393	0.19045632	0.42499813	0.36675128	0.014779809	0.0007082754
a	0.0025473628	0.0014565631	0.002991565	0.016783727	0.015725289	0.47071064	0.48965678	0.0001280778
g	3.6066285e-05	0.0005085837	0.0015696496	0.029669257	0.05530296	0.5638551	0.3453473	0.003711132
r	0.0012425563	0.0007516466	0.0010020162	0.0018518361	0.0022823983	0.16259955	0.83015466	0.00011540688
à	0.0015593353	0.0015746498	0.0068017836	0.013177405	0.0029232744	0.12778418	0.8460421	0.0001372607
s	0.0002060872	0.0047150515	0.03179151	0.07711078	0.06912424	0.33953804	0.39618137	0.08133293
s	0.0015634176	0.0015858858	0.00456491	0.01062297	0.017488929	0.239368	0.69555146	0.029254418
o	0.0025972216	0.001998687	0.005297453	0.0057562785	0.0061157276	0.102678195	0.87421155	0.0013449752
</S>	1.7917724e-05	0.00014212469	0.0014658525	0.0014885678	0.002168324	0.026535692	0.80097085	0.16721064
