 	mi	si	gonfiò	il	dito	</S>
m	0.9866927	0.0125367055	0.00064723537	0.00012000383	3.2292417e-06	1.5834276e-07
u	0.97791946	0.016378006	0.0019073314	0.0010440564	0.0027504626	5.681974e-07
p	0.7963065	0.160425	0.017398953	0.0015477731	0.022666916	0.0016549202
r	0.52471215	0.28758106	0.019765355	0.0015544416	0.16636711	1.983141e-05
ì	0.36239794	0.48798257	0.05958421	0.008326028	0.08107031	0.0006387897
s	0.13721728	0.48902023	0.12403605	0.043835007	0.18149662	0.02439483
t	0.06750969	0.5297853	0.051506247	0.029636506	0.3179647	0.003597597
i	0.09579928	0.13873492	0.009899447	0.0075531765	0.74754316	0.0004700163
t	0.00012881328	0.007868988	0.87675816	0.09372997	0.019830707	0.0016834412
o	0.12156179	0.10679589	0.14056703	0.04849248	0.58250636	7.641589e-05
d	0.00011413342	0.003420703	0.6238901	0.35908097	0.012876873	0.00061726256
à	0.02894642	0.0064740763	0.008340242	0.0042434228	0.95192534	7.044976e-05
t	0.001443286	0.01453118	0.061403405	0.39443064	0.50060505	0.02758641
t	0.00051028165	0.0037561532	0.004795491	0.024660638	0.96276534	0.0035120517
i	0.003919483	0.011690639	0.0058003813	0.0057982635	0.9711468	0.001644407
l	6.2346364e-05	0.00024159973	0.05798181	0.27409378	0.5583152	0.109305255
o	0.021407627	0.0153007265	0.019847365	0.014460281	0.9289357	4.8306014e-05
</S>	4.6543882e-05	0.0003350853	0.05106002	0.22602098	0.52601695	0.1965204
