 	ha	potuto	entrare	dalla	finestra	</S>
ì	0.9629228	0.03627789	0.00070140656	7.1480106e-05	2.6228065e-05	2.512559e-07
s	0.6770316	0.2617141	0.011874479	0.0062959543	0.00476903	0.038314816
o	0.093039885	0.84198344	0.038670152	0.01980858	0.0062116534	0.00028635666
s	0.09477252	0.8631572	0.033364795	0.0041814693	0.0031703685	0.0013536705
e	0.023202237	0.5563563	0.37472522	0.028996076	0.016707897	1.2232718e-05
è	0.03186563	0.5241856	0.36793694	0.05431116	0.015453708	0.0062469505
m	0.00836521	0.035144687	0.9017918	0.03967797	0.0019592058	0.013061005
b	0.0059734094	0.042363733	0.8772593	0.067937	0.0063713295	9.514298e-05
i	0.004705103	0.06668211	0.8653985	0.055124052	0.008087468	2.696951e-06
à	0.00023028454	0.0020259987	0.011800056	0.8912687	0.092915505	0.0017595543
t	0.00018808048	0.0004961006	0.012756284	0.9360401	0.04595029	0.0045691705
t	0.0011381486	0.0024256017	0.0153848175	0.87655365	0.101416014	0.0030817178
i	0.0024901761	0.008224649	0.019885523	0.61840934	0.3507758	0.0002145138
f	4.6768175e-05	6.002324e-05	1.8168792e-05	0.069089554	0.8948659	0.035919588
i	0.01496904	0.022501599	0.0138323	0.079557195	0.86903507	0.0001047307
n	1.1951873e-05	1.54187e-05	7.85918e-06	0.013701858	0.96059597	0.025666974
è	0.0056650564	0.0070765745	0.0026235243	0.02360161	0.9609064	0.000126795
s	3.0934243e-05	7.773301e-05	0.002185251	0.035587005	0.9155529	0.0465662
t	0.00035949505	0.0005604348	0.0014227447	0.014427102	0.9640016	0.019228643
r	0.0011900949	0.0033542197	0.006588748	0.04116943	0.9473883	0.00030926627
a	0.010417373	0.025090037	0.008461602	0.04657314	0.9092809	0.0001769844
</S>	2.7539396e-05	3.381039e-05	9.821918e-06	0.00033034876	0.1180066	0.8815919
