 	mi	si	gonfiò	il	dito	</S>
m	0.9866927	0.0125367055	0.00064723537	0.00012000383	3.2292417e-06	1.5834276e-07
u	0.97791946	0.016378006	0.0019073314	0.0010440564	0.0027504626	5.681974e-07
b	0.7963065	0.160425	0.017398953	0.0015477731	0.022666916	0.0016549202
r	0.6578568	0.23779821	0.023757618	0.0023757403	0.07820126	1.0369234e-05
i	0.20634101	0.5704712	0.13577852	0.013794329	0.07347989	0.00013506779
s	0.017348666	0.30201662	0.59928095	0.040999487	0.03876005	0.0015942242
t	0.3661842	0.2605873	0.20405376	0.018142419	0.15094127	9.092996e-05
ì	0.42943117	0.35186428	0.12605017	0.010199753	0.08234611	0.000108568136
o	0.050391197	0.3217926	0.29863822	0.10017382	0.17039707	0.05860702
d	7.565272e-05	0.021057207	0.8210781	0.15210292	0.0039173667	0.0017687628
à	0.026998766	0.010808486	0.012620876	0.009553322	0.93988186	0.00013667323
t	0.0014057048	0.015290377	0.051975653	0.31103653	0.5956811	0.0246107
t	0.00048626805	0.004414596	0.0039339005	0.026678016	0.96105456	0.003432659
i	0.004321059	0.013374603	0.0058403853	0.0062212395	0.9690365	0.0012061831
l	6.0705548e-05	0.00024084284	0.059181772	0.28169122	0.54825014	0.11057528
o	0.021329267	0.015363101	0.019737938	0.0140871145	0.9294362	4.6310477e-05
</S>	4.366942e-05	0.00032959515	0.0508257	0.22880368	0.5358528	0.1841446
