 	quest	anno	che	viene	mangio	quanti	voglio	</S>
f	0.88835543	0.110525094	0.00065543613	5.707296e-05	0.000303906	7.01836e-05	3.247119e-05	3.1492934e-07
è	0.8355173	0.15733528	0.005733315	1.124685e-05	9.544053e-05	0.00093988254	0.000365385	2.2157071e-06
o	0.45341033	0.39276356	0.019966757	0.020691171	0.021905832	0.0057710577	0.004280534	0.081210725
p	0.09870001	0.78608376	0.06268945	0.0064708428	0.03139491	0.007855629	0.00071359554	0.0060917763
p	0.09463333	0.7192644	0.17933162	0.00040283805	0.001264713	0.002611861	0.0023230019	0.00016820485
ò	0.23214196	0.6731378	0.092195205	4.607281e-05	0.00013806752	0.0012454777	0.0010825801	1.2814143e-05
r	0.08860303	0.6906448	0.055752065	0.008595008	0.020989474	0.017631507	0.014579867	0.103204176
k	0.013057431	0.21577737	0.6818843	0.0056774993	0.03037088	0.03544916	0.014617641	0.0031657396
e	0.03676685	0.16501395	0.75783163	0.0038904797	0.010113758	0.012528453	0.011135483	0.002719363
t	0.00072484603	0.0058742496	0.63509184	0.23452549	0.11528451	0.004291361	0.0010093262	0.0031983675
e	0.0074070264	0.011571052	0.9610494	0.002109155	0.00447294	0.0067307325	0.006645076	1.473145e-05
e	7.9494115e-05	0.00043978236	0.09325344	0.65032613	0.25067642	0.004021652	0.00038885346	0.00081426266
t	2.9299375e-05	0.00019394676	0.07278219	0.3770926	0.5151743	0.03377895	0.00057250675	0.00037614544
r	0.062934786	0.03691526	0.6223127	0.03443937	0.1242185	0.10175304	0.017032523	0.00039380314
ò	0.09333412	0.17648594	0.5661198	0.004491387	0.021399414	0.12259954	0.0152629325	0.00030687146
o	0.000634682	0.0041907374	0.006501319	0.08983054	0.64385813	0.18956695	0.015958967	0.049458712
p	1.5498925e-06	1.0386614e-05	0.00025759783	0.13714387	0.70387787	0.15579255	0.0012951622	0.001621078
ò	0.04415028	0.050841924	0.06113407	0.00088959804	0.027864229	0.7522363	0.062545165	0.0003385213
s	2.629469e-05	0.00013909917	0.002478979	0.092326164	0.24443732	0.54578775	0.072711974	0.042092346
s	0.0012442245	0.0013695179	0.0075528277	0.0027414074	0.038384784	0.7966816	0.14598128	0.006044302
a	0.0045026774	0.012804506	0.014654813	0.00047247027	0.0022125246	0.67614406	0.28792578	0.0012831027
t	3.2331864e-05	4.078673e-05	0.0002508288	0.016194077	0.02502549	0.14732724	0.5792267	0.23190255
è	0.010229221	0.011626698	0.022388104	0.0017197005	0.004441437	0.21579735	0.7336651	0.00013234893
l	5.239294e-06	1.6189926e-05	0.00044976157	0.051649485	0.06815463	0.06711265	0.72755283	0.08505917
o	0.0010265101	0.0009124835	0.0018238961	0.0008753502	0.0034330916	0.0916865	0.8960706	0.0041715326
</S>	2.856328e-05	4.5563713e-05	9.912172e-05	0.005189217	0.0037361581	0.0053793206	0.3091734	0.6763486
