 	hai	già	mangiato	</S>
ì	0.9847284	0.014994351	0.0002764121	8.2961907e-07
s	0.90826803	0.05114726	0.005183065	0.035401642
e	0.8392796	0.15115845	0.009124431	0.00043750514
g	0.18442017	0.80901283	0.0037433654	0.0028236432
i	0.07195293	0.7195352	0.20846777	4.4189812e-05
à	0.0064968956	0.9660795	0.019621586	0.0078020873
f	0.05269025	0.8376868	0.0486137	0.06100927
a	0.033670176	0.58794653	0.37586147	0.0025217663
m	0.00018585753	0.043406162	0.8782287	0.078179315
è	0.036674004	0.1580572	0.8052008	6.79326e-05
n	0.0014583505	0.055903833	0.75797254	0.18466529
a	0.017390147	0.046116937	0.91742176	0.0190712
</S>	6.853091e-05	0.00088371907	0.3018183	0.69722944
