 	lo	posso	finire	di	scrivere	</S>
o	0.95289975	0.04638943	0.0004957555	0.00018917989	2.5931056e-05	1.4640737e-07
s	0.8898535	0.089672364	0.0021409215	0.010823274	0.0010247733	0.006485229
ò	0.37046584	0.58397853	0.028258847	0.0033251983	0.013940534	3.095018e-05
z	0.093676135	0.87502754	0.0064561223	0.007134217	0.0013226167	0.016383339
o	0.061501645	0.9079932	0.025888035	0.003926627	0.00024551424	0.00044486235
s	0.030609785	0.15259112	0.7728511	0.03129154	0.006999702	0.0056566885
p	0.06513201	0.31604296	0.5821985	0.011898082	0.024690785	3.7699338e-05
i	0.22766449	0.1177583	0.58066237	0.02748921	0.046419173	6.498183e-06
c	0.002221305	0.009149659	0.95925474	0.023616044	0.005124145	0.0006342234
c	0.012109494	0.0043570776	0.968645	0.004448805	0.010433791	5.9220683e-06
è	0.010664835	0.029200712	0.9559267	0.0038726348	0.00033497112	7.518041e-08
t	0.00044742858	0.010941113	0.98135066	0.0064221206	0.00050394173	0.00033471553
s	0.0021630723	0.0746836	0.88350827	0.03333535	0.0054895743	0.0008200808
i	0.010407667	0.021653948	0.67756414	0.07824883	0.21072632	0.0013990621
à	4.3362932e-05	7.519644e-05	0.051591076	0.815635	0.123251624	0.009403743
t	0.0001144838	0.00031918156	0.038226403	0.91328615	0.029122453	0.018931363
s	0.001745028	0.0053980527	0.15238604	0.7130338	0.11607312	0.011363916
e	0.0037659851	0.05150533	0.06074498	0.14468741	0.7385327	0.00076350564
g	1.4586465e-05	2.1650441e-05	0.0004777826	0.14162315	0.81326216	0.044600587
r	0.009148801	0.0043079015	0.0084576905	0.042334702	0.93571967	3.1236836e-05
à	0.0059693153	0.011391959	0.031089028	0.07875339	0.8727608	3.5558576e-05
t	8.3931496e-05	0.0012872785	0.09235829	0.5202557	0.27472743	0.11128742
s	0.0012614579	0.015058224	0.018321147	0.080610365	0.82128996	0.06345883
i	0.004479565	0.10857941	0.016589787	0.044741664	0.8239158	0.0016938156
</S>	0.00010481142	0.00036456637	0.0002593544	0.008190451	0.6255653	0.36551556
