 	dove	aveva	per	stare	non	aveva	</S>
p	0.97468084	0.024995124	0.00028070816	3.363662e-05	5.257865e-06	4.549574e-06	5.554773e-08
u	0.91926587	0.07527214	0.003149239	0.0013705664	5.391709e-05	0.0008875639	7.561507e-07
ì	0.40535402	0.57176375	0.01300861	0.0016864184	0.00094068574	0.0019509649	0.0052955984
c	0.045729637	0.9276989	0.018131932	0.0019514156	0.0004944767	0.000920839	0.005072762
h	0.05209653	0.91060907	0.031708326	0.004614324	0.00015989093	0.0007618897	4.98178e-05
e	0.023338849	0.93849534	0.027798636	0.0035892257	0.00017140766	0.00660181	4.783261e-06
n	0.018069819	0.112474404	0.6625222	0.18412185	0.0060548857	0.015117987	0.0016389035
a	0.007160358	0.052852716	0.64274776	0.2830261	0.00082711707	0.013380168	5.683434e-06
s	0.0022761011	0.0077376906	0.4128651	0.39339247	0.15587549	0.0202388	0.007614359
t	0.01370383	0.02272891	0.39133725	0.55711657	0.0011875764	0.013909019	1.6873793e-05
a	0.026306557	0.07320916	0.41151047	0.46908477	0.00033722154	0.019530553	2.1275406e-05
s	0.00021619405	0.0001056208	0.106685296	0.64275473	0.22951809	0.016667034	0.00405309
ì	0.02870173	0.04111215	0.25398284	0.6283115	0.0039230217	0.043943744	2.5065614e-05
e	0.001861902	0.0199643	0.011537099	0.21279168	0.39959446	0.28901356	0.06523701
n	6.961577e-06	4.313217e-05	0.0008507281	0.027843496	0.93675196	0.03219003	0.0023137387
ì	0.016164754	0.011240768	0.025293732	0.10057857	0.0676721	0.77879167	0.0002584764
c	0.000121366545	0.0013786518	0.0019676492	0.004845275	0.08329795	0.76759994	0.14078915
h	0.0011350443	0.00087186776	0.03401131	0.10885188	0.08935605	0.76481646	0.0009574315
e	0.00074959354	0.0010026668	0.011748473	0.008602378	0.000677512	0.9771552	6.4161366e-05
</S>	0.00019266855	0.00012089105	0.0009415826	0.004281562	0.038437113	0.5511115	0.40491462
