 	è	che	stanno	ancora	alzati	</S>
è	0.9793635	0.020425338	0.00018837224	2.1994661e-05	5.1079314e-07	3.5844724e-07
n	0.455462	0.17133564	0.013685965	0.061806045	0.07460986	0.22310042
a	0.020956567	0.65016884	0.30894935	0.017115934	9.183884e-05	0.002717437
s	0.06609624	0.82428944	0.09205611	0.0054078843	0.0010948136	0.011055422
t	0.016769612	0.909484	0.07235493	0.0013267291	5.058238e-05	1.4102202e-05
a	0.032762125	0.95302045	0.013282493	0.0009279729	3.1024854e-06	3.9761817e-06
s	0.0047208453	0.4173711	0.57123923	0.005059856	0.00026811115	0.0013408103
ù	0.05010718	0.7344009	0.21174318	0.003688861	2.7197073e-05	3.268754e-05
n	0.00776807	0.023046343	0.8908426	0.019257065	0.00425592	0.054829914
e	0.0038893218	0.043448437	0.9288605	0.016327526	0.00013813264	0.007336131
a	0.00039624888	0.0027811767	0.1280493	0.79142416	0.044181176	0.033167943
n	0.00037417977	0.0003033786	0.012591572	0.92169094	0.06382272	0.0012172337
k	0.0036197817	0.012516761	0.025656777	0.93619794	0.021112943	0.00089581613
ò	0.10724986	0.37273043	0.044189803	0.46437111	0.008832425	0.002626408
r	0.0016127696	0.0013122119	0.21250436	0.05365688	0.022147616	0.70876616
a	0.01574002	0.0096352715	0.20076998	0.66365325	0.02550461	0.084696926
o	0.00030035048	0.0010953577	0.0011473619	0.042439647	0.7238237	0.23119357
r	0.00019078302	0.00034038624	5.7929952e-05	0.025075039	0.95924234	0.015093433
t	0.031771094	0.0961176	0.0030550216	0.03252626	0.73065156	0.1058785
ì	0.040145878	0.1463977	0.06462724	0.05900719	0.491045	0.198777
</S>	0.0004309922	0.0016291913	0.04903121	0.09326405	0.087908454	0.767736
