 	ora	che	loro	non	vengono	più	</S>
à	0.97438747	0.01929574	0.005599242	0.00027993595	0.0002738816	0.00016276512	1.0555804e-06
r	0.9196947	0.013019703	0.0061780307	0.020795677	0.0022015152	0.0012952869	0.036815196
t	0.030102814	0.7600144	0.15361786	0.02289826	0.018143855	0.012648937	0.002573762
e	0.02414981	0.8622287	0.054452967	0.0024181395	0.008873474	0.047681067	0.00019587818
k	0.024097132	0.5092317	0.41995913	0.037393123	0.002017446	0.0017400498	0.005561366
a	0.0032839037	0.8042999	0.16548449	0.0010241696	0.0037536344	0.022135455	1.853467e-05
c	0.028232709	0.4395829	0.43783218	0.08494631	0.0022980683	0.0024914197	0.0046164203
ì	0.011032637	0.79384595	0.1823392	0.001563205	0.0031526547	0.008050516	1.5958312e-05
n	0.003190219	0.28242666	0.6526192	0.040973276	0.008548821	0.0058775763	0.0063643088
i	0.002646887	0.25694948	0.60968405	0.057637166	0.059495553	0.0074911285	0.0060957735
e	0.00047411805	0.0041623334	0.22349817	0.749075	0.016098367	0.003780545	0.0029114399
n	0.0003620777	0.001293344	0.114848025	0.8411726	0.037489682	0.004310045	0.0005241426
è	0.051420428	0.069874115	0.046545573	0.04021405	0.3896574	0.40187004	0.00041845237
r	0.007041256	0.008932632	0.042635083	0.284208	0.35223964	0.12885413	0.17608924
k	0.0027081282	0.010488602	0.033275794	0.023829676	0.7895325	0.13368136	0.0064839525
o	0.031815957	0.035044678	0.009941728	0.0091295615	0.35155794	0.5555041	0.0070059816
t	7.209447e-05	0.00025010182	0.0027715487	0.06453783	0.008384611	0.89791167	0.026072111
t	0.0027771855	0.011459677	0.015925488	0.0041657584	0.0851907	0.8803827	9.8393684e-05
e	0.0017350222	0.03810891	0.08031009	0.0073128855	0.07932088	0.7930231	0.0001890829
p	9.203138e-06	9.774708e-05	0.0012814793	0.00912597	0.00064838247	0.91018075	0.07865641
l	0.0017541369	0.02041193	0.010496864	0.001332765	0.012602257	0.9532808	0.000121201534
è	0.00052280567	0.016068732	0.030858306	0.0021450163	0.014209645	0.9360634	0.00013214274
o	4.6812595e-05	0.0019301104	0.045986213	0.05955157	0.042095006	0.7411716	0.10921874
</S>	7.6122145e-05	0.00012778053	0.00063489715	0.010760302	0.0031117753	0.7400083	0.24528083
