 	se	avevo	visto	nuvole	avevo	capito	che	stava	per	piovere	</S>
a	0.85067284	0.13837199	0.009667327	0.0007525622	0.00029432165	9.791341e-05	5.5032564e-05	2.6151623e-05	2.9629799e-05	3.1972257e-05	2.7528498e-07
n	0.7452394	0.24372283	0.005265658	0.0024084751	0.0017248467	0.00027949005	0.00022588242	8.008933e-05	0.00012722996	0.00019789075	0.00072836096
e	0.014928749	0.75736433	0.15334171	0.04711342	0.019352613	0.0057587847	0.0002597412	0.001171758	0.00015480774	0.0005468688	7.256506e-06
v	0.11001111	0.8347407	0.037215088	0.010367058	0.006261955	0.00021244696	9.957682e-05	0.00023278901	7.532168e-05	0.00017150583	0.00061244733
ò	0.0055954177	0.7097577	0.23259665	0.041270163	0.008067104	0.0020114304	0.00013598544	0.0004049779	9.454534e-05	6.473408e-05	1.3556073e-06
ì	0.002740579	0.8470036	0.11162256	0.026083946	0.005691504	0.00052634365	0.00032315616	0.001697411	0.00032569814	0.0006569114	0.0033283173
c	0.015142608	0.37261498	0.4909092	0.09764641	0.00863056	0.0010645322	0.00038367533	0.0030674434	0.00023222146	0.00032285062	0.009985483
h	0.013941073	0.4917492	0.44611117	0.035573237	0.005812158	0.0031607358	0.00036913875	0.0028252625	0.0001365402	0.0003104283	1.1083085e-05
a	0.0071469243	0.34889573	0.34938985	0.1413786	0.05722604	0.042209722	0.0037809298	0.03352123	0.0034337393	0.013007643	9.585185e-06
d	0.00091807876	0.014197097	0.59000033	0.37706044	0.01704049	0.00048412767	3.5325233e-05	0.00021156124	1.7205426e-05	1.3799788e-05	2.1507745e-05
ò	0.008017628	0.046444204	0.3808655	0.4554939	0.06267669	0.029451936	0.0028226885	0.00875323	0.0021740086	0.0032795512	2.067878e-05
n	0.0011509521	0.0034696516	0.21483761	0.76027644	0.019321062	0.00018785856	3.2397613e-05	0.00039378725	2.362551e-05	5.7708745e-05	0.00024886552
t	0.012735886	0.008249832	0.41401783	0.549702	0.008279151	0.0018602003	0.00037958418	0.0021203675	0.00018193414	0.0004134766	0.0020598143
a	0.035308048	0.0053972392	0.2838114	0.3923285	0.14877328	0.069276646	0.0043932213	0.03640999	0.0021168329	0.02130285	0.00088194053
s	0.0030075703	0.00026885344	0.060243376	0.70196843	0.2009996	0.026903939	0.002577768	0.0017326949	0.0004581988	0.0012026456	0.0006369781
ì	0.0034998828	0.0064180954	0.08165243	0.7093278	0.14641717	0.03195909	0.0040771393	0.00895296	0.0021038938	0.005564642	2.6891865e-05
n	0.000672088	0.00014029682	0.02171256	0.77006644	0.20532392	0.0006228297	5.2924723e-05	0.00083483674	2.1688098e-05	8.612811e-05	0.00046625512
d	0.018059969	0.0033197019	0.07561676	0.72167814	0.13273522	0.022000276	0.0030553723	0.011519347	0.0012206446	0.004403657	0.006390903
e	0.0066751125	0.0041792267	0.049889766	0.19109222	0.4601194	0.14521983	0.014250184	0.06426772	0.006840783	0.055768535	0.001697251
k	0.0005759293	5.0752657e-05	0.001725294	0.06391432	0.6143293	0.26985785	0.02675586	0.00768376	0.0031360264	0.010301981	0.0016690076
a	0.0011740811	0.011407712	0.014977746	0.09229744	0.5531597	0.20779207	0.0374225	0.03990022	0.01740497	0.02440108	6.248561e-05
ì	0.00015108526	1.2665724e-05	0.00046658833	0.018448403	0.7585158	0.19755504	0.01309387	0.005604798	0.001166308	0.0042786305	0.0007067949
c	0.0008621296	2.046565e-05	0.002097015	0.040400214	0.9320134	0.010430706	0.00053580035	0.0102901785	8.21946e-05	0.00029743303	0.002970356
h	0.04804104	0.0025665332	0.020457221	0.16796666	0.6646386	0.07513804	0.0041050534	0.015919343	0.0003373697	0.00068573805	0.00014444964
a	0.0026445896	0.0017423333	0.004156423	0.030218165	0.74517184	0.11225216	0.006852606	0.08250538	0.003539947	0.010825262	9.125439e-05
a	2.7362323e-05	7.703419e-06	0.0003236338	0.0084667625	0.37363255	0.5194384	0.036395077	0.05480869	0.0030512945	0.0028358614	0.001012662
n	1.1205409e-05	4.327001e-06	3.852857e-05	0.00032127698	0.08238542	0.68213046	0.18692157	0.031147031	0.0058835517	0.010236641	0.0009199764
o	0.00030633755	0.0022537296	0.0013250661	0.0015803524	0.04933993	0.6249492	0.1866582	0.11290448	0.012338194	0.008316606	2.786833e-05
ì	1.0118766e-05	2.6973894e-06	2.5179303e-05	0.00010783853	0.010475885	0.8346495	0.12375471	0.023508055	0.0027318168	0.0043644276	0.00036973238
s	0.0008557036	1.6941203e-05	0.00059304235	0.0051923054	0.10930623	0.35421622	0.04328653	0.46501824	0.0018802163	0.0026660387	0.016968487
o	0.0019550116	0.0010553116	0.0027738262	0.002353777	0.034012105	0.66445076	0.076243654	0.19791663	0.005741897	0.0115603	0.0019367458
n	1.0459445e-05	5.1437773e-06	3.246543e-05	8.830424e-05	0.0018715279	0.27073008	0.5907066	0.05841513	0.044231903	0.03156319	0.002345229
t	0.00042810524	0.0022333625	0.002279641	0.0013716584	0.005473166	0.1419827	0.55290437	0.12244367	0.1300533	0.040752657	7.748418e-05
a	0.00016136002	0.0024334437	0.002648354	0.003205875	0.019662185	0.08691096	0.20230466	0.5147107	0.10351766	0.06436956	7.523371e-05
k	5.3024114e-06	1.9590507e-06	1.8562738e-05	4.7557653e-05	0.00025820534	0.08436479	0.5981461	0.04637597	0.16487308	0.09793956	0.007968913
a	9.0336354e-05	0.0032437395	0.005034976	0.005636637	0.009385642	0.09238866	0.46154967	0.1668752	0.21337962	0.042346645	6.88941e-05
ì	2.0199568e-06	9.0443916e-07	7.986518e-06	2.0134206e-05	0.00013761976	0.07189824	0.41651627	0.11938947	0.20246235	0.18505462	0.0045104297
c	1.723016e-05	1.3119702e-06	7.289679e-06	5.8545716e-05	0.00076148205	0.020337217	0.014315216	0.9372252	0.008596263	0.010053903	0.008626361
h	0.0072165816	0.0017657861	0.0016260933	0.0007030098	0.010580903	0.31775907	0.25572622	0.3417273	0.04781695	0.014829311	0.00024881907
e	0.00035686383	0.0011373077	0.00066328916	0.001242198	0.0048756367	0.07902623	0.09411512	0.6618716	0.124269165	0.032405864	3.665877e-05
n	7.589305e-06	1.8953098e-06	1.3894851e-05	0.00014331225	0.00015259716	0.007130948	0.04946332	0.47704586	0.2248339	0.19429456	0.04691217
a	4.0233146e-05	0.0024791392	0.005028443	0.007917819	0.007550697	0.00964234	0.057583667	0.18449737	0.53940636	0.1857087	0.00014522445
v	7.122429e-07	4.0759753e-07	3.2429436e-06	7.332387e-06	2.2788525e-05	0.0015792875	0.020668661	0.015781442	0.18404973	0.75494355	0.02294297
r	6.948194e-05	0.002463317	0.0071816733	0.008747337	0.008090119	0.011805792	0.042055786	0.10367318	0.5526888	0.26268905	0.0005354731
è	0.00012199684	0.0018369862	0.0021206748	0.0023250177	0.0093790665	0.012061281	0.031748585	0.17918588	0.2612954	0.49968717	0.00023790316
t	0.00014100947	3.6779853e-05	7.023847e-05	0.00039359822	0.0012881531	0.026359897	0.047669943	0.6744276	0.06349113	0.11839952	0.067722015
s	0.02396255	0.01116612	0.009071163	0.0065446706	0.0057523665	0.00996566	0.023729248	0.27391067	0.093627065	0.21055245	0.3317181
i	0.01957582	0.01694322	0.01625659	0.012399259	0.045004398	0.02846497	0.019198596	0.32305014	0.06698586	0.4463099	0.0058112517
</S>	1.9612578e-05	2.7901002e-05	0.00012855505	0.0006375117	0.00031316507	0.004150368	0.01641216	0.010818196	0.1626086	0.67612225	0.12876175
