 	il	morto	vuole	pianto	</S>
t	0.9969277	0.002530322	0.0005320236	9.959045e-06	5.113113e-08
o	0.6355195	0.12770618	0.2292365	0.0056513604	0.0018863331
n	0.8235118	0.05587631	0.114192165	0.0013284646	0.005091263
a	0.53460294	0.4374518	0.025523385	0.002313234	0.00010857455
p	0.7285889	0.13445611	0.122332186	0.0011961659	0.013426701
e	0.03744692	0.9286486	0.028741824	0.0050287964	0.00013387544
s	0.062925495	0.8814943	0.042031925	0.004049693	0.009498635
a	0.10170935	0.80739313	0.08759435	0.0028613613	0.00044175025
m	0.018171977	0.8191702	0.15134732	0.004224289	0.0070862644
m	0.016774496	0.9464106	0.03496532	0.0018081797	4.1459014e-05
è	0.14703615	0.7770612	0.07010993	0.0057832864	9.417997e-06
n	0.008864648	0.7994448	0.13847823	0.044875804	0.008336489
o	0.003392834	0.047557503	0.9416633	0.0027704076	0.004615979
t	0.001326033	0.040156215	0.8155656	0.1056797	0.03727248
è	0.033898477	0.012810958	0.9281595	0.024753893	0.0003771711
l	0.00050746737	0.005356107	0.9606796	0.01930782	0.014149019
i	0.0022519284	0.012738239	0.94469297	0.03417207	0.0061448836
g	0.0002769084	0.0052710827	0.07999448	0.77830637	0.13615112
l	0.35883105	0.024220277	0.17201507	0.440003	0.0049306154
e	0.0372743	0.023013381	0.006918119	0.9327129	8.131341e-05
m	0.00011160834	0.0037343688	0.004913707	0.91441715	0.076823145
m	0.00415461	0.0041189305	0.0041917656	0.98744047	9.42276e-05
è	0.00248058	0.039599486	0.030899432	0.9269768	4.3622807e-05
n	1.7778722e-05	0.0027001554	0.002583584	0.88819903	0.106499515
o	0.022868538	0.12460616	0.06273651	0.59848017	0.19130865
</S>	0.0016181904	0.010375844	0.010246076	0.20781316	0.7699467
