 	voglio	un	forno	che	vende	rustici	</S>
t	0.91023517	0.088011876	0.0014120959	5.5216973e-05	0.00024855233	3.6925197e-05	1.5616752e-07
è	0.74280226	0.16335261	0.08345798	0.0024690407	0.001071821	0.0067511443	9.519957e-05
l	0.9069535	0.064165294	0.00851627	0.0010050229	0.0020160393	0.0015280171	0.015815753
o	0.4401103	0.48645574	0.049691405	0.0026047945	0.0056723906	0.01464324	0.0008220225
è	0.056896355	0.89485395	0.038364258	0.0031798098	0.0017638018	0.0010209339	0.0039209654
n	0.029222233	0.755034	0.122904435	0.009572263	0.05704391	0.0018268583	0.024396248
a	0.0058275405	0.5896268	0.37146673	0.007767746	0.014201354	0.010621189	0.0004886753
f	0.00015648885	0.15063496	0.71393126	0.09414169	0.032379422	0.003037721	0.0057184426
ù	0.00083228556	0.009840856	0.94052136	0.020934844	0.0016990384	0.026135711	3.583388e-05
r	0.016373107	0.22412983	0.5115216	0.13609017	0.058957823	0.013210378	0.03971707
n	0.0022556873	0.0134982	0.9202156	0.03766391	0.009523854	0.01067704	0.006165727
o	0.016432617	0.064201206	0.7969107	0.0357108	0.019854628	0.06461527	0.0022746949
k	2.0263109e-05	0.0009798899	0.042097684	0.85806084	0.04856107	0.04281894	0.0074612275
a	0.004273576	0.0063844835	0.54205656	0.3268999	0.0113854045	0.1089457	5.4437787e-05
p	1.3350572e-05	0.000755322	0.020334344	0.4703105	0.42429128	0.07867169	0.0056234766
u	0.010605122	0.013442567	0.4446382	0.3198665	0.034939595	0.17632054	0.00018753039
l	9.119183e-06	0.00032807217	0.004979312	0.11196226	0.7305544	0.14598121	0.0061855586
ì	0.016248293	0.021599768	0.25162548	0.19319825	0.10541519	0.4112065	0.0007064341
r	9.050543e-05	0.0032474701	0.005286058	0.007234061	0.44251665	0.51293534	0.028689971
ù	0.009991449	0.0074012596	0.023736695	0.05165752	0.36386824	0.46723703	0.07610781
s	2.5443369e-05	0.00024615554	0.0012403526	0.003615184	0.08687164	0.8808131	0.027188072
t	0.0031001433	0.0036245766	0.020291848	0.01268044	0.048963483	0.90757424	0.003765263
i	0.026250843	0.03934646	0.033970922	0.03984331	0.013805348	0.84648263	0.00030053515
k	2.5434818e-05	0.0003146315	0.00037339405	0.0056272554	0.0065958872	0.4538552	0.5332082
u	0.03350919	0.037696637	0.053889755	0.0512081	0.0032909377	0.82023185	0.0001735391
</S>	2.0270045e-05	0.00019943106	0.00023486848	0.0057797013	0.007342417	0.41220254	0.5742208
