 	questa	canzone	ee	l	ha	scritta	un	poeta	</S>
t	0.73995167	0.24784	0.010081227	0.0014716854	0.0005032827	2.7301583e-05	7.648386e-05	4.0871295e-05	7.4225245e-06
ù	0.827535	0.16880368	0.0018513484	0.0013563356	0.00028616152	1.09387065e-05	7.44617e-05	7.9858924e-05	2.1954054e-06
t	0.9484049	0.04089263	0.0010997067	0.0005023249	0.0006338683	0.0002984947	0.0014654109	0.0013710186	0.0053315707
t	0.9325754	0.046572905	0.011471627	0.0047131395	0.0023399205	0.00043066856	0.001140719	0.0002572785	0.00049835327
o	0.2898757	0.651767	0.02828173	0.010293454	0.0047411947	0.0036024144	0.004589153	0.0068176775	3.1679574e-05
t	0.14617634	0.78326696	0.049754154	0.01595925	0.0018386185	0.0009238734	0.0003958529	0.00011692076	0.0015680994
r	0.043222398	0.9300381	0.0114609245	0.005745804	0.0015821604	0.0018559244	0.0005234346	0.005561615	9.546621e-06
a	0.08665351	0.8535691	0.018667413	0.01525768	0.005360579	0.0022451957	0.0031571607	0.015082497	6.85855e-06
v	0.008718943	0.94399494	0.03372776	0.010576557	0.0012456081	0.0002110891	0.00023032777	0.00017144589	0.0011232486
ù	0.013431929	0.83246505	0.08461161	0.031990044	0.0059660007	0.018698249	0.0024459844	0.0103427805	4.8359227e-05
d	0.012286036	0.9520988	0.026083542	0.0036455356	0.0010650828	0.0009132301	0.000459158	0.0004194613	0.0030292785
i	0.1147525	0.70683044	0.120617494	0.022059958	0.019316778	0.0013922291	0.007350949	0.0021337785	0.00554587
e	0.0008187919	0.056817736	0.7763272	0.14144266	0.011480212	0.0024977317	0.0009916958	0.00094295776	0.008681058
e	3.7505324e-05	0.012518753	0.7851957	0.18352085	0.014588386	0.00041995881	0.0018626588	0.0007898902	0.0010661997
t	1.2640549e-05	0.0011780995	0.6806575	0.28600383	0.027130939	0.00069192937	0.0025855473	0.0006939637	0.0010455735
o	0.018481946	0.090620466	0.4034844	0.34560728	0.04673888	0.04959028	0.0048192535	0.03983638	0.0008210975
n	4.1283156e-06	0.00027303628	0.22167431	0.7106409	0.062617294	0.0017425454	0.0021040647	0.0005319146	0.0004116955
è	0.0855679	0.108770624	0.08665486	0.38090086	0.14486128	0.11040705	0.015935736	0.065644234	0.0012574908
g	0.00016725303	0.0042526727	0.16596046	0.24651507	0.42065683	0.098743975	0.025064893	0.007606527	0.031032383
r	0.0053227046	0.006008662	0.15216391	0.49676457	0.24670061	0.052303057	0.02375432	0.012625464	0.0043567116
a	0.05020333	0.0643804	0.00807302	0.03200984	0.14709397	0.33381018	0.1307848	0.22514962	0.008494846
t	2.2867276e-05	3.317755e-05	0.0042958725	0.13832481	0.5952486	0.15888962	0.090373516	0.0059886565	0.0068229185
s	0.0017897736	0.0016059836	0.002141915	0.030025724	0.13302106	0.7884172	0.024188505	0.01877887	3.101634e-05
e	0.004674844	0.005526176	0.00277837	0.011682558	0.035029616	0.900544	0.025917802	0.013835065	1.144638e-05
è	1.8416538e-05	2.6448413e-05	0.0028541428	0.05665787	0.232723	0.18253767	0.4874091	0.03157253	0.006200657
n	1.1163934e-05	1.8199135e-05	0.018627048	0.0332641	0.16529483	0.07462411	0.6387234	0.04314976	0.026287425
a	0.0004921962	0.00033221627	0.00022944716	0.0012629587	0.024814716	0.49287614	0.37859675	0.100476705	0.0009188773
p	2.3712097e-05	2.8316079e-05	0.0003289718	0.0034475785	0.014654906	0.011844284	0.865746	0.07632837	0.027597757
o	0.0745076	0.060507964	0.0041865325	0.010886776	0.015375688	0.40630588	0.2442162	0.183135	0.00087831006
è	1.962998e-05	1.2585371e-05	0.00015888273	0.0026324093	0.0050833966	0.003045107	0.3449736	0.5916689	0.052405436
t	8.942167e-06	1.0190589e-05	0.0066476604	0.03088735	0.061476793	0.014869356	0.231911	0.5524765	0.101712115
a	0.0008672635	0.00048778224	9.15092e-05	0.00032781772	0.0018147504	0.048188016	0.12540212	0.81890136	0.003919405
</S>	0.00015534647	7.6508884e-05	0.00016528236	0.0008945388	0.0014945972	0.0006092783	0.12241819	0.56948835	0.30469784
