 	è	che	è	entrato	da	qui	</S>
è	0.91317874	0.08640194	0.0001277479	0.00010356782	3.9328996e-05	0.000147564	1.0733513e-06
n	0.41315958	0.45505	0.067058966	0.003193021	0.0045301877	0.0047382917	0.052269947
a	0.032918792	0.8284711	0.017340254	0.09370594	0.0088279145	0.017845066	0.00089091243
m	0.055023372	0.5577089	0.36330253	0.0078416485	0.0061581302	0.004625364	0.005339992
b	0.01518989	0.25039393	0.00880622	0.7038818	0.014186513	0.0075382516	3.3521667e-06
ì	0.017742649	0.20899063	0.2267659	0.52839416	0.015100673	0.0030034464	2.539697e-06
k	0.014055149	0.0893789	0.2254391	0.20739047	0.34762958	0.107233845	0.008872931
e	0.0019262392	0.02777876	0.008730527	0.9093823	0.039333608	0.012393585	0.00045501126
a	0.0014690601	0.010211565	0.01487654	0.03711312	0.7723753	0.15628448	0.0076700062
p	0.00012420214	0.000549321	0.008542389	0.021878516	0.3384777	0.6283871	0.0020407436
ò	0.0044891937	0.021969838	0.004214119	0.042161837	0.26277745	0.6642791	0.00010846524
t	0.0008108841	0.00047620275	0.0017756688	0.0024894362	0.042609762	0.91806734	0.03377071
t	0.00024486083	0.0008486777	0.0027944564	0.015799502	0.16483505	0.8054135	0.010063954
u	0.0009786581	0.0037055819	0.0028093427	0.01601171	0.13303164	0.8424939	0.0009692185
</S>	3.9222978e-05	0.00014926963	0.00023791174	8.518903e-05	0.00844522	0.8200265	0.17101671
