 	voglio	che	Maria	che	venga	domani	</S>
i	0.9820676	0.017014707	0.0008330252	2.5875474e-05	3.3407872e-05	2.5406549e-05	3.6252644e-08
t	0.8321643	0.048379693	0.085759915	0.0014469979	0.015440179	0.016284907	0.00052410836
è	0.90393555	0.09414276	0.0009086637	0.0006047097	3.803143e-05	0.00036860362	1.5888832e-06
l	0.9333369	0.035089567	0.0034857795	0.0016721428	0.00764479	0.015225825	0.003544972
o	0.85911566	0.07691631	0.000972354	0.00035621968	0.005379101	0.056670383	0.0005899912
k	0.011286727	0.90547943	0.046477854	0.0035004604	0.0069061457	0.026238473	0.000111031826
a	0.0030432958	0.9619391	0.0055537056	0.02243486	0.0012624381	0.005763144	3.4966054e-06
i	0.0038723627	0.4619454	0.4863052	0.014163143	0.015224752	0.018049724	0.0004394631
M	3.2277407e-05	0.06691981	0.8257148	0.041805323	0.012001277	0.05348492	4.1665553e-05
a	0.01768923	0.6256135	0.026440458	0.31215575	0.0020760074	0.015983539	4.1574804e-05
r	3.4869943e-05	0.008940618	0.9344755	0.021951474	0.022205763	0.012286915	0.000104883686
ì	0.013937067	0.09159423	0.012020908	0.8753993	0.0018818862	0.0051215696	4.5124645e-05
a	0.0060800235	0.0026836058	0.11827059	0.023018561	0.16213799	0.6790618	0.008747535
n	0.00014192506	0.0066277683	0.029029407	0.7884065	0.09493474	0.07868737	0.0021723213
a	0.017922943	0.03298006	0.057809755	0.6250561	0.12769367	0.13747904	0.0010584238
r	6.1791056e-06	0.00037239608	0.07193309	0.01709783	0.8634618	0.046363924	0.00076476403
t	0.16164412	0.16816537	0.011227882	0.64349395	0.008562944	0.006130771	0.0007749684
i	0.029018402	0.09531596	0.041194208	0.80853695	0.009429461	0.016375458	0.00012960551
à	0.0002261039	0.005751341	0.03280655	0.31353858	0.5881069	0.007830298	0.051740278
v	6.839715e-05	0.0014774863	0.053032648	0.0018286206	0.20967409	0.705735	0.028183663
v	0.0012047656	0.0029060766	0.0012106224	0.023687683	0.025685653	0.9420701	0.00323498
r	0.14326887	0.11359513	0.012474359	0.53332925	0.03264384	0.16219184	0.0024967545
i	0.068224914	0.12930341	0.008846022	0.7801564	0.0071830116	0.00610742	0.00017884799
</S>	0.0034604163	0.005871492	0.0077559226	0.06578949	0.09701022	0.0019698816	0.8181426
