 	qui	dentro	vuole	un	tappeto	</S>
e	0.8958294	0.102578074	0.0014872124	8.8914014e-05	1.5902639e-05	4.8441257e-07
t	0.9835622	0.010849975	0.0018994723	0.0013941425	0.0007425127	0.0015518254
t	0.59243965	0.36589137	0.01342477	0.0005290372	0.027696248	1.8941068e-05
ù	0.95670056	0.041089475	0.0015335042	0.00012118175	0.0005529019	2.3136668e-06
m	0.023427265	0.89676636	0.020421492	0.005585375	0.0035941582	0.050205436
è	0.008937967	0.86819977	0.11761331	0.0026028461	0.0025581245	8.793205e-05
s	0.0035611636	0.96519697	0.02648779	0.0011076643	0.0010203114	0.0026260589
a	0.003129339	0.43705013	0.49812073	0.011156603	0.050380953	0.00016223025
t	0.00020333269	0.015206842	0.9216031	0.0461547	0.014038449	0.002793626
è	0.018636525	0.046197247	0.81592387	0.019425362	0.099755324	6.168291e-05
l	0.00035344082	0.060436044	0.77933085	0.13997039	0.006201353	0.0137078995
i	0.00034293102	0.0040847543	0.8888319	0.06788215	0.037574526	0.001283796
è	1.4263313e-05	5.080857e-05	0.016707946	0.9460155	0.02938947	0.007822135
n	1.20404e-05	0.0028212708	0.074270464	0.7958178	0.0989528	0.028125696
a	0.0002824341	0.0009925377	0.040790696	0.6572495	0.29902384	0.0016609994
t	2.4205518e-05	5.2494812e-05	0.0014469208	0.6979588	0.25372395	0.046793606
a	0.0028530003	0.00040795785	0.0008684247	0.033689365	0.96206343	0.00011788413
p	6.392765e-06	7.496357e-06	0.00012848321	0.0593773	0.92619455	0.014285719
p	0.02700447	0.0033451193	0.0017106278	0.014776752	0.95261604	0.0005469915
è	0.0034054725	0.01939463	0.004112778	0.059248097	0.9137738	6.527482e-05
t	9.283763e-06	0.00025520514	0.0147066815	0.10712642	0.83216625	0.045736156
o	0.0008745579	0.0028552276	0.008599631	0.07061431	0.9145822	0.0024741662
</S>	1.8099896e-05	1.9757414e-05	0.000119038086	0.0023632145	0.29894924	0.6985307
