 	può	che	sono	ancora	svegli	</S>
i	0.920824	0.077322535	0.001784103	4.107017e-05	2.8085951e-05	1.8014255e-07
s	0.80767107	0.17700553	0.011268632	0.00077626307	0.0006042609	0.0026743049
ò	0.6698885	0.32250416	0.00481264	0.0013521675	0.0014267074	1.5855123e-05
z	0.961743	0.02485985	0.00448117	0.0001823392	0.00020841214	0.008525239
i	0.80349636	0.18324608	0.006732345	0.0007836541	0.003734834	0.002006801
k	0.0030495047	0.9567271	0.037093785	0.0015934216	0.00027785273	0.0012584098
a	0.0065926732	0.8511497	0.122531824	0.014217379	0.0054669203	4.150467e-05
ì	0.0010010401	0.5436204	0.4371359	0.009686406	0.0014401223	0.007116152
n	0.0053456356	0.064865574	0.9011501	0.008528578	0.001026641	0.019083364
e	0.008706279	0.09441356	0.6992677	0.087835506	0.105411045	0.004365913
a	0.00015180555	0.022237996	0.24887401	0.6828724	0.021743907	0.024119798
n	0.0002962349	0.007336067	0.49013996	0.4791024	0.015271869	0.007853432
k	0.00066295324	0.0025988936	0.06626708	0.9116535	0.018642817	0.00017470366
ò	0.04231958	0.09378727	0.29922703	0.5386662	0.025888199	0.00011175662
r	0.0062741167	0.021793043	0.10000474	0.11252628	0.07158969	0.68781215
a	0.016444877	0.017225752	0.08207875	0.7382263	0.1387319	0.0072924583
a	0.0041929986	0.008538213	0.0038829353	0.3269451	0.21508676	0.441354
t	0.034765825	0.027449794	0.021916663	0.13454911	0.73485106	0.046467565
s	0.010486438	0.021581283	0.013829181	0.17748936	0.76262456	0.013989206
ù	0.22176903	0.12722887	0.07400847	0.23110065	0.33289126	0.013001686
n	0.00029599798	0.0006366219	0.004459233	0.040290423	0.7681745	0.18614314
n	0.0027689792	0.0024624334	0.0033904766	0.03809989	0.92315686	0.030121364
i	0.52347505	0.15263745	0.096575655	0.028838832	0.17378943	0.024683574
t	0.011920889	0.029091414	0.0057024094	0.13207477	0.7618441	0.05936638
i	0.035076637	0.058689117	0.0528793	0.3952834	0.45112568	0.0069457865
</S>	0.026942838	0.018130988	0.0015059862	0.060279682	0.3518092	0.5413313
