 	hai	già	mangiato	</S>
è	0.9847284	0.014994351	0.0002764121	8.2961907e-07
c	0.8950237	0.053101413	0.006171836	0.04570295
h	0.9710326	0.028302541	0.00046276467	0.000202082
i	0.8265534	0.11867386	0.054481402	0.00029137716
g	0.25239104	0.7442327	0.0019288661	0.0014473755
i	0.090304	0.7525373	0.15712841	3.020471e-05
à	0.0044362647	0.95121205	0.03306081	0.011290817
f	0.02341811	0.8396007	0.07706852	0.059912708
a	0.03023788	0.4772543	0.48818222	0.0043255454
m	0.00015729666	0.026640793	0.87113124	0.10207065
è	0.03230035	0.13666692	0.8309581	7.457416e-05
n	0.0010261144	0.044161834	0.7345843	0.22022781
a	0.018436722	0.050713997	0.9119544	0.018894944
</S>	6.330203e-05	0.00082155585	0.2961403	0.7029748
