 	sta	seduta	nel	giardino	nel	giardino	</S>
s	0.9649666	0.030421281	0.0039836885	0.00031820597	0.00023753969	7.2457326e-05	1.939174e-07
t	0.9450133	0.009039481	0.035300057	0.002975236	0.0061673606	0.0014332494	7.130226e-05
e	0.9258045	0.021833925	0.029833905	0.0033074669	0.016335273	0.002860529	2.427056e-05
k	0.544677	0.36045095	0.05834118	0.018569322	0.0087897265	0.0020125296	0.00715935
a	0.4773519	0.360617	0.08105248	0.018088253	0.04754825	0.015251706	9.030943e-05
m	0.18847878	0.6918215	0.08950381	0.012390996	0.0061181462	0.001523217	0.010163504
m	0.11472118	0.7613479	0.09021071	0.009829252	0.018149415	0.005693744	4.7722962e-05
è	0.0642556	0.89907306	0.03396857	0.0011930444	0.0011781456	0.00032714597	4.5552697e-06
n	0.017733952	0.8783467	0.07811428	0.007836973	0.015241085	0.001924305	0.00080271496
i	0.016736554	0.40367365	0.544052	0.012744703	0.018485872	0.0009776162	0.0033295916
s	0.00034445353	0.28513345	0.62115985	0.07513243	0.006981647	0.0023151147	0.008933091
t	0.0117287785	0.02632922	0.9199381	0.016252022	0.022013452	0.0036955827	4.2913398e-05
o	0.06548768	0.13534081	0.65874255	0.02183111	0.10376267	0.014648819	0.00018646302
g	8.153521e-05	0.09339206	0.5257236	0.33148494	0.01863459	0.015183008	0.015500357
i	0.028625121	0.021384072	0.8158564	0.07324244	0.051420566	0.009156034	0.00031531506
a	5.0517538e-05	0.021280296	0.36854398	0.5730265	0.021361373	0.010247217	0.0054901573
r	2.7013692e-05	0.014398533	0.16157435	0.782837	0.017510645	0.009298618	0.014353757
d	0.05275191	0.0042151185	0.3062321	0.44960603	0.16351968	0.01960415	0.0040710233
ì	0.041480318	0.03716698	0.3109028	0.3305553	0.2472201	0.030410461	0.002264078
n	0.00039587604	0.08454869	0.20699167	0.20865582	0.4446998	0.009565857	0.045142297
o	0.005875476	0.031088917	0.16420585	0.50076205	0.22615458	0.0044371933	0.06747599
s	5.0948856e-05	0.00089716184	0.0020730821	0.7272797	0.1685821	0.06020018	0.04091688
t	0.009764948	0.0017329726	0.00714066	0.12389877	0.79543066	0.061924662	0.000107321444
o	0.021704715	0.018144846	0.027197573	0.1097757	0.7436886	0.07934024	0.0001483127
c	3.05555e-05	0.0004913792	0.00037331603	0.14597727	0.34482723	0.433124	0.07517628
ì	0.0052905427	0.0017142168	0.003376177	0.13458751	0.769368	0.085534014	0.0001295735
p	8.5860534e-05	0.012488591	0.009818233	0.019506054	0.8805843	0.05238156	0.025135465
o	0.0030216796	0.009314502	0.020182123	0.058093872	0.87194264	0.020641046	0.016804136
</S>	3.541127e-05	0.0010829325	0.00050088926	0.03367955	0.27853364	0.3954556	0.290712
