 	il	cibo	vuole	mangiato	appena	lo	cucini	che	è	più	saporito	</S>
o	0.9243478	0.06217421	0.013006125	0.00018108415	7.388838e-05	7.24138e-05	2.7108795e-06	3.9725e-05	1.042993e-05	4.659882e-05	4.496391e-05	7.657972e-08
m	0.25898576	0.42551523	0.2553246	0.005512613	0.013424994	0.0019495928	0.0073467763	0.010768359	0.009255617	0.0034022843	0.002040027	0.0064741154
a	0.21970329	0.03436459	0.16670781	0.085755095	0.0072535314	0.26830062	0.0012711402	0.045290153	0.0037593916	0.044665623	0.12250274	0.00042605156
r	0.2005381	0.7691052	0.018300457	0.0061359825	0.0011293684	0.0013541188	0.0005541675	0.0008459079	0.00018131937	0.00039329723	0.0005916923	0.00087047234
ì	0.26947978	0.07317068	0.3265152	0.05429831	0.0010540959	0.12202774	0.00095952133	0.04496065	0.0026583702	0.034614775	0.06913926	0.0011216428
o	0.06602825	0.2308036	0.62287503	0.01253741	0.018753596	0.0033516996	0.014166774	0.002391152	0.0023521285	0.004019252	0.0038428195	0.018878317
t	0.020192731	0.5324977	0.37422398	0.03796536	0.013984949	0.0040266705	0.006806811	0.0030115803	0.0016570375	0.0015224774	0.0012419476	0.0028687548
è	0.058670208	0.005310402	0.8420859	0.038904063	0.0021201402	0.025023932	0.0010021598	0.0055529852	0.0016033478	0.0052739875	0.013699096	0.0007538312
l	0.0006655273	0.006299127	0.9641199	0.010147151	0.011610766	0.00029346437	0.0028860138	0.00023987891	0.0004960988	0.00059274764	0.00040652594	0.0022427482
i	0.0021210439	0.0011546871	0.9406607	0.023920985	0.0068838387	0.00542555	0.0075416006	0.0012923911	0.00090837205	0.0040786364	0.0032984163	0.0027136793
f	2.2038283e-05	0.042658556	0.026373269	0.7623877	0.114663765	0.015136685	0.018550206	0.009165249	0.004971029	0.002403005	0.0015394015	0.0021291191
a	0.02548276	0.0053830934	0.06252414	0.20477957	0.0035523148	0.3110244	0.0015752375	0.07788056	0.0043804073	0.08946293	0.21240485	0.0015497897
m	1.25234865e-05	0.019710077	0.010982908	0.77458835	0.136445	0.037648868	0.009620565	0.0063128327	0.0023756668	0.000851621	0.0007374672	0.0007142088
è	0.004823095	0.002273381	0.01759584	0.5035955	0.002314003	0.38510576	0.00022083287	0.020267721	0.00037888097	0.012562619	0.050734848	0.00012763322
