 	il	muro	vuole	uno	specchio	</S>
o	0.9433334	0.0553175	0.001156317	0.00018414906	8.4890025e-06	1.3774597e-07
t	0.9552195	0.02856537	0.0033935334	0.005622913	0.0038057873	0.003392752
ì	0.057452533	0.87835085	0.03980342	0.018308865	0.0060666543	1.7667382e-05
c	0.044825345	0.930685	0.010277457	0.004504118	0.0006782325	0.009029949
h	0.056603003	0.86074877	0.08163216	0.00017819944	0.00041190904	0.00042602248
o	0.0249274	0.69479907	0.1645788	0.010124892	0.1053775	0.00019231549
t	0.0389987	0.362859	0.52299106	0.07339316	0.00066379143	0.0010942954
è	0.015150553	0.29357105	0.64221936	0.041202325	0.007845489	1.1241536e-05
l	0.0074496316	0.1781354	0.7478821	0.042849705	0.011031688	0.01265142
i	0.0053488873	0.0073779877	0.9546023	0.0039370474	0.028213134	0.0005206422
n	0.00036300992	0.0001299885	0.17100058	0.8147602	0.005782048	0.00796412
a	0.0065883235	0.006292753	0.11342148	0.82801366	0.045610163	7.353928e-05
n	0.00013905174	1.729922e-05	0.015755441	0.95903486	0.023266707	0.0017866716
g	0.004243177	0.004708981	0.012169891	0.953141	0.025645502	9.160131e-05
h	0.014873306	0.041043885	0.054695465	0.88560957	0.0037552493	2.254494e-05
i	0.043626223	0.092651196	0.2941227	0.46257037	0.10682276	0.00020681496
a	0.0014474854	0.00014525239	0.05219642	0.90869415	0.029432707	0.008084085
l	0.00032537366	2.0491694e-05	0.0050641843	0.9479892	0.023187615	0.023413
ì	0.0039047447	0.006323066	0.002170064	0.96287066	0.024043007	0.0006884532
</S>	0.0010961276	0.0010050997	0.20365152	0.16724007	0.20889473	0.41811243
