 	se	vieni	a	casa	ogni	sabato	</S>
a	0.97713506	0.00773695	0.014387082	0.0005543084	0.00013133574	5.442778e-05	6.458991e-07
n	0.97182786	0.020294828	0.0055749235	0.00013841625	0.00078625727	0.00028171283	0.0010958664
è	0.011855072	0.0145885255	0.6585875	0.30209786	0.0014654587	0.011395509	1.0085059e-05
r	0.023975594	0.22502983	0.44884232	0.11105511	0.036997918	0.022180185	0.13191907
t	0.02850911	0.018203804	0.31752494	0.63164425	0.0025347571	0.0008068115	0.00077632716
i	0.009291377	0.003362698	0.48941156	0.45815152	0.009721079	0.02994083	0.000121015735
è	0.037875563	0.28752255	0.35776907	0.24868152	0.058391947	0.0066826437	0.0030766325
s	0.002562368	0.008699083	0.12586236	0.428517	0.3622405	0.035131138	0.03698752
s	0.003575622	0.0028320914	0.094104044	0.8448301	0.04386904	0.010559339	0.0002297279
u	0.0014132512	0.0003977702	0.02518241	0.9210258	0.009053951	0.042908147	1.8803737e-05
k	0.0014406285	0.005400248	0.001997128	0.017170334	0.9273361	0.038434684	0.008220973
u	0.0012732797	0.00565878	0.010930849	0.66363287	0.23783687	0.080635965	3.139252e-05
à	0.0013509612	0.00287127	0.001609901	0.0076634516	0.8282581	0.14504601	0.0132003
i	0.016512437	0.008998373	0.006433421	0.04662564	0.5318	0.32503444	0.06459574
s	2.3097755e-05	0.00016955638	0.00031379962	0.0008192638	0.8514618	0.13933994	0.007872519
à	0.0004952463	0.0006601159	0.0024631598	0.008980432	0.024045492	0.9618192	0.0015364352
m	0.0030175685	0.00084505917	0.0006110675	0.0020568836	0.0382063	0.63993573	0.31532735
b	0.002809697	0.0016409446	0.00052173116	0.0014780725	0.017896205	0.9739013	0.0017519883
a	0.0003331958	0.00022705062	0.0003728283	0.0031126637	0.0074458434	0.9883972	0.000111196736
</S>	0.00020827109	9.510773e-06	7.921115e-05	0.0021902262	0.007843617	0.20430256	0.78536665
