 	volevo	trovare	un	forno	che	fa	un	rustico	buono	</S>
ì	0.97373587	0.023557251	0.001728373	0.0003779485	0.00022201079	0.00019314069	3.388385e-05	0.00013671063	1.3980714e-05	7.7550254e-07
s	0.99089736	0.0044998154	0.000504865	0.00013624695	0.00023803941	0.00015991332	0.00040276538	0.00031978684	0.0009312663	0.0019100208
e	0.34947512	0.5793382	0.03277323	0.021389885	0.002889436	0.005297317	0.0031325968	0.0031428605	0.001207946	0.0013534289
l	0.74050313	0.24707247	0.0029405525	0.003625231	0.00040830724	0.00036223765	0.00042797904	0.0007040715	0.0010958374	0.0028602309
a	0.022353686	0.37987226	0.17332675	0.33975884	0.013291305	0.049643792	0.004944843	0.016600542	7.757001e-05	0.00013054989
n	0.068893835	0.8855501	0.01825663	0.015470404	0.0010950351	0.00090514723	0.0003950338	0.00062833505	0.0035525642	0.0052529336
a	0.012015905	0.37990704	0.32207072	0.22679488	0.010657805	0.03682387	0.0013894439	0.010219985	6.105227e-05	5.9299306e-05
v	0.0036567077	0.90487653	0.058073338	0.021576954	0.0011847033	0.00076732284	0.0003017161	0.00050216215	0.00532903	0.0037315781
r	0.006635788	0.3795268	0.27652192	0.31271407	0.004187559	0.014572341	0.0013575216	0.004403083	3.008113e-05	5.0780964e-05
ì	0.03239484	0.7071208	0.15430237	0.09205893	0.004589056	0.0037668499	0.0008633843	0.0037489987	0.0007589931	0.00039586084
k	0.16080101	0.15476954	0.43333715	0.1333567	0.0072927265	0.0075534265	0.009586055	0.0053584296	0.007136037	0.08080895
o	0.0064757615	0.44662797	0.4858524	0.049782652	0.0012368062	0.0016019014	0.0031450253	0.0008515073	0.0005268074	0.0038992302
a	8.848706e-05	0.012587377	0.71408033	0.2472243	0.01004356	0.0037031972	0.0005738385	0.0008296529	0.0074706194	0.003398757
f	2.1100614e-05	0.0037359865	0.55525535	0.39056626	0.030099979	0.0043085706	0.0017241705	0.003036917	0.010608796	0.00064284453
ù	0.004389725	0.008119676	0.05703137	0.8966756	0.014229222	0.015417331	0.0009878317	0.003025485	5.76805e-05	6.610939e-05
r	0.0007818362	0.03473486	0.27886525	0.5303841	0.07267934	0.013875146	0.006003938	0.0030709773	0.017281722	0.04232281
n	0.0019120149	0.014725377	0.101517454	0.8092361	0.03758966	0.007893948	0.012086859	0.0017032138	0.0011591522	0.012176211
o	0.025467986	0.048964255	0.056218695	0.785397	0.020713085	0.03447603	0.010632665	0.01516583	0.00043823617	0.002526185
k	1.1560874e-05	0.0008836911	0.01160037	0.21981576	0.6404509	0.1054206	0.005023238	0.004206862	0.010089812	0.0024971394
a	0.0062802923	0.00935436	0.0061904066	0.5163531	0.24092382	0.2001325	0.0068583665	0.013827354	4.967329e-05	3.0250876e-05
k	7.74584e-06	0.0003421863	0.008765991	0.077476144	0.625695	0.25262743	0.010660415	0.0070291366	0.015763411	0.0016325068
a	0.006601263	0.015702754	0.002732287	0.37088576	0.16874617	0.41094363	0.013984899	0.010324699	3.4613993e-05	4.3980977e-05
n	6.2401637e-06	0.00019542234	0.0038911232	0.020318558	0.3821004	0.52840805	0.027169926	0.0146198915	0.021643003	0.001647423
n	0.0027081023	0.012150063	0.00115142	0.07637971	0.059714433	0.81030715	0.021818012	0.015515172	0.00017385598	8.2140985e-05
i	0.015237206	0.013732783	0.0021852376	0.049722217	0.032990836	0.7454262	0.041628268	0.09760665	0.0012826958	0.00018783579
u	7.906253e-06	0.00025621624	0.0030356087	0.01365473	0.14505301	0.63066894	0.12865369	0.058061477	0.01792231	0.002686168
n	5.802782e-06	0.00023982224	0.0010111347	0.0046977648	0.06841719	0.48220605	0.2937205	0.12693046	0.020339362	0.002431905
r	0.012728843	0.015185981	0.00083895633	0.022383405	0.014349745	0.64265513	0.08813267	0.20077612	0.0023287393	0.0006204392
ù	0.038829334	0.017952867	0.0013476135	0.0151079865	0.008158795	0.111325555	0.053083833	0.74858177	0.0051814234	0.0004308008
s	7.0142196e-05	0.00033095773	0.028897084	0.018181913	0.028898543	0.05751706	0.35987926	0.25436467	0.0711969	0.18066347
t	0.00073939865	0.011736356	0.0016316918	0.011278662	0.010348244	0.13632008	0.7139958	0.09295149	0.0037992932	0.017198954
i	0.04232358	0.05428819	0.016030258	0.03261321	0.0077973767	0.056203038	0.42580396	0.3601472	0.00066916493	0.004123968
k	0.0006053403	0.0018474385	0.0025331255	0.0024551647	0.012568668	0.018661546	0.028632578	0.51770073	0.24848935	0.16650616
o	0.008431563	0.009775208	0.002713644	0.011759462	0.0090531865	0.052855667	0.1262808	0.7661338	0.012477073	0.00051951123
k	0.00047407462	0.00062178774	0.0014101021	0.0013527889	0.013503985	0.012888221	0.03830548	0.67330784	0.120130815	0.13800493
a	0.006347001	0.015197375	0.0072282073	0.020969437	0.011515337	0.08658696	0.06302322	0.7860233	0.0022715994	0.0008375736
l	0.00048777848	0.00084004045	0.0013555257	0.0015652946	0.014198921	0.016015856	0.028409274	0.7656724	0.08180634	0.08964855
ù	0.00022290142	0.012318606	0.016000373	0.022905864	0.024886832	0.11921335	0.013777119	0.78584677	0.003219396	0.0016087488
</S>	0.00013767825	0.00038298848	0.0029134064	0.0077922824	0.05395063	0.037781734	0.17153032	0.12060607	0.08603188	0.51887304
