 	non	mi	aspetti	che	non	vengo	</S>
m	0.97678316	0.023061031	7.8421035e-05	3.4239132e-05	3.2074431e-06	3.9710703e-05	2.8719532e-07
ì	0.20223284	0.79184836	0.0011168475	0.0025610428	0.00016024648	0.002079803	7.501331e-07
m	0.14423116	0.83418006	0.01631842	0.0023657943	0.0002914541	0.00057290564	0.0020401638
e	0.021155922	0.97413343	0.0014297785	0.00059829035	0.00026889966	0.00058123993	0.0018324453
m	0.018720921	0.9370018	0.03655942	0.00523349	0.0014046684	0.00070194755	0.00037786944
ì	0.07395387	0.88042146	0.003150357	0.029636906	0.00092692685	0.011897785	1.2833257e-05
n	0.017202519	0.6180432	0.24649887	0.08391046	0.018397711	0.011093449	0.004853779
e	0.030612476	0.53464234	0.09209445	0.25429183	0.02449812	0.053195927	0.0106647685
k	0.0011591519	0.0023935526	0.32777134	0.3531812	0.30273187	0.010295273	0.0024676602
a	0.12650548	0.34926617	0.03717889	0.17564182	0.009619565	0.3016683	0.00011982718
e	0.0009489006	0.001396127	0.1921665	0.16936314	0.5901193	0.04258489	0.0034211576
n	9.130651e-05	0.00014334751	0.12540364	0.24744515	0.58137774	0.044837456	0.00070129544
è	0.011746818	0.009788054	0.006115565	0.04797936	0.08122398	0.84234387	0.0008022985
r	0.0035913638	0.0078636445	0.053480197	0.027936641	0.117538325	0.4400101	0.34957963
k	0.002936162	0.0048649535	0.014050546	0.030856583	0.036148835	0.88885266	0.022290306
u	0.0041041947	0.035425812	0.0035131779	0.017755756	0.01790263	0.90058976	0.020708753
m	0.00040686264	0.0008362319	0.23621055	0.051149923	0.243637	0.2671758	0.20058365
e	0.0060462016	0.017761339	0.05811247	0.033600535	0.004079116	0.8802644	0.00013599583
</S>	0.00025978388	0.0007811557	0.4126039	0.04211637	0.034979437	0.1304104	0.37884897
