 	mia	figlia	vuole	andare	</S>
i	0.99747074	0.002253481	0.00022166224	5.3970878e-05	8.8360245e-08
k	0.64421093	0.114124335	0.21173455	0.014103452	0.015826706
i	0.22342263	0.4503729	0.05136736	0.27432486	0.00051218335
a	0.6316212	0.30221587	0.047735967	0.00706443	0.011362579
t	0.38247412	0.4635866	0.1460693	0.0030510088	0.0048190346
è	0.08422865	0.85919285	0.02192802	0.03445218	0.00019824582
r	0.020757105	0.72072154	0.21609566	0.002900956	0.039524656
a	0.0049964744	0.9095557	0.0816509	0.0023275907	0.0014694371
m	0.0010075155	0.5941069	0.26972905	0.08534005	0.049816426
u	0.06644773	0.15505636	0.13354525	0.6446016	0.00034905135
i	0.0004372374	0.31798372	0.56641066	0.10482016	0.0103482045
t	0.0003201797	0.04934241	0.8501445	0.0896165	0.010576435
è	0.020530205	0.011887956	0.46831727	0.4985801	0.0006844328
l	0.0005089903	0.014531693	0.96303713	0.01090905	0.011013121
i	0.001635643	0.014680873	0.9493494	0.031094026	0.0032401117
n	0.00016761126	0.010179894	0.06839775	0.7306546	0.19060019
a	0.007211732	0.0004442085	0.0047762697	0.9871682	0.00039955112
p	9.00691e-06	0.00019692055	0.0005559564	0.9866534	0.012584647
à	0.040779456	0.0019682406	0.0034529602	0.9525614	0.001237994
i	0.00024651978	0.063267864	0.234608	0.38416237	0.3177152
</S>	9.816343e-05	0.003166614	0.0051373737	0.65055	0.34104788
