 	ho	rotto	una	bottiglia	</S>
è	0.08930199	0.8923801	0.004620384	0.0136448825	5.26181e-05
g	0.39535853	0.34465322	0.05076177	0.00864531	0.20058115
l	0.0035266993	0.98313546	0.0065712533	0.0063839667	0.00038268033
a	0.017683428	0.8936367	0.03591697	0.052607413	0.00015553345
s	0.4477633	0.4237551	0.070518985	0.04504196	0.012920602
a	0.18993106	0.2941446	0.40159354	0.11428879	4.18949e-05
m	0.095052294	0.037514202	0.77834976	0.07767029	0.011413353
i	0.06271821	0.18323487	0.3049812	0.4490246	4.1097668e-05
a	0.00612979	0.004831128	0.43001923	0.5477809	0.0112389615
b	0.005031017	0.00014741965	0.6586297	0.33052954	0.005662278
u	0.0042275675	0.01415139	0.06547919	0.916122	1.9723206e-05
t	0.00020938614	8.216031e-05	0.007155609	0.98565024	0.0069025736
t	0.00080583367	0.0063069216	0.007407299	0.9854012	7.874124e-05
ì	0.004180162	0.013321714	0.017315043	0.96499	0.00019308589
g	0.003196929	0.00068540924	0.05630794	0.76054573	0.17926401
l	0.0011794784	0.0022682727	0.025424052	0.9519402	0.019188043
i	0.00073914573	0.030183371	0.029438965	0.9339767	0.0056618033
a	0.000106839776	0.0002571983	0.0014501477	0.1770731	0.8211127
</S>	0.000907195	0.0018335457	0.01179798	0.3123454	0.6731159
